"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H4ID02055","WHITWORTH, ARTHUR LIN","C","DEM",1745.19,1745.19,"ID","02",NA,NA,NA,NA
"H6ID02134","COOPER, DAVID C","C","DEM",8061,6344,"ID","02",NA,"L",NA,NA
"H6ID02142","HANSEN, JIM","C","DEM",163751.43,161833.43,"ID","02",NA,"W",NA,"L"
"H8ID02064","SIMPSON, MICHAEL K","I","REP",539785.09,159923.73,"ID","02",NA,"W",NA,"W"
"H4IL00024","GRIMM, KRISTA MARIE","C","IND",0,0,"IL","00",NA,NA,NA,NA
"H2IL01042","RUSH, BOBBY LEE","I","DEM",575305.59,190460,"IL","01",NA,"W",NA,"W"
"H6IL01126","JACKSON, PHILLIP","C","DEM",91610,32800,"IL","01",NA,"L",NA,NA
"H6IL02124","JACKSON, JESSE L JR","I","DEM",1079137.33,835853.4,"IL","02",NA,"W",NA,"W"
"H2IL05019","LIPINSKI, WILLIAM O","C","DEM",6374.35,0,"IL","03",NA,NA,NA,NA
"H4IL03077","LIPINSKI, DANIEL WILLIAM","I","DEM",371990.26,155981.91,"IL","03",NA,"W",NA,"W"
"H6IL03114","SULLIVAN, JOHN P","C","DEM",127268.9,107886.94,"IL","03",NA,"L",NA,NA
"H6IL03122","KELLY, JOHN T","C","DEM",78001.16,28900,"IL","03",NA,"L",NA,NA
"H2IL08039","GUTIERREZ, LUIS V","I","DEM",161594.1,52650,"IL","04",NA,"W",NA,"W"
"H4IL04075","PIEKARCZYK, STEVE","C","REP",2460,1420,"IL","04",NA,NA,NA,NA
"H2IL05076","KASZAK, NANCY","C","DEM",0,0,"IL","05",NA,NA,NA,NA
"H2IL05092","EMANUEL, RAHM","I","DEM",1287808.91,604590,"IL","05",NA,"W",NA,"W"
"H4IL05031","BLAGOJEVICH, ROD","C","DEM",12236.8,0,"IL","05",NA,NA,NA,NA
"H6IL05135","HAPTONSTALL, JOHN (JOHNNY HAP)","C","DEM",5525,4384,"IL","05",NA,"L",NA,NA
"H2IL05126","AUGUSTI, MARK A","C","REP",10750,10000,"IL","05",NA,NA,NA,NA
"H6IL05143","WHITE, KEVIN EDWARD","C","REP",40631.34,20205.32,"IL","05",NA,"W",NA,"L"
"H4IL06096","CEGELIS, CHRISTINE","O","DEM",363334.47,343695.55,"IL","06",NA,"L",NA,NA
"H6IL06109","O'MALLEY, PETER MICHAEL","O","DEM",38026.21,31956.21,"IL","06",NA,NA,NA,NA
"H6IL06133","SCOTT, LIND BRASWELL","O","DEM",106090.18,33641.78,"IL","06",NA,"L",NA,NA
"H6IL06141","DUCKWORTH, L. TAMMY","O","DEM",4563411.74,3716123.29,"IL","06",NA,"W",NA,"L"
"H8IL06055","CRAMER, THOMAS ALLEN","C","DEM",0,0,"IL","06",NA,NA,NA,NA
"H6IL06026","HYDE, HENRY JOHN","I","REP",4407.95,480,"IL","06",NA,NA,NA,NA
"H6IL06117","ROSKAM, PETER","O","REP",3443602.56,1913067.16,"IL","06",NA,"W",NA,"W"
"H6IL06125","PANKAU, CAROLE","O","REP",27645,3240,"IL","06",NA,NA,NA,NA
"H4IL07037","DAVIS, DANNY K","I","DEM",542159.95,251854.28,"IL","07",NA,"W",NA,"W"
"H4IL07110","RIVKIN-CAROTHERS, ANITA","C","DEM",0,0,"IL","07",NA,NA,NA,NA
"H6IL07024","COLLINS, CARDISS","C","DEM",1169,0,"IL","07",NA,NA,NA,NA
"H6IL07263","ASCOT, JAMES","C","DEM",216372.76,167822.76,"IL","07",NA,"L",NA,NA
"H4IL07136","DAVIS-FAIRMAN, ANTONIO TYRONE","C","REP",37,37,"IL","07",NA,NA,NA,NA
"H2IL08088","BEAN, MELISSA LUBURICH","I","DEM",4337075.97,2692230.11,"IL","08",NA,"W",NA,"W"
"H6IL08089","BARTELS, TERESA HALL","C","REP",510219.09,423928.36,"IL","08",NA,"L",NA,NA
"H6IL08097","LINCOLN, AARON B MR.","C","REP",42236.81,40698.12,"IL","08",NA,"L",NA,NA
"H6IL08105","SALVI, KATHLEEN R","C","REP",1616724.68,304151.5,"IL","08",NA,"L",NA,NA
"H6IL08113","ARNOLD, KENNETH WAYNE","C","REP",98937.1,8615.32,"IL","08",NA,"L",NA,NA
"H6IL08121","CHURCHILL, ROBERT  W","C","REP",174659.53,53315.61,"IL","08",NA,"L",NA,NA
"H6IL12016","CRANE, PHILIP M","C","REP",5038.44,0,"IL","08",NA,NA,NA,NA
"H8IL08044","MCSWEENEY, S. DAVID","C","REP",5140201.12,1505288.84,"IL","08",NA,"W",NA,"L"
"H4IL08092","SCHEURER, BILL","C","IND",47429.33,10732.08,"IL","08",NA,NA,NA,"L"
"H8IL09067","SCHAKOWSKY, JANICE D","I","DEM",1138231.26,810631.84,"IL","09",NA,"W",NA,"W"
"H4IL10056","GOODMAN, LEE","C","DEM",0,0,"IL","10",NA,NA,NA,NA
"H6IL10093","SMITH, ZANE","C","DEM",95654.52,29982.82,"IL","10",NA,"L",NA,NA
"H6IL10101","ROBIN, DAVID ELLIOT","C","DEM",18780,18780,"IL","10",NA,NA,NA,NA
"H6IL10119","SEALS, DANIEL J","C","DEM",1918171.79,1739608.19,"IL","10",NA,"W",NA,"L"
"H0IL10120","KIRK, MARK STEVEN","I","REP",3168371.86,2473577.69,"IL","10",NA,"W",NA,"W"
"H4IL11187","RENNER, TARI","C","DEM",36.55,0,"IL","11",NA,NA,NA,NA
"H6IL11109","PAVICH, JOHN JUSTIN","C","DEM",601888.47,482883.47,"IL","11",NA,"W",NA,"L"
"H4IL11096","WELLER, GERALD C JERRY","I","REP",1993358.86,819647.48,"IL","11",NA,"W",NA,"W"
"H8IL21021","COSTELLO, JERRY F","I","DEM",1180692.83,659620.47,"IL","12",NA,"W",NA,"W"
"H4IL12045","ZWEIGART, ERIN RENEE","C","REP",0,0,"IL","12",NA,NA,NA,NA
"H4IL13159","ANDERSEN, GLORIA SCHOR","C","DEM",750,0,"IL","13",NA,NA,NA,NA
"H6IL13097","REEDY, BILL","C","DEM",16013.61,7712.61,"IL","13",NA,"L",NA,NA
"H6IL13105","SHANNON, JOSEPH","C","DEM",206280.55,168684.49,"IL","13",NA,"W",NA,"L"
"H8IL13069","BIGGERT, JUDY","I","REP",920058.54,462768.4,"IL","13",NA,"W",NA,"W"
"H4IL14108","ZAMORA, RUBEN K","C","DEM",19316,17090,"IL","14",NA,"L",NA,NA
"H6IL14111","LAESCH, JONATHAN JOHN","C","DEM",310118.13,273692.07,"IL","14",NA,"W",NA,"L"
"H6IL14095","HASTERT, J DENNIS","I","REP",5064852.7,2610063.12,"IL","14",NA,"W",NA,"W"
"H4IL15055","GILL, DAVID M DR.","C","DEM",235913.79,208550.36,"IL","15",NA,"W",NA,"L"
"H0IL15053","JOHNSON, TIM","I","REP",342317.9,121889.04,"IL","15",NA,"W",NA,"W"
"H2IL15034","EWING, THOMAS W","C","REP",3706,0,"IL","15",NA,NA,NA,NA
"H2IL16032","KUTSCH, JOHN","C","DEM",0,0,"IL","16",NA,NA,NA,NA
"H6IL16066","AUMAN, RICHARD D","C","DEM",107801.36,93020.27,"IL","16",NA,"W",NA,"L"
"H0IL16085","MANZULLO, DONALD A.","I","REP",1173285.21,546969.85,"IL","16",NA,"W",NA,"W"
"H6IL16074","BORLING, JOHN LORIN","C","IND",106901.34,26625,"IL","16",NA,NA,NA,"L"
"H2IL19010","EVANS, LANE A","I","DEM",565247.32,174830.27,"IL","17",NA,"W",NA,NA
"H6IL17155","HARE, PHILIP G","O","DEM",865115.89,358716.62,"IL","17",NA,NA,NA,"L"
"H4IL17069","ZINGA, ANDREA","O","REP",460248.17,352435.37,"IL","17",NA,"W",NA,"L"
"H6IL17130","MOWEN, JAMES ANDREW","O","REP",122215.26,100786,"IL","17",NA,"L",NA,NA
"H6IL17148","GILLILAND, BRIAN SCOTT","O","REP",64878,44359,"IL","17",NA,"L",NA,NA
"H4IL18059","LAHOOD, RAY","I","REP",1174542.26,636997.39,"IL","18",NA,"W",NA,"W"
"H4IL19073","BAGWELL, TIMOTHY CLARKE","C","DEM",55,55,"IL","19",NA,NA,NA,NA
"H6IL19094","STOVER, DANNY LEROY","C","DEM",171719.58,74720.35,"IL","19",NA,"W",NA,"L"
"H2IL20042","SHIMKUS, JOHN M","I","REP",1212022.86,411568.11,"IL","19",NA,"W",NA,"W"
"H4IN01012","VISCLOSKY, PETER J","I","DEM",1374309.31,915546.42,"IN","01",NA,"W",NA,"W"
"H8IN01096","LEYVA, MARK J","C","REP",10940,4385,"IN","01",NA,"W",NA,"L"
"H4IN02101","DONNELLY, JOSEPH SIMON","C","DEM",1626441.02,936399.18,"IN","02",NA,"W",NA,"W"
"H6IN02148","FRANCIS, STEVE","C","DEM",13161,12451,"IN","02",NA,"L",NA,NA
"H6IN05026","THOMPSON, JILL LYNETTE LONG","C","DEM",0,0,"IN","02",NA,NA,NA,NA
"H2IN03111","CHOCOLA, J CHRISTOPHER","I","REP",3247578.81,1637514.56,"IN","02",NA,"W",NA,"L"
"H4IN02119","ZIRKLE, ANTHONY FREDRICK","C","REP",1241,0,"IN","02",NA,"L",NA,NA
"H4IN00014","PARRA, MARIA M","C","DEM",667,667,"IN","03",NA,NA,NA,NA
"H6IN00027","BOYD, KEVIN ROBERT","C","DEM",5548,4074,"IN","03",NA,"L",NA,NA
"H6IN03161","HAYHURST, THOMAS ELDON","C","DEM",708185.32,448722.97,"IN","03",NA,"W",NA,"L"
"H4IN04099","SOUDER, MARK E","I","REP",622036.51,345536.51,"IN","03",NA,"W",NA,"W"
"H2IN04101","ABBOTT, WILLIAM ANTHONY","C","DEM",0,0,"IN","04",NA,NA,NA,NA
"H4IN04149","SANDERS, DAVID","C","DEM",136354.53,30027.56,"IN","04",NA,"W",NA,"L"
"H6IN04136","CORNSTUBLE, RICHARD MILLS","C","DEM",25493.73,22289,"IN","04",NA,"L",NA,NA
"H2IN05025","BUYER, STEVE CONGRESSMAN","I","REP",744686.7,157492.81,"IN","04",NA,"W",NA,"W"
"H4IN04123","PAASCH, BRIAN MR.","C","REP",344.17,202.44,"IN","04",NA,NA,NA,NA
"H2IN05058","CARR, KATHERINE FOX","C","DEM",13287,3015,"IN","05",NA,NA,NA,"L"
"H6IN03179","CLEMENTS, MICHAEL A","C","DEM",11754.47,8604.47,"IN","05",NA,"L",NA,NA
"H2IN06023","BURTON, DANNY L","I","REP",527823.58,271443.13,"IN","05",NA,"W",NA,"W"
"H2IN06148","FOX, MELINA","C","DEM",0,0,"IN","06",NA,NA,NA,NA
"H6IN06149","WELSH, BARRY ALAN","C","DEM",60266.57,47357.57,"IN","06",NA,"W",NA,"L"
"H8IN02060","PENCE, MIKE","I","REP",1535473.89,916616.7,"IN","06",NA,"W",NA,"W"
"H6IN07295","KISER, KRIS","C","DEM",212240,17540,"IN","07",NA,"L",NA,NA
"H6IN10141","CARSON, JULIA","I","DEM",476142.07,223723.38,"IN","07",NA,"W",NA,"W"
"H2IN07088","HORNING, ANDREW","C","REP",0,0,"IN","07",NA,NA,NA,NA
"H4IN07100","CRODDY, ROBERT D","C","REP",0,0,"IN","07",NA,NA,NA,NA
"H6IN07261","REYNOLDS, RICHARD SCOTT","C","REP",38049.89,14067,"IN","07",NA,NA,NA,NA
"H6IN07279","WRAY, TYSON","C","REP",6315,6065,"IN","07",NA,NA,NA,NA
"H6IN07287","MCGLINCHEY, ANDREW PATRICK","C","REP",0,0,"IN","07",NA,NA,NA,NA
"H6IN07303","FRANKLIN, RONALD V.","C","REP",40684.68,9735,"IN","07",NA,"L",NA,NA
"H6IN07311","BAUER, JOHN J","C","REP",0,0,"IN","07",NA,"L",NA,NA
"H6IN07352","DICKERSON, ERIC","C","REP",79592.18,69439.01,"IN","07",NA,"W",NA,"L"
"H4IN07126","CAMPBELL, BARRY M","C","LIB",0,0,"IN","07",NA,NA,NA,NA
"H4IN08157","JENNINGS, JON PAUL","C","DEM",821.69,0,"IN","08",NA,NA,NA,NA
"H6IN08210","ELLSWORTH, BRAD","C","DEM",1769960.53,984150.53,"IN","08",NA,"W",NA,"W"
"H4IN08108","HOSTETTLER, JOHN NATHAN","I","REP",598403.91,490632.47,"IN","08",NA,"W",NA,"L"
"H6IN09085","CLEARWATER, GRETCHEN","C","DEM",27084.76,27034.76,"IN","09",NA,"L",NA,NA
"H8IN09032","HILL, BARON P","I","DEM",1913970.59,927587.13,"IN","09",NA,"W",NA,"W"
"H2IN09084","SODREL, MICHAEL E.","I","REP",2730275.85,1072576.19,"IN","09",NA,"W",NA,"L"
"H6IN09119","SCHANSBERG, DAVID ERIC","C","LIB",26765,20558,"IN","09",NA,NA,NA,"L"
"H6KS01153","DOLL, JOHN G","C","DEM",63889.63,56209.11,"KS","01",NA,"W",NA,"L"
"H6KS01096","MORAN, JERRY","I","REP",970217.11,397945.08,"KS","01",NA,"W",NA,"W"
"H6KS01146","HUELSKAMP, TIMOTHY A","C","REP",37763.27,37763.27,"KS","01",NA,NA,NA,NA
"H4KS02107","BOYDA, NANCY E E","C","DEM",760763.16,568802.09,"KS","02",NA,"W",NA,"W"
"H6KS02227","RYUN, JIM R","I","REP",1132895.16,491184.85,"KS","02",NA,"W",NA,"L"
"H8KS03049","MOORE, DENNIS","I","DEM",2240162.36,833407.93,"KS","03",NA,"W",NA,"W"
"H0KS03053","COLYER, JEFFREY","C","REP",199455.59,0,"KS","03",NA,NA,NA,NA
"H2KS03133","TAFF, ADAM","C","REP",23733.44,18940,"KS","03",NA,NA,NA,NA
"H4KS03105","KOBACH, KRIS","C","REP",29.54,0,"KS","03",NA,NA,NA,NA
"H4KS03113","LIGHTNER, PATRICIA","C","REP",0,0,"KS","03",NA,NA,NA,NA
"H6KS03167","AHNER, CHUCK","C","REP",469612.72,210853.78,"KS","03",NA,"W",NA,"L"
"H6KS03175","SCHERER, THOMAS E","C","REP",8800,120,"KS","03",NA,"L",NA,NA
"H6KS03183","SCHWAB, SCOTT JOSEPH","C","REP",62938.67,51540,"KS","03",NA,"L",NA,NA
"H6KS04132","VOTH, RONALD LEE","C","DEM",16466,6760,"KS","04",NA,"L",NA,NA
"H6KS04157","MCGINN, GARTH J.","C","DEM",28048,23725,"KS","04",NA,"W",NA,"L"
"H4KS04087","TIAHRT, TODD W.","I","REP",1105589.57,514785.5,"KS","04",NA,"W",NA,"W"
"H6KY01011","BARLOW, THOMAS J III","C","DEM",120958.58,62987.08,"KY","01",NA,"W",NA,"L"
"H6KY01078","STREIT, JOHN ERIC","C","DEM",11756,10805,"KY","01",NA,"L",NA,NA
"H6KY01086","BLOINK, JAMES ANTHONY","C","DEM",5104.73,104.73,"KY","01",NA,"L",NA,NA
"H4KY01040","WHITFIELD, ED","I","REP",1052017.07,428002.96,"KY","01",NA,"W",NA,"W"
"H6KY01094","RAMEY, VENUS","C","IND",20104,0,"KY","01",NA,NA,NA,NA
"H2KY02075","TABB, PETE","C","DEM",0,0,"KY","02",NA,NA,NA,NA
"H6KY02050","WEAVER, JOHN MICHAEL","C","DEM",911883.23,529490.68,"KY","02",NA,"W",NA,"L"
"H4KY02030","LEWIS, RON","I","REP",1707714.77,655339.36,"KY","02",NA,"W",NA,"W"
"H6KY03116","HORNE, ANDREW J","C","DEM",212878.84,142970.73,"KY","03",NA,"L",NA,NA
"H6KY03124","YARMUTH, JOHN A","C","DEM",2250300.31,1347240.84,"KY","03",NA,"W",NA,"W"
"H6KY03132","MOORE, JAMES WALTER","C","DEM",1737.27,0,"KY","03",NA,"L",NA,NA
"H6KY03090","NORTHUP, ANNE M","I","REP",3397908.81,2075706.79,"KY","03",NA,"W",NA,"L"
"H4KY04085","CLOONEY, NICK","C","DEM",286.26,0,"KY","04",NA,NA,NA,NA
"H8KY00035","LUCAS, KENNETH RAY","C","DEM",1469557.47,872614.27,"KY","04",NA,"W",NA,"L"
"H0KY04059","THONEY, ROGER NEIL","C","REP",0,0,"KY","04",NA,NA,NA,NA
"H2KY04071","DAVIS, GEOFFREY C","I","REP",4198795.42,2110474.92,"KY","04",NA,"W",NA,"W"
"H4KY04051","MURPHY, KEVIN","C","REP",7525.04,125.04,"KY","04",NA,NA,NA,NA
"H4KY04093","KING, JOHN KELLY","C","REP",0,0,"KY","04",NA,NA,NA,NA
"H6KY05111","STEPP, KENNETH STEPHENSON","C","DEM",1746,1624,"KY","05",NA,"W",NA,"L"
"H0KY05015","ROGERS, HAROLD D","I","REP",1072951,678512.86,"KY","05",NA,"W",NA,"W"
"H4KY06072","CHANDLER, A.B. III","I","DEM",1115949.54,609336.58,"KY","06",NA,"W",NA,"W"
"H4KY06064","KERR, ALICE FORGY HON.","C","REP",0,0,"KY","06",NA,NA,NA,NA
"H4KY06098","BUFORD, TOM","C","REP",0,0,"KY","06",NA,NA,NA,NA
"H6KY06101","CARLSON, ELAINE SUE","C","REP",4380,944,"KY","06",NA,"W",NA,NA
"H6LA01175","TALLITSCH, STACEY","C","DEM",36702.58,28718.96,"LA","01",NA,NA,NA,"L"
"H6LA01183","GEREIGHTY, DAVID DENNIS","C","DEM",56383.69,9020,"LA","01",NA,NA,NA,"L"
"H0LA01079","VITTER, DAVID B","C","REP",50637.01,10937.01,"LA","01",NA,NA,NA,NA
"H0LA01087","SCALISE, STEPHEN J","C","REP",4936.49,0,"LA","01",NA,NA,NA,NA
"H4LA00016","JINDAL, BOBBY","I","REP",2976546.71,1578380.01,"LA","01",NA,NA,"L","W"
"H4LA01089","ROGERS, MICHAEL LEE","C","REP",0,0,"LA","01",NA,NA,NA,NA
"H6LA03023","TREEN, DAVID CONNER","C","REP",0,0,"LA","01",NA,NA,NA,NA
"H6LA01191","BEARY, PETER JUSTIN","C","LIB",5800,5800,"LA","01",NA,NA,NA,"L"
"H0LA02044","MORIAL, MARC H","C","DEM",0,0,"LA","02",NA,NA,NA,NA
"H0LA02119","JEFFERSON, WILLIAM JENNINGS","I","DEM",1305239.34,507225.43,"LA","02",NA,NA,"W","L"
"H2LA02032","CARTER, TROY C","C","DEM",178072.87,154719.71,"LA","02",NA,NA,NA,"L"
"H2LA02040","DIXON, IRMA MUSE","C","DEM",0,0,"LA","02",NA,NA,NA,NA
"H6LA02116","EDWARDS, JOHN BERVICK JR","C","DEM",9465,9465,"LA","02",NA,NA,NA,"L"
"H6LA02124","SHEPHERD, DERRICK","C","DEM",511528.28,293451,"LA","02",NA,NA,NA,"L"
"H6LA02132","CARTER, KAREN R","C","DEM",1292292.73,1095675.84,"LA","02",NA,NA,"L","L"
"H6LA02157","BARTHOLOMEW, REGINA","C","DEM",45875,25625,"LA","02",NA,NA,NA,"L"
"H6LA02173","MENDOZA, M.V. (VINNY)","C","DEM",23200,0,"LA","02",NA,NA,NA,"L"
"H4LA02079","SCHWERTZ, ARTHUR LOUIS","C","REP",756,756,"LA","02",NA,NA,NA,NA
"H6LA02108","LAVIGNE, JOSEPH FRANCIS","C","REP",317750,302750,"LA","02",NA,NA,NA,"L"
"H4LA03028","MELANCON, CHARLIE JR","I","DEM",2691851.59,1324141.62,"LA","03",NA,NA,NA,"W"
"H4LA03044","CACCIOPPI, CHARMAINE DEGRUISE","C","DEM",8031.24,6100,"LA","03",NA,NA,NA,NA
"H4LA03077","BALDONE, DAMON J","C","DEM",52719.7,0,"LA","03",NA,NA,NA,NA
"H6LA03064","BREECH, OLANGEE OJ","C","DEM",11635.18,8935.18,"LA","03",NA,NA,NA,"L"
"H0LA03018","TAUZIN, WILBERT J II","C","REP",12509.84,0,"LA","03",NA,NA,NA,NA
"H4LA03051","ROMERO, CRAIG","C","REP",1925385.63,1753567.13,"LA","03",NA,NA,NA,"L"
"H4LA03069","TAUZIN, WILBERT J III","C","REP",15958.05,0,"LA","03",NA,NA,NA,NA
"H4LA03085","CHIASSON, KEVIN DALE","C","REP",100,0,"LA","03",NA,NA,NA,NA
"H2LA04103","MILKOVICH, JOHN CHARLES","C","DEM",177.64,0,"LA","04",NA,NA,NA,NA
"H6LA04054","CASH, ARTIS","C","DEM",7618,2780,"LA","04",NA,NA,NA,"L"
"H6LA04088","KELLEY, CHESTER T","C","REP",87875,6425,"LA","04",NA,NA,NA,"L"
"H8LA04134","MCCRERY, JAMES OTIS III","I","REP",2606027.39,822382.35,"LA","04",NA,NA,NA,"W"
"H6LA00037","THOMPSON, FRANCIS C","C","DEM",0,0,"LA","05",NA,NA,NA,NA
"H6LA05127","HEARN, GLORIA WILLIAMS","C","DEM",157421.52,11421.52,"LA","05",NA,NA,NA,"L"
"H0LA08017","HOLLOWAY, CLYDE C","C","REP",718.52,0,"LA","05",NA,NA,NA,NA
"H2LA05084","ALEXANDER, RODNEY MR.","I","REP",1311470.99,731994.82,"LA","05",NA,NA,NA,"W"
"H4LA05049","SCOTT, JOHN WYETH","C","REP",613,442,"LA","05",NA,NA,NA,NA
"H4LA06047","CRAIG, RUFUS HOLT JR","C","DEM",0,0,"LA","06",NA,NA,NA,NA
"H6LA06083","BAKER, RICHARD HUGH","I","REP",1408137.3,565652.49,"LA","06",NA,NA,NA,"W"
"H4LA07045","MOUNT, WILLIE LANDRY","C","DEM",858.79,0,"LA","07",NA,NA,NA,NA
"H4LA07052","CRAVINS, DONALD RAY SR","C","DEM",0,0,"LA","07",NA,NA,NA,NA
"H6LA07172","STAGG, MICHAEL W","C","DEM",63876.96,60532.96,"LA","07",NA,NA,NA,"L"
"H4LA07029","BOUSTANY, CHARLES DR. JR.","I","REP",1740425.83,804043.3,"LA","07",NA,NA,NA,"W"
"H6LA07073","THIBODAUX, DAVID","C","REP",395.5,200,"LA","07",NA,NA,NA,NA
"H2MA01020","OLVER, JOHN W.","I","DEM",660119.87,348329,"MA","01",NA,"W",NA,"W"
"H4MA01034","ADAM, STEVEN E","C","REP",0,0,"MA","01",NA,NA,NA,NA
"H6MA01088","SZYCH, WILLIAM HENRY","C","IND",46768.02,29692.95,"MA","01",NA,NA,NA,"L"
"H8MA02041","NEAL, RICHARD E MR.","I","DEM",715003.81,272108.81,"MA","02",NA,"W",NA,"W"
"H4MA03022","MCGOVERN, JAMES P","I","DEM",755599.18,531411.87,"MA","03",NA,"W",NA,"W"
"H6MA03076","MITCHELL, JOHN R","C","DEM",2205,0,"MA","03",NA,NA,NA,NA
"H4MA03071","CREWS, RONALD A","C","REP",585,585,"MA","03",NA,NA,NA,NA
"H0MA04036","FRANK, BARNEY","I","DEM",1872927.7,1044560.04,"MA","04",NA,"W",NA,"W"
"H4MA00010","MORSE, CHARLES A MR","C","REP",631199.46,630350.78,"MA","04",NA,NA,NA,NA
"H2MA05054","MEEHAN, MARTIN T","I","DEM",1057918.89,679136.08,"MA","05",NA,"W",NA,"W"
"H2MA05104","FINEGOLD, BARRY R","C","DEM",5550,4750,"MA","05",NA,NA,NA,NA
"H2MA05096","FREEDMAN, ILANA","C","REP",0,0,"MA","05",NA,NA,NA,NA
"H2MA05112","MCCARTHY, CHARLES J JR","C","REP",38.45,0,"MA","05",NA,NA,NA,NA
"H4MA05043","TIERNEY, THOMAS P","C","REP",2195,0,"MA","05",NA,NA,NA,NA
"H4MA06033","TIERNEY, JOHN F","I","DEM",654172.83,397784,"MA","06",NA,"W",NA,"W"
"H2MA06045","TORKILDSEN, PETER G","C","REP",0,0,"MA","06",NA,NA,NA,NA
"H4MA06082","O'MALLEY, STEPHEN P JR","C","REP",0,0,"MA","06",NA,NA,NA,NA
"H6MA06129","BARTON, RICHARD W","C","REP",66773.95,52900,"MA","06",NA,"W",NA,"L"
"H6MA07101","MARKEY, EDWARD J MR.","I","DEM",942527.28,390720.48,"MA","07",NA,"W",NA,"W"
"H4MA07098","CHASE, KENNETH G","C","REP",599.17,0,"MA","07",NA,NA,NA,NA
"H6MA08141","KENNEDY, JOSEPH P II","C","DEM",347226.95,0,"MA","08",NA,NA,NA,NA
"H8MA08048","KEANE, THOMAS M JR","C","DEM",11500,0,"MA","08",NA,NA,NA,NA
"H8MA08071","CAPUANO, MICHAEL E","I","DEM",836732.98,459606.8,"MA","08",NA,"W",NA,"W"
"H6MA08273","CONSTANTINO, ROBERT PAUL JR","C","REP",16480,16480,"MA","08",NA,NA,NA,NA
"H2MA09064","JOYCE, BRIAN A","C","DEM",8.01,0,"MA","09",NA,NA,NA,NA
"H2MA09072","LYNCH, STEPHEN F","I","DEM",1170455.24,813451.34,"MA","09",NA,"W",NA,"W"
"H2MA09148","SINNOTT, WILLIAM F","C","DEM",0,0,"MA","09",NA,NA,NA,NA
"H6MA09131","DUNKELBARGER, PHILIP","C","DEM",35355,12855,"MA","09",NA,"L",NA,NA
"H6MA09149","ROBINSON, JACK E.","C","REP",141805,2575,"MA","09",NA,"W",NA,"L"
"H2MA11060","DELAHUNT, WILLIAM D","I","DEM",1133498.95,464985,"MA","10",NA,"W",NA,"W"
"H4MA10092","JONES, MICHAEL MR.","C","REP",15833.29,5328.54,"MA","10",NA,NA,NA,NA
"H6MA10154","BEATTY, JEFFREY  K","C","REP",108690.25,38568,"MA","10",NA,"W",NA,"L"
"H6MA10147","WHITE, PETER ANDREW","C","IND",4803.97,3634,"MA","10",NA,NA,NA,"L"
"H4MD01077","SAMPSON, HARRY EDWARD","C","DEM",6045.17,4535.17,"MD","01",NA,NA,NA,NA
"H4MD01085","ALEXAKIS, KOSTAS G","C","DEM",29175,9175,"MD","01",NA,"L",NA,NA
"H6MD01197","CORWIN, JIM","C","DEM",29704.95,26844.56,"MD","01",NA,"W",NA,"L"
"H6MD01205","ROBINSON, CHRISTOPHER ROBERT","C","DEM",26279,12430,"MD","01",NA,"L",NA,NA
"H8MD01037","GILCHREST, WAYNE T","I","REP",351709.09,346011.81,"MD","01",NA,"W",NA,"W"
"H2MD02160","RUPPERSBERGER, DUTCH","I","DEM",854601.19,445108.55,"MD","02",NA,"W",NA,"W"
"H6MD02187","BOARDMAN, CHRISTOPHER C.","C","DEM",4675,775,"MD","02",NA,"L",NA,NA
"H4MD02125","BROOKS, JANE","C","REP",25,100,"MD","02",NA,NA,NA,NA
"H6MD02153","MATHIS, JAMES DUNN","C","REP",8449,1050,"MD","02",NA,"W",NA,"L"
"H6MD02161","HODGES, DEE","C","REP",7352,1430,"MD","02",NA,"L",NA,NA
"H2MD02152","BENGUR, O R OZ","O","DEM",703713.19,522008.82,"MD","03",NA,"L",NA,NA
"H6MD03177","CARDIN, BENJAMIN L","I","DEM",269315.67,27725,"MD","03",NA,NA,NA,NA
"H6MD03268","QUINTER, NEIL","O","DEM",58937,57237,"MD","03",NA,NA,NA,NA
"H6MD03276","BEILENSON, PETER","O","DEM",940863.21,866669.94,"MD","03",NA,"L",NA,NA
"H6MD03284","HOLLINGER, PAULA C HON","O","DEM",851470.74,671665.8,"MD","03",NA,"L",NA,NA
"H6MD03292","SARBANES, JOHN P MR.","O","DEM",1463580.2,1255129.57,"MD","03",NA,"W",NA,"W"
"H6MD03300","BURLISON, BILL D","O","DEM",13595,6095,"MD","03",NA,NA,NA,NA
"H6MD03318","O'KEEFFE, KEVIN SCOTT","O","DEM",221841.68,215265.92,"MD","03",NA,"L",NA,NA
"H6MD03326","BARTH, ANDY","O","DEM",164334.21,143036.85,"MD","03",NA,"L",NA,NA
"H6MD03334","BALDWIN, MISHONDA","O","DEM",29881.19,29381.19,"MD","03",NA,"L",NA,NA
"H2MD03119","CONWELL, SCOTT","C","REP",0,0,"MD","03",NA,NA,NA,NA
"H4MD03057","DUCKWORTH, ROBERT P","C","REP",0,0,"MD","03",NA,NA,NA,NA
"H6MD03342","APPLEBAUM, GARY E","O","REP",270519,264769,"MD","03",NA,"L",NA,NA
"H6MD03367","WHITE, JOHN DAVID","O","REP",476345,22345,"MD","03",NA,"W",NA,"L"
