"","election_year","state","election_type","dem_votes","rep_votes","total_votes","margin","sig_third"
"403",1936,"OK","G",493407,229004,725923,36.4230090519242,FALSE
"404",1936,"OR","G",193822,199332,401131,-1.3736161004759,FALSE
"405",1936,"RI","G",149157,136174,306832,4.23130573082338,FALSE
"406",1936,"SC","G",113696,1664,115360,97.1151178918169,FALSE
"407",1936,"SD","G",141509,135461,289786,2.0870573457655,FALSE
"408",1936,"TN","G",273298,67238,357679,57.6103153945297,FALSE
"409",1936,"TX","G",773574,59491,835796,85.4374751733677,FALSE
"410",1936,"VA","G",244518,12473,265898,87.2684262386329,FALSE
"411",1936,"WV","G",488620,338363,826983,18.1692973132459,FALSE
"412",1936,"WY","G",53919,45483,100172,8.42151499420996,FALSE
"413",1937,"AR","S",43406,0,110396,39.3184535671582,TRUE
"414",1938,"AR","G",122871,14240,137111,79.2285082889046,FALSE
"415",1938,"AZ","G",82714,25378,108092,53.0437035118233,FALSE
"416",1938,"CA","G",1395902,1126240,2522142,10.6917849986242,FALSE
"417",1938,"CO","G",262806,181297,451229,18.0637769292311,FALSE
"418",1938,"CT","G",250929,270413,630433,-3.09057425610652,FALSE
"419",1938,"FL","G",145757,31035,176792,64.8909452916422,FALSE
"420",1938,"GA","G",66897,0,70339,95.1065553960107,FALSE
"421",1938,"IA","G",413788,410983,831839,0.33720467542397,FALSE
"422",1938,"ID","G",99801,81939,182585,9.78284086863652,FALSE
"423",1938,"IL","G",1638166,1542572,3191445,2.99532030161886,FALSE
"424",1938,"IN","G",788386,783189,1581790,0.328551830521118,FALSE
"425",1938,"KS","G",326774,419532,746405,-12.4273015320101,FALSE
"426",1938,"KY","G",346735,212266,559001,24.0552342482393,FALSE
"427",1938,"LA","G",151585,0,151835,99.835347581256,FALSE
"428",1938,"MD","G",357245,153253,523238,38.9864650503213,FALSE
"429",1938,"MO","G",925064,586107,1514052,22.3874080943059,FALSE
"430",1938,"NC","G",209349,123290,496146,17.3454991071177,FALSE
"431",1938,"ND","G",19244,131907,263158,-42.8119228752308,TRUE
"432",1938,"NH","G",84920,100633,185553,-8.46820046024586,FALSE
"433",1938,"NJ","S",704159,816667,1541607,-7.29809867235943,FALSE
"434",1938,"NV","G",27406,19078,46484,17.915842010154,FALSE
"435",1938,"OH","G",871827,1017939,2344227,-6.23284349169257,FALSE
"436",1938,"OK","G",307936,159734,471066,31.4609842357547,FALSE
"437",1938,"OR","G",167135,203120,370261,-9.71881996753641,FALSE
"438",1938,"PA","G",1684083,2086932,3815019,-10.5595542250248,FALSE
"439",1938,"SC","G",45751,509,46261,97.7972806467651,FALSE
"440",1938,"SD","G",133064,146813,279877,-4.91251514057961,FALSE
"441",1938,"TN","S",194026,72098,275230,44.300403299059,FALSE
"442",1938,"UT","G",102353,81071,183424,11.6026256106071,FALSE
"443",1938,"VT","G",38673,73990,112667,-31.3463569634409,FALSE
"444",1938,"WA","G",371535,220204,593292,25.5070016113482,FALSE
"445",1938,"WI","G",231976,446770,937503,-22.9112866838826,FALSE
"446",1940,"AZ","G",48614,16047,141731,22.978035856658,TRUE
"447",1940,"CA","G",0,2236899,2700421,-82.8351949566382,FALSE
"448",1940,"CT","G",416740,357574,784067,7.54603879515399,FALSE
"449",1940,"DE","G",68294,63799,134879,3.33261664158246,FALSE
"450",1940,"FL","G",160659,0,323216,49.706388297609,TRUE
"451",1940,"ID","S",110664,124535,235199,-5.89755908826143,FALSE
"452",1940,"IL","S",2025097,2045924,4086163,-0.50969577082461,FALSE
"453",1940,"KY","S",561151,401812,962963,16.5467416712792,FALSE
"454",1940,"MA","G",1088838,838122,1957089,12.8106590962394,FALSE
"455",1940,"MD","G",394239,203912,608975,31.2536639435116,FALSE
"456",1940,"ME","G",105740,150149,256194,-17.3341296049088,FALSE
"457",1940,"MI","G",939740,1053104,2000343,-5.66722807038593,FALSE
"458",1940,"MN","G",248658,641049,1209599,-32.4397589614409,FALSE
"459",1940,"MO","G",1153622,1062951,2219055,4.08601859800681,FALSE
"460",1940,"MS","G",54120,0,143333,37.7582273447148,TRUE
"461",1940,"MT","G",176752,63941,240693,46.86924837864,FALSE
"462",1940,"ND","G",69847,100647,264101,-11.6622049897577,FALSE
"463",1940,"NE","G",247659,340250,596891,-15.5122124474988,FALSE
"464",1940,"NJ","G",823893,1029331,1867775,-10.9990764412202,FALSE
"465",1940,"NM","G",66858,48686,184451,9.85193899734889,FALSE
"466",1940,"NV","G",31351,20488,51839,20.9552653407666,FALSE
"467",1940,"OH","G",1074674,1192099,3059926,-3.83751110320969,FALSE
"468",1940,"PA","G",2069980,1893104,3997020,4.42519677159484,FALSE
"469",1940,"RI","G",173847,141312,315159,10.3233605894168,FALSE
"470",1940,"TN","G",295440,121790,417264,41.6163388166724,FALSE
"471",1940,"TX","G",993974,60051,1054431,88.5712768308215,FALSE
"472",1940,"UT","G",155499,91931,247430,25.6913066321788,FALSE
"473",1940,"VA","G",274260,0,293881,93.323488078508,FALSE
"474",1940,"VT","G",47101,93283,140388,-32.8959740148731,FALSE
"475",1940,"WA","G",404718,342589,747307,8.31371845841134,FALSE
"476",1940,"WI","G",176688,553692,1338135,-28.1738389624365,TRUE
"477",1940,"WV","G",492413,381806,874219,12.6520928966312,FALSE
"478",1940,"WY","G",65022,45682,110704,17.4700101170689,FALSE
"479",1941,"MS","S",54123,0,118294,45.752954503187,TRUE
"480",1941,"TX","S",185363,112318,575779,12.6862910943261,TRUE
"481",1942,"AL","G",69212,0,69216,99.9942209893666,FALSE
"482",1942,"AR","G",99126,0,99126,100,FALSE
"483",1942,"CO","G",174612,170970,347596,1.04776809859722,FALSE
"484",1942,"CO","S",143817,191517,341260,-13.9776123776593,FALSE
"485",1942,"DE","G",38322,46210,85308,-9.24649505321892,FALSE
"486",1942,"GA","G",59870,0,61762,96.9366276998802,FALSE
"487",1942,"IA","G",295194,410333,707809,-16.2669590242565,FALSE
"488",1942,"ID","G",68989,73353,142342,-3.06585547484228,FALSE
"489",1942,"IL","G",1380011,1582887,2973229,-6.82342328828355,FALSE
"490",1942,"KS","G",200437,284059,497359,-16.8132073612823,FALSE
"491",1942,"KY","G",216958,175081,392039,10.6818454286436,FALSE
"492",1942,"LA","G",85488,0,85488,100,FALSE
"493",1942,"MA","G",641042,721239,1375444,-5.83062632866187,FALSE
"494",1942,"ME","G",55754,111520,167274,-33.3381159056398,FALSE
"495",1942,"MI","G",561595,589652,1189966,-2.35779845810721,FALSE
"496",1942,"MN","G",78959,356297,758452,-36.5663219294036,TRUE
"497",1942,"MS","G",21000,0,51355,40.8918313698763,TRUE
"498",1942,"MT","G",83673,82461,170514,0.710792075723988,FALSE
"499",1942,"NC","G",230427,119165,349592,31.8262431634591,FALSE
"500",1942,"NE","G",83763,186207,380169,-26.9469630611649,FALSE
"501",1942,"NH","G",73656,88601,162257,-9.21069661093204,FALSE
"502",1942,"NJ","G",559851,648855,1222132,-7.28268304896689,FALSE
"503",1942,"NM","G",56910,39231,107005,16.5216578664548,FALSE
"504",1942,"NV","S",23805,16735,40540,17.4395658608781,FALSE
"505",1942,"OK","G",166653,204163,372365,-10.0734494380514,FALSE
"506",1942,"OR","G",63946,214755,278704,-54.1108129054481,FALSE
"507",1942,"RI","G",138239,100236,238475,15.9358423314813,FALSE
"508",1942,"SC","G",23356,0,23358,99.9914376230842,FALSE
"509",1942,"SD","G",74945,106704,181649,-17.4837186001574,FALSE
"510",1942,"TN","G",109881,34324,159522,47.3646268226326,FALSE
"511",1942,"TX","G",260629,12080,274658,90.493996169782,FALSE
"512",1942,"VA","G",79421,0,87152,91.1292913530384,FALSE
"513",1942,"WV","G",207045,256816,463861,-10.7297229126829,FALSE
"514",1942,"WY","G",34503,41486,75989,-9.18948795220361,FALSE
"515",1944,"AL","G",202604,41983,247749,64.832148666594,FALSE
"516",1944,"AR","G",182529,31942,214471,70.2132223004509,FALSE
"517",1944,"AZ","G",84108,37496,130226,35.7931595841076,FALSE
"518",1944,"CA","G",1728155,1576553,3305234,4.5867251758877,FALSE
"519",1944,"CT","G",430716,391748,828497,4.70345698294623,FALSE
"520",1944,"FL","G",335685,135258,470943,42.5586535950211,FALSE
"521",1944,"GA","G",272541,0,272545,99.9985323524556,FALSE
"522",1944,"IA","G",494229,523963,1021697,-2.9102561718396,FALSE
"523",1944,"ID","G",107096,102373,209469,2.25474891272694,FALSE
"524",1944,"IL","G",2059023,1841793,3913925,5.55018300044073,FALSE
"525",1944,"IN","G",807766,829489,1651385,-1.31544128110647,FALSE
"526",1944,"KS","G",272053,387090,669200,-17.1902271368799,FALSE
"527",1944,"KY","G",464053,380425,846626,9.87779728002684,FALSE
"528",1944,"LA","G",286365,0,286391,99.9909215024215,FALSE
"529",1944,"MA","S",667086,1228754,1911422,-29.3848244919228,FALSE
"530",1944,"MD","G",500729,297911,798640,25.3954222177702,FALSE
"531",1944,"MO","G",970116,921279,1893509,2.57917971343152,FALSE
"532",1944,"NC","G",337883,148481,759850,24.9262354412055,FALSE
"533",1944,"ND","G",95102,69530,210422,12.1527216735893,FALSE
"534",1944,"NH","G",106508,110549,217057,-1.86172295756414,FALSE
"535",1944,"NJ","S",910096,939987,1863546,-1.60398509078928,FALSE
"536",1944,"NV","G",30595,21816,52411,16.750300509435,FALSE
"537",1944,"OH","G",1483069,1500809,2983878,-0.594528328571074,FALSE
"538",1944,"OK","G",390851,309222,702394,11.6215400473239,FALSE
"539",1944,"OR","G",174140,269095,443235,-21.4231728090065,FALSE
"540",1944,"OR","S",192305,260631,452936,-15.0851334404861,FALSE
"541",1944,"PA","G",1864735,1840943,3730392,0.637788200274931,FALSE
"542",1944,"SC","G",94556,3214,101736,89.7833608555477,FALSE
"543",1944,"SD","G",82199,145248,227447,-27.7203040708385,FALSE
"544",1944,"UT","G",148748,99532,248280,19.8227807314323,FALSE
"545",1944,"VT","G",42136,81094,123248,-31.6094378813449,FALSE
"546",1944,"WA","G",452013,364356,819879,10.6914556904129,FALSE
"547",1944,"WI","G",537144,634513,1256374,-7.750001193912,FALSE
"548",1946,"AL","S",163217,0,163217,100,FALSE
"549",1946,"AZ","G",80415,35022,116239,39.0514371252334,FALSE
"550",1946,"CA","G",1167161,1428067,2639465,-9.88480620125669,FALSE
"551",1946,"CT","G",276424,381328,679765,-15.4323920766736,FALSE
"552",1946,"DE","G",50910,62603,113513,-10.3010227903412,FALSE
"553",1946,"FL","G",156232,42413,198645,57.2976918623675,FALSE
"554",1946,"ID","S",74629,105523,180152,-17.1488520804654,FALSE
"555",1946,"IN","G",584288,739809,1347434,-11.5420124473629,FALSE
"556",1946,"KY","S",285829,327652,615119,-6.79917219269767,FALSE
"557",1946,"MA","G",660200,989736,1662063,-19.8269259348172,FALSE
"558",1946,"MD","G",331569,317570,649139,2.15654890555028,FALSE
"559",1946,"ME","G",63799,111215,175014,-27.0926897276789,FALSE
"560",1946,"MI","G",517923,1085570,1618720,-35.0676460413166,FALSE
"561",1946,"MN","G",349520,517775,878731,-19.1474979259864,FALSE
"562",1946,"MO","G",624487,692372,1319711,-5.1439292390531,FALSE
"563",1946,"MS","G",46747,0,46747,100,FALSE
"564",1946,"MT","G",86476,101901,190566,-8.09430853352644,FALSE
"565",1946,"ND","G",38368,88210,165382,-30.1374998488348,FALSE
"566",1946,"ND","S",37507,75998,136826,-28.1313493049567,FALSE
"567",1946,"NE","G",111751,271208,382959,-41.6381388085931,FALSE
"568",1946,"NJ","G",548458,799808,1367155,-18.3848941780559,FALSE
"569",1946,"NM","G",56097,53006,133282,2.31914287000495,FALSE
"570",1946,"NV","G",22553,27801,50354,-10.4222107479048,FALSE
"571",1946,"OH","G",947610,1275774,2237269,-14.6680618200136,FALSE
"572",1946,"PA","G",1245338,1853458,3127860,-19.4420466389161,FALSE
"573",1946,"RI","G",150748,122780,273528,10.2249129887982,FALSE
"574",1946,"TN","G",145654,57237,218710,40.4265922911618,FALSE
"575",1946,"TX","G",336931,43619,380550,77.0758113257128,FALSE
"576",1946,"UT","G",96257,101142,197399,-2.47468325574091,FALSE
"577",1946,"VA","G",163960,77005,252842,34.3910426274116,FALSE
"578",1946,"VA","S",22003,9816,33094,36.8254064180818,FALSE
"579",1946,"VT","G",18594,54729,73340,-49.2705208617398,FALSE
"580",1946,"WA","G",298683,358847,660342,-9.11103640234909,FALSE
"581",1946,"WI","G",378772,620430,1012504,-23.8673624993086,FALSE
"582",1946,"WV","G",273151,269617,542768,0.651106918609793,FALSE
"583",1946,"WY","G",45843,35714,81557,12.4195348038795,FALSE
"584",1947,"MS","S",0,0,193713,0,TRUE
"585",1948,"AL","G",185534,35341,220875,67.9990945104697,FALSE
"586",1948,"AR","G",216401,0,231922,93.3076637835134,FALSE
"587",1948,"CO","G",340719,165069,510121,34.4330070708714,FALSE
"588",1948,"DE","G",71888,68246,141362,2.57636422801036,FALSE
"589",1948,"GA","G",349743,0,350143,99.8857609605218,FALSE
"590",1948,"IA","G",578226,415778,1000412,16.2381098987217,FALSE
"591",1948,"ID","G",107000,103868,214188,1.46226679365791,FALSE
"592",1948,"IL","G",2147754,1740026,3900285,10.4538001710131,FALSE
"593",1948,"KS","G",305987,393412,716342,-12.2043660709549,FALSE
"594",1948,"KY","G",408256,383776,794441,3.08141196136655,FALSE
"595",1948,"LA","G",330315,0,330324,99.9972754023322,FALSE
"596",1948,"LA","S",305346,102339,407685,49.7950623643254,FALSE
"597",1948,"MA","G",954398,1088475,2055798,-6.52189563371499,FALSE
"598",1948,"ME","G",64074,159182,223256,-42.600422832981,FALSE
"599",1948,"MI","G",1000329,1045156,2062097,-2.17385506113437,FALSE
"600",1948,"MN","G",729494,482801,1217250,20.2664202094886,FALSE
"601",1948,"MS","G",151478,0,151478,100,FALSE
"602",1948,"MT","G",125193,94458,221003,13.9070510355063,FALSE
"603",1948,"NC","G",543132,220307,764559,42.2236871189797,FALSE
"604",1948,"NE","G",204320,267575,471895,-13.4044649763189,FALSE
"605",1948,"NH","G",91760,129600,222898,-16.9763748440991,FALSE
"606",1948,"NJ","G",884414,934720,1869882,-2.69033019195864,FALSE
"607",1948,"NM","G",96517,71979,189200,12.9693446088795,FALSE
"608",1948,"OK","G",441654,265169,708931,24.8945242907984,FALSE
"609",1948,"OR","G",199275,299295,498570,-20.0613755340273,FALSE
"610",1948,"RI","G",190284,130668,320952,18.5747401480595,FALSE
"611",1948,"SC","G",135998,5008,141006,92.8967561664043,FALSE
"612",1948,"SD","G",98749,144084,242833,-18.6692088801769,FALSE
"613",1948,"TN","G",326062,166947,499138,31.8779575989005,FALSE
"614",1948,"TX","G",702785,349665,1061363,33.2704268002559,FALSE
"615",1948,"VA","G",253865,119366,387015,34.752916553622,FALSE
"616",1948,"WV","G",435354,328534,763888,13.9837253628804,FALSE
"617",1948,"WY","G",57953,43527,101480,14.2156089869925,FALSE
"618",1949,"NY","S",2582438,2384381,4966819,3.98760252789562,FALSE
"619",1950,"AL","G",125534,0,164011,76.5399881715251,FALSE
"620",1950,"AR","G",302582,0,302582,100,FALSE
"621",1950,"AZ","G",116246,68846,185092,25.6088863916323,FALSE
"622",1950,"CA","G",1502507,2183454,3686315,-18.4722955037754,FALSE
"623",1950,"CO","G",210442,239734,450176,-6.50678845607051,FALSE
"624",1950,"CT","G",453646,409053,877827,5.07993032795756,FALSE
"625",1950,"CT","S",431413,430311,877165,0.125632007661044,FALSE
"626",1950,"FL","G",238987,74228,313215,52.6025254218348,FALSE
"627",1950,"GA","G",261290,0,261293,99.9988518636167,FALSE
"628",1950,"IA","G",383766,470613,858523,-10.1158617765628,FALSE
"629",1950,"ID","G",77180,124237,201417,-23.3629733339291,FALSE
"630",1950,"ID","S",97092,104608,201700,-3.72632622706991,FALSE
"631",1950,"IL","G",1657630,1951984,3622673,-8.12532624390885,FALSE
"632",1950,"IN","G",741025,844303,1598724,-6.46002687142997,FALSE
"633",1950,"KS","G",271365,335880,619104,-10.420704760428,FALSE
"634",1950,"KY","G",334249,278368,617113,9.05522975532844,FALSE
"635",1950,"LA","G",220907,30931,251838,75.435796027605,FALSE
"636",1950,"MD","G",283180,326291,615614,-7.00292715890152,FALSE
"637",1950,"MO","G",685732,593139,1279631,7.23591410336261,FALSE
"638",1950,"NC","G",376473,171804,548277,37.3294885614388,FALSE
"639",1950,"NC","S",307841,177753,544924,23.8726868333933,FALSE
"640",1950,"ND","G",60507,126209,186716,-35.1882002613595,FALSE
"641",1950,"NH","G",72473,106142,190573,-17.6672456224124,FALSE
"642",1950,"NV","G",35829,25933,61762,16.0227971892102,FALSE
"643",1950,"NY","G",2632305,2367353,5205387,5.08995776874995,FALSE
"644",1950,"OH","G",1214459,1645643,2860102,-15.0758259670459,FALSE
"645",1950,"OK","G",345953,285224,631177,9.62154831370598,FALSE
"646",1950,"OR","G",116780,376510,503455,-51.58951644139,FALSE
"647",1950,"PA","G",1694076,1820400,3548642,-3.55978427804214,FALSE
"648",1950,"RI","S",184520,114890,299410,23.2557362813533,FALSE
"649",1950,"SC","G",50240,0,50277,99.9264077013346,FALSE
"650",1950,"SD","G",90692,160670,251362,-27.8395302392565,FALSE
"651",1950,"UT","G",121198,142427,264440,-8.02790803206777,FALSE
"652",1950,"VT","G",19608,69543,89171,-55.9991477049713,FALSE
"653",1950,"WA","G",397719,342464,744783,7.41893947633069,FALSE
"654",1950,"WI","G",515539,595283,1116077,-7.14502673202655,FALSE
"655",1952,"AZ","G",125338,132063,257401,-2.61265496249043,FALSE
"656",1952,"CT","G",485066,573854,1093467,-8.11986095602336,FALSE
"657",1952,"CT","S",530505,559465,1093268,-2.64893877804893,FALSE
"658",1952,"DE","G",77685,93020,170705,-8.98333382150494,FALSE
"659",1952,"FL","G",616665,0,616665,100,FALSE
"660",1952,"IN","G",911169,1020605,1946118,-5.62329725124581,FALSE
"661",1952,"KY","S",465652,494576,960228,-3.01220126886531,FALSE
"662",1952,"MA","G",1211984,1141247,2360425,2.99679083215946,FALSE
"663",1952,"MD","G",406370,449823,856193,-5.07514076849495,FALSE
"664",1952,"ME","G",58335,139205,221870,-36.4492720962726,FALSE
"665",1952,"MI","G",1383416,1428352,2821131,-1.59283634825891,FALSE
"666",1952,"MN","G",590011,785649,1387419,-14.1008592213311,FALSE
"667",1952,"MO","G",1259350,982887,2243980,12.3202078449897,FALSE
"668",1952,"MS","G",233919,0,233919,100,FALSE
"669",1952,"MT","G",133109,127360,262297,2.191790222534,FALSE
"670",1952,"ND","G",55347,157907,237995,-43.0933422971071,FALSE
"671",1952,"NE","G",190696,383843,588950,-32.7951439001613,FALSE
"672",1952,"NJ","G",1011187,1286782,2318232,-11.8881544211278,FALSE
"673",1952,"NM","G",75286,61525,239711,5.7406627146856,TRUE
"674",1952,"NV","G",39184,41906,81090,-3.35676408928351,FALSE
"675",1952,"NY","G",2521736,3853934,6970147,-19.1129111050312,FALSE
"676",1952,"OH","G",1563330,1878961,3442291,-9.16921317808401,FALSE
"677",1952,"PA","G",2168546,2331034,4519761,-3.59505734927134,FALSE
"678",1952,"RI","G",225128,185663,410978,9.60270379436369,FALSE
"679",1952,"TN","G",545432,153479,735212,53.3115618352258,FALSE
"680",1952,"TX","G",1425007,469594,1895190,50.4125180061102,FALSE
"681",1952,"UT","G",149598,177435,327033,-8.51198502903377,FALSE
"682",1952,"VA","G",394694,0,537710,73.4027635714419,FALSE
"683",1952,"VT","G",42630,111406,154052,-44.6446654376444,FALSE
"684",1952,"WA","G",595288,460884,1058735,12.6947725351481,FALSE
"685",1952,"WI","G",731402,870444,1605167,-8.66215166397017,FALSE
"686",1952,"WV","G",470019,406554,876573,7.24012717708622,FALSE
"687",1952,"WY","G",62921,67176,130097,-3.27063652505438,FALSE
"688",1954,"AL","G",259348,55110,314459,64.9490076607761,FALSE
"689",1954,"AR","G",291058,0,291058,100,FALSE
"690",1954,"CA","S",1788071,2090836,3929668,-7.70459489198579,FALSE
"691",1954,"CO","G",235686,248502,484188,-2.64690574735433,FALSE
"692",1954,"DE","G",82511,62389,144900,13.8868184955141,FALSE
"693",1954,"GA","G",333917,0,333936,99.9943102870011,FALSE
"694",1954,"IA","G",402712,442409,847355,-4.68481333089437,FALSE
"695",1954,"ID","G",84139,142269,226408,-25.6748878131515,FALSE
"696",1954,"IL","G",1804338,1563683,3368025,7.14528544176483,FALSE
"697",1954,"KS","G",258575,348144,618063,-14.4918883673671,FALSE
"698",1954,"KY","G",434109,362948,797057,8.92796876509459,FALSE
"699",1954,"LA","G",207115,0,207115,100,FALSE
"700",1954,"MA","G",927899,956605,1892710,-1.51666129517993,FALSE
"701",1954,"ME","G",102075,144530,246605,-17.215790434095,FALSE
"702",1954,"MI","G",1088550,1049420,2144840,1.82437850842021,FALSE
"703",1954,"MN","G",642193,479619,1138952,14.2739992554559,FALSE
"704",1954,"MS","G",100848,4678,105526,91.1339385554271,FALSE
"705",1954,"MT","G",114591,112863,227454,0.759714052072067,FALSE
"706",1954,"NC","G",408312,211322,619634,31.7913477956342,FALSE
"707",1954,"NC","S",254804,0,404530,62.987664697303,FALSE
"708",1954,"NE","G",162990,255695,418685,-22.1419444212236,FALSE
"709",1954,"NE","S",165886,239847,408695,-18.0968693035148,FALSE
"710",1954,"NH","G",77386,117150,194536,-20.4404326191553,FALSE
"711",1954,"NH","S",75490,114068,189558,-20.3515546692833,FALSE
"712",1954,"NJ","G",858158,861528,1770557,-0.190335583660961,FALSE
"713",1954,"NM","G",89620,66708,194422,11.7846745738651,FALSE
"714",1954,"NV","S",45043,32470,77513,16.2205049475572,FALSE
"715",1954,"OH","S",1254899,1257874,2512773,-0.118395095776658,FALSE
"716",1954,"OK","G",335127,262013,600120,12.1832300206625,FALSE
"717",1954,"OR","G",285775,283313,569088,0.432622019793072,FALSE
"718",1954,"RI","G",193654,132970,326624,18.5791613598511,FALSE
"719",1954,"SD","G",100674,135071,235745,-14.5907654457146,FALSE
"720",1954,"TN","G",249121,106971,356092,39.9194590162093,FALSE
"721",1954,"TX","G",539319,94131,636475,69.9458737578067,FALSE
"722",1954,"VA","G",243316,0,304630,79.8726323736992,FALSE
"723",1954,"WV","G",325263,268066,593329,9.64001422482299,FALSE
"724",1954,"WY","G",57845,54407,112252,3.06275166589459,FALSE
"725",1956,"AL","G",330182,0,330182,100,FALSE
"726",1956,"AR","G",331679,68016,399695,65.9660491124482,FALSE
"727",1956,"AZ","G",170816,107447,278263,22.7730600187592,FALSE
"728",1956,"CA","G",2445816,2892918,5361467,-8.33917284205983,FALSE
"729",1956,"CO","G",319872,317102,636974,0.434868613161605,FALSE
"730",1956,"CT","G",479460,610829,1113786,-11.7948151619791,FALSE
"731",1956,"FL","G",655418,0,655418,100,FALSE
"732",1956,"GA","G",541094,0,541267,99.9680379553899,FALSE
"733",1956,"IA","G",543156,635499,1178655,-7.83460809142624,FALSE
"734",1956,"ID","G",149096,102781,251877,18.3879433215419,FALSE
"735",1956,"IL","G",1949874,2308261,4264821,-8.40333040941226,FALSE
"736",1956,"IN","G",871781,1084262,1963986,-10.8188653075938,FALSE
"737",1956,"KS","G",333939,477822,825280,-17.4344464908879,FALSE
"738",1956,"KY","G",499922,506903,1006825,-0.693367765003849,FALSE
"739",1956,"KY","S",473140,538505,1011645,-6.46125864310109,FALSE
"740",1956,"LA","G",335564,0,335564,100,FALSE
"741",1956,"MD","G",419108,473059,892167,-6.04718623307071,FALSE
"742",1956,"MO","G",1015936,785048,1800984,12.8201027882535,FALSE
"743",1956,"NC","G",731353,367475,1098828,33.1151008165063,FALSE
"744",1956,"ND","G",87919,155305,244161,-27.5990022976642,FALSE
"745",1956,"NH","G",90519,161424,251943,-28.1432705016611,FALSE
"746",1956,"NV","G",50677,45712,96389,5.15100270777786,FALSE
"747",1956,"OH","G",1864589,1660910,3525499,5.77730982195712,FALSE
"748",1956,"OK","G",459996,371146,831142,10.6901107151365,FALSE
"749",1956,"OR","G",396849,335405,732254,8.39107741302881,FALSE
"750",1956,"PA","G",2268641,2250671,4529874,0.396699775755352,FALSE
"751",1956,"SC","G",230150,49695,279969,64.4553504137958,FALSE
"752",1956,"SC","S",245371,0,245371,100,FALSE
"753",1956,"SD","G",143001,147621,290622,-1.58969382909759,FALSE
"754",1956,"UT","G",152120,178261,330381,-7.91237994921015,FALSE
"755",1956,"VT","G",52184,103101,155289,-32.7885426527314,FALSE
"756",1956,"WA","G",685565,436652,1122217,22.1804695526801,FALSE
"757",1956,"WI","G",627903,892473,1523121,-17.3702548911085,FALSE
"758",1956,"WV","S",373051,432123,805174,-7.33655085733022,FALSE
"759",1957,"TX","S",261089,219591,957645,4.33333855447478,TRUE
"760",1957,"WI","S",435985,312931,772489,15.9295472168536,FALSE
"761",1958,"AZ","G",129030,164593,293623,-12.1117896077623,FALSE
"762",1958,"CA","G",2927693,2204337,5135221,14.0861707801865,FALSE
"763",1958,"CT","G",554841,410622,965463,14.9378070418027,FALSE
"764",1958,"DE","G",72152,82280,154432,-6.55822627434729,FALSE
"765",1958,"FL","G",386113,155956,542069,42.458985848665,FALSE
"766",1958,"IN","G",973636,731635,1724598,14.0323136174343,FALSE
"767",1958,"MA","G",1362926,488318,1862041,46.9703943146257,FALSE
"768",1958,"MD","G",367270,382021,749291,-1.968661040904,FALSE
"769",1958,"ME","G",172842,111522,284364,21.563911043592,FALSE
"770",1958,"MI","G",1216966,1046963,2271644,7.4836990303058,FALSE
"771",1958,"MN","G",608847,536629,1150883,6.27500797213965,FALSE
"772",1958,"MO","G",780083,393847,1173930,32.9011099469304,FALSE
"773",1958,"MS","G",61039,0,61039,100,FALSE
"774",1958,"MT","G",174910,54573,229483,52.4383069769874,FALSE
"775",1958,"NC","S",431492,184977,616469,39.9882232521019,FALSE
"776",1958,"ND","G",84892,117070,204635,-15.7245827937547,FALSE
"777",1958,"NE","G",185152,232227,417379,-11.2787179038715,FALSE
"778",1958,"NJ","G",966832,882287,1881329,4.4938976648954,FALSE
"779",1958,"NM","G",89678,56028,203323,16.5500213945299,FALSE
"780",1958,"NV","G",48732,35760,84492,15.3529328220423,FALSE
"781",1958,"NY","G",2709950,2842942,5601979,-2.37401818178897,FALSE
"782",1958,"OH","G",1652211,1497199,3149410,4.92193775977088,FALSE
"783",1958,"PA","G",1929821,2042586,3988622,-2.82716687617929,FALSE
"784",1958,"RI","G",222166,122353,344519,28.9716967714408,FALSE
"785",1958,"TN","G",317324,76371,401666,59.9883983209931,FALSE
"786",1958,"TX","G",587030,185926,787128,50.9579128172292,FALSE
"787",1958,"UT","G",112827,101471,291311,3.89823933871361,FALSE
"788",1958,"VA","G",317221,0,457640,69.3167118258893,FALSE
"789",1958,"VT","G",59536,64900,124442,-4.31044181224988,FALSE
"790",1958,"WA","G",597040,278271,886822,35.9450938294269,FALSE
"791",1958,"WI","G",682440,510398,1194678,14.4007004397838,FALSE
"792",1958,"WV","G",381745,263172,644917,18.3857767743756,FALSE
"793",1958,"WV","S",374167,256510,630677,18.6556668468963,FALSE
"794",1958,"WY","G",58035,56122,114157,1.67576232732115,FALSE
"795",1959,"HI","S",81203,82844,164704,-0.996332815232174,FALSE
"796",1960,"AL","G",389196,164868,554081,40.4864992663528,FALSE
"797",1960,"CO","G",334854,389428,727633,-7.50020958367749,FALSE
"798",1960,"DE","G",96090,98874,194964,-1.4279559303256,FALSE
"799",1960,"GA","G",576140,0,576495,99.9384209750301,FALSE
"800",1960,"IA","G",595119,642463,1237582,-3.82552428849159,FALSE
"801",1960,"ID","G",139448,152648,292096,-4.51906222611744,FALSE
"802",1960,"IL","G",2530943,2093846,4632796,9.4348423716477,FALSE
"803",1960,"KS","G",388895,485499,888592,-10.8715811080901,FALSE
"804",1960,"KY","G",444290,644087,1088377,-18.3573339017638,FALSE
"805",1960,"LA","G",432228,109698,541926,59.5155058070659,FALSE
