"","year","state","seat_status","dem_votes","rep_votes","total_votes","open_seat","margin","dem_tp","pvi","X","gen_margin","gen_dem_tp","prev_gen_margin","prev2_gen_margin","prev_dem_gen_tp","prev_dem_tp","prev_pvi","incumbent_differential"
"44",2004,"MT","Republican Open Seat",225016,205313,446146,TRUE,4.41626732056322,0.522892949348057,-12.0406968895754,5,-1.32756404221677,0.493314835498195,-3.1354998068249,0.383912664655874,0.50198057468457,0.48010768993651,-5.23418705304853,NA
"45",2004,"NC","Democratic Incumbent",1939154,1495021,3486688,FALSE,12.7379622151451,0.564663711080536,-6.85706719645302,5,-1.32756404221677,0.493314835498195,-3.1354998068249,0.383912664655874,0.50198057468457,0.529288717400297,-6.41174956832189,9.14256383989458
"46",2004,"ND","Republican Incumbent",84877,220803,309873,FALSE,-43.8650673017656,0.277666186862078,-13.3999499723147,5,-1.32756404221677,0.493314835498195,-3.1354998068249,0.383912664655874,0.50198057468457,0.449704387368305,-9.30180894383266,4.07419021220612
"47",2004,"NH","Republican Incumbent",340299,325981,667020,FALSE,2.14656232196936,0.510744731944528,-0.474756399122866,5,-1.32756404221677,0.493314835498195,-3.1354998068249,0.383912664655874,0.484180008856554,0.394640276029281,-0.474756399122866,-8.47921688360439
"48",2004,"UT","Republican Open Seat",380359,531190,919960,TRUE,-16.3953867559459,0.41726665269777,-20.6755738211992,5,-1.32756404221677,0.493314835498195,-3.1354998068249,0.383912664655874,0.50198057468457,0.431135647870426,-16.8526541391614,NA
"49",2004,"VT","Republican Incumbent",117327,181540,309285,FALSE,-20.7617569555588,0.392572615912764,5.99939797570349,5,-1.32756404221677,0.493314835498195,-3.1354998068249,0.383912664655874,0.484180008856554,0.485395595046791,5.99939797570349,-5.87783935667981
"50",2004,"WA","Democratic Open Seat",1373361,1373232,2810058,TRUE,0.00459065257727776,0.500023483639549,2.63066867535731,5,-1.32756404221677,0.493314835498195,-3.1354998068249,0.383912664655874,0.50198057468457,0.595356462938366,2.89427140548953,NA
"51",2004,"WV","Democratic Open Seat",472758,253131,744433,TRUE,29.5025878756047,0.651281394262759,-1.71946201081816,5,-1.32756404221677,0.493314835498195,-3.1354998068249,0.383912664655874,0.50198057468457,0.514979040757957,3.80856490634185,NA
"52",2006,"NJ","Democratic Open Seat",1224551,985271,2290099,TRUE,10.4484565951079,0.554140107212255,5.42494415245471,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.575211656423467,7.27368059618042,NA
"53",2006,"VA","Democratic Open Seat",1025942,912327,1983778,TRUE,5.72720334634218,0.52930836741443,-3.29289205246303,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.525901044719733,-4.75214864903373,NA
"54",2006,"AL","Republican Incumbent",519827,718327,1250401,FALSE,-15.8749073297286,0.419840342962184,-10.725521052506,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.498836975240992,-7.99918687362576,9.46488351206957
"55",2006,"AR","Republican Open Seat",430765,315040,774680,TRUE,14.938426188878,0.577583952909943,-3.55779400721321,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.469682069010048,-1.13888370951881,NA
"56",2006,"AZ","Democratic Incumbent",959830,543528,1533645,FALSE,27.1446129971408,0.638457373426689,-3.93271400550833,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.505272813091959,-3.5325793802834,5.6418598038239
"57",2006,"CA","Republican Incumbent",3376732,4850157,8679416,FALSE,-16.9760845660584,0.410450657593654,6.17592739852762,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.527127645211882,5.07973761269252,-0.784973977159748
"58",2006,"CO","Republican Open Seat",888096,625886,1558387,TRUE,16.8257307074559,0.586596141829956,-2.05208926758978,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.349550279567868,-4.93075152076395,NA
"59",2006,"CT","Republican Incumbent",398220,710048,1123412,FALSE,-27.7572253100376,0.359317421417924,7.11431474179455,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.438914425255782,8.15604746432701,-12.6826058244042
"60",2006,"FL","Republican Open Seat",2178289,2519845,4829270,TRUE,-7.07262174200241,0.463649823525681,-1.04972247461715,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.435213250691145,-0.591289550140633,NA
"61",2006,"GA","Republican Incumbent",811049,1229724,2122258,FALSE,-19.7278087772552,0.397422447278556,-6.91742336889,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.473565235233146,-6.02245530970761,4.96097794736681
"62",2006,"HI","Republican Incumbent",121717,215313,344315,FALSE,-27.1832478980004,0.361145892057087,6.58255509137384,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.476952444671,9.56430261210722,-10.2870590306627
"63",2006,"IA","Democratic Open Seat",569021,467425,1053255,TRUE,9.64590721145402,0.549011718893218,0.632374908987686,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.542042061619099,0.178858828679738,NA
"64",2006,"ID","Republican Open Seat",198845,237437,450832,TRUE,-8.56017319090038,0.455771725627003,-18.8599866923164,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.4257892218004,-19.7126975286291,NA
"65",2006,"IL","Democratic Incumbent",1736731,1369315,3487989,FALSE,10.533748816295,0.559145292761279,6.29566767526781,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.536618245206275,5.65970799035206,-0.415884355379915
"66",2006,"KS","Democratic Incumbent",491992,343581,849693,FALSE,17.4664261091947,0.588807919834652,-11.5353613925509,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.539714763133208,-12.0823447775342,17.6358202051996
"67",2006,"MA","Republican Open Seat",1234984,784342,2219779,TRUE,20.3012101655165,0.61158228042426,14.0986671340452,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.474492641613037,14.3753938898768,NA
"68",2006,"MD","Republican Incumbent",942279,825464,1788316,FALSE,6.53212295813492,0.533040719154312,7.88608386491628,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.480457928877139,7.1361515291187,-7.50835952706024
"69",2006,"MI","Democratic Incumbent",2142513,1608086,3801256,FALSE,14.0592214783745,0.57124555304366,2.79722453055025,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.520333768591356,2.4304854100827,1.18489056339754
"70",2006,"MN","Republican Incumbent",1007460,1028568,2202937,FALSE,-0.958175381320483,0.494816377770836,2.48647551109737,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.451062506968317,1.93308338391012,-5.24483357273385
"71",2006,"NE","Republican Incumbent",145115,435507,593357,FALSE,-48.9405197882556,0.249930247217639,-15.5861836010745,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.286036001962407,-15.3998890646516,-4.41451162476306
"72",2006,"NH","Democratic Incumbent",298760,104288,403679,FALSE,48.1749112537437,0.741251662333022,1.19495597544111,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.493314835498195,0.510744731944528,-0.474756399122866,2.21774604375615
"73",2006,"NM","Democratic Incumbent",384806,174364,559170,FALSE,37.6347085859399,0.688173542929699,0.551919151703952,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.586964547466287,-0.346595630652317,10.6250494916257
"74",2006,"NV","Republican Open Seat",255684,279003,582158,TRUE,-4.00561359630891,0.478193784400967,-0.608216859421402,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.243847486239823,-2.62256882883463,NA
"75",2006,"NY","Republican Open Seat",3086709,1274335,4437220,TRUE,40.8448082357873,0.70779129951452,11.0850419184411,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.404092490646861,12.4528854312369,NA
"76",2006,"OH","Republican Open Seat",2435384,1474285,4022754,TRUE,23.891567816476,0.622913090596672,-0.4044888996756,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.398759353447901,-1.84115924318057,NA
"77",2006,"OK","Democratic Incumbent",616135,310327,926462,FALSE,33.0081535993921,0.66504076799696,-13.6037794949539,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.503859818758292,-10.7872284861577,12.7552094763315
"78",2006,"OR","Democratic Incumbent",699786,589748,1379475,FALSE,7.97680276916943,0.542665800203795,2.48463188636303,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.515093904011455,-0.0263748738295906,3.11776438931973
"79",2006,"PA","Democratic Incumbent",2470517,1622135,4096077,FALSE,20.7120618093849,0.603646975115402,2.32502081114041,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.546226092696287,1.52508758491843,4.67952079905485
"80",2006,"RI","Republican Incumbent",189562,197366,386928,FALSE,-2.0169127072737,0.489915436463632,12.6896015079513,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.452420676030549,15.111317604682,-18.2872508872825
"81",2006,"SC","Republican Incumbent",489076,601868,1091952,FALSE,-10.3293917681363,0.448305320896398,-7.66923053168851,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.470954180606238,-8.29245510166128,6.96987227662969
"82",2006,"SD","Republican Incumbent",121226,206990,335508,FALSE,-25.5624307020995,0.369348234089746,-10.2444566847709,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.424803820911434,-10.5710035709561,4.6333847764441
"83",2006,"TN","Democratic Incumbent",1247491,540853,1818549,FALSE,38.8572427798206,0.697567693911239,-5.04517158394861,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.515541347230783,-2.52706229631119,5.66319613373405
"84",2006,"VT","Republican Incumbent",108090,148014,262524,FALSE,-15.2077524340632,0.422055102614563,9.93002888777455,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.493314835498195,0.392572615912764,5.99939797570349,-16.0736199342466
"85",2006,"WI","Democratic Incumbent",1139115,979427,2161700,FALSE,7.38714900309941,0.537688183665936,1.01680909063422,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.52140827750255,0.189527599838829,3.53329926476078
"86",2006,"WY","Democratic Incumbent",135516,58100,193892,FALSE,39.9273822540383,0.699921494091397,-19.6359142308152,6,6.45402828438529,0.532800629398191,-1.32756404221677,-3.1354998068249,0.484180008856554,0.510436004076349,-18.9852813818538,21.6108809038333
"87",2008,"KY","Republican Incumbent",619552,435773,1055325,FALSE,17.4144457868429,0.587072228934215,-8.59347212846666,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.449639713395167,-7.04015024981849,2.6726380395157
"88",2008,"MS","Republican Incumbent",313232,430807,744039,FALSE,-15.8022630534152,0.420988684732924,-8.74933378176262,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.46556599647122,-8.51401633512259,5.73913243242514
"89",2008,"DE","Democratic Open Seat",266861,126662,395204,TRUE,35.4750964059068,0.678133171377531,5.40283543928364,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.526320712467616,5.83438995421675,NA
"90",2008,"IN","Republican Incumbent",1082463,1563885,2703752,FALSE,-17.8057011145993,0.409040307623941,-8.9746132612465,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.46089642057388,-8.16726128108993,4.92541978865843
"91",2008,"MO","Republican Open Seat",1560588,1110048,2728539,TRUE,16.5121334164547,0.584350693991993,-2.29858210412472,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.469566761558957,-1.77377491634803,NA
"92",2008,"MT","Democratic Incumbent",318670,158268,486734,FALSE,32.9547555749136,0.668158125374787,-10.4449580672721,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.522892949348057,-12.0406968895754,14.9985082745616
"93",2008,"NC","Democratic Open Seat",2146189,2001168,4268941,TRUE,3.39711886390559,0.517483544339202,-5.45328868761377,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.564663711080536,-6.85706719645302,NA
"94",2008,"ND","Republican Incumbent",74279,235009,315692,FALSE,-50.9135486486829,0.240161273634929,-13.2696751959687,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.277666186862078,-13.3999499723147,-8.164914891297
"95",2008,"NH","Democratic Incumbent",479042,188555,682910,FALSE,42.536644653029,0.717561642727574,1.19495597544111,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.532800629398191,0.741251662333022,1.19495597544111,19.650147318042
"96",2008,"UT","Republican Incumbent",186503,734049,945525,FALSE,-57.9092038814415,0.202599092718282,-22.0970161687797,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.41726665269777,-20.6755738211992,13.0707555411568
"97",2008,"VT","Republican Incumbent",69534,170492,319085,FALSE,-31.6398451823182,0.289693616524876,9.93002888777455,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.532800629398191,0.422055102614563,9.93002888777455,-21.0045815661374
"98",2008,"WA","Democratic Incumbent",1598738,1404124,3002862,FALSE,6.48095050655008,0.53240475253275,4.3152855740839,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.500023483639549,2.63066867535731,-1.9598038612219
"99",2008,"WV","Democratic Incumbent",492697,181612,706046,FALSE,44.0601603861505,0.730669470524641,-4.82611191715064,7,8.90449306333129,0.545250617678391,6.45402828438529,-1.32756404221677,0.493314835498195,0.651281394262759,-1.71946201081816,17.5161178872746
"100",2010,"NJ","Democratic Incumbent",1087731,1174445,2423792,FALSE,-3.57761722127971,0.480833940418429,4.30580007231287,8,-5.37520251333299,0.472572413153232,8.90449306333129,6.45402828438529,0.532800629398191,0.554140107212255,5.42494415245471,-3.29099637104829
"101",2010,"VA","Democratic Open Seat",818950,1163651,1985103,TRUE,-17.364388648851,0.413068489322864,-1.08179228475249,8,-5.37520251333299,0.472572413153232,8.90449306333129,6.45402828438529,0.532800629398191,0.52930836741443,-3.29289205246303,NA
"102",2010,"AL","Republican Open Seat",625710,860472,1494273,TRUE,-15.7107837724432,0.421018421700707,-13.8279263142157,8,-5.37520251333299,0.472572413153232,8.90449306333129,6.45402828438529,0.532800629398191,0.419840342962184,-10.725521052506,NA
"103",2010,"AR","Democratic Incumbent",503336,262784,781333,FALSE,30.7873851482019,0.656993682451835,-11.2980339319205,8,-5.37520251333299,0.472572413153232,8.90449306333129,6.45402828438529,0.532800629398191,0.577583952909943,-3.55779400721321,8.0361263583884
"104",2010,"AZ","Republican Incumbent",733935,938934,1728081,FALSE,-11.8628119862437,0.438728316443188,-6.98948320829995,8,-5.37520251333299,0.472572413153232,8.90449306333129,6.45402828438529,0.532800629398191,0.638457373426689,-3.93271400550833,14.4983884083581
"105",2010,"CA","Republican Open Seat",5428149,4127391,10095185,TRUE,12.8849347485955,0.568063029404932,8.03386089592903,8,-5.37520251333299,0.472572413153232,8.90449306333129,6.45402828438529,0.532800629398191,0.410450657593654,6.17592739852762,NA
"106",2010,"CT","Republican Open Seat",567278,560874,1145781,TRUE,0.5589200728586,0.502838270020352,7.37220199542208,8,-5.37520251333299,0.472572413153232,8.90449306333129,6.45402828438529,0.532800629398191,0.359317421417924,7.11431474179455,NA
"107",2010,"FL","Republican Open Seat",2557785,2619335,5359735,TRUE,-1.14837767165727,0.494055575300553,-2.00295458024675,8,-5.37520251333299,0.472572413153232,8.90449306333129,6.45402828438529,0.532800629398191,0.463649823525681,-1.04972247461715,NA
"108",2010,"GA","Republican Open Seat",1107011,1365832,2576161,TRUE,-10.0467711451264,0.447667320569887,-6.49511621817687,8,-5.37520251333299,0.472572413153232,8.90449306333129,6.45402828438529,0.532800629398191,0.397422447278556,-6.91742336889,NA
"109",2010,"HI","Republican Open Seat",222724,157311,382563,TRUE,17.0986216649284,0.586061810096439,15.8903632258121,8,-5.37520251333299,0.472572413153232,8.90449306333129,6.45402828438529,0.532800629398191,0.361145892057087,6.58255509137384,NA
