"","year","state","district","white_pct","black_pct","asian_pct","hispanic_pct","median_income","impoverished_pct","median_age","renting_pct"
"43",2002,"CA",23,0.726535290953768,0.0269651081285782,0.0533202239879068,NA,22420,0.155039963118205,31.8,0.447172944569109
"44",2002,"CA",24,0.762335230963206,0.0161540518855309,0.062572880449318,NA,33014,0.0728949680968937,38.5,0.264883658732281
"45",2002,"CA",25,0.628726331385031,0.0891063317106527,0.0535050444202037,0.349557426070345,24937,0.133374578727145,32,0.298362937757445
"46",2002,"CA",26,0.646505019524906,0.0549159309294389,0.155812163430807,0.270889721727446,32179,0.0718572909544735,38.1,0.272080644611111
"47",2002,"CA",27,0.563635455347776,0.05376311530875,0.126059859245545,0.405920225013359,25705,0.125260565288541,35.5,0.40470765974904
"48",2002,"CA",28,0.5486767986488,0.0324511990992,0.061439645491611,0.583823435934535,20963,0.168544342304002,32.2,0.5177223925684
"49",2002,"CA",29,0.538741355264482,0.0587019277620419,0.255754769881094,0.243498376091725,26195,0.116450118937502,38.5,0.526556851167568
"50",2002,"CA",30,0.809087539817693,0.0238442884574218,0.0952669263137043,0.0846100022684503,41971,0.0818159743633163,39.8,0.425882379252945
"51",2002,"CA",31,0.398117462433775,0.0401466605850475,0.154108442074172,0.705946802843901,15879,0.266484962346059,30.8,0.737634484056482
"52",2002,"CA",32,0.459283357868921,0.0280299420432385,0.19547581024527,0.650385388867491,19459,0.167957385719223,31.3,0.438475556008885
"53",2002,"CA",33,0.351264152886832,0.277688949457654,0.126462828121162,0.374721696207145,21304,0.214940060692016,34.2,0.646287566060011
"54",2002,"CA",34,0.505614482565554,0.0309060935021307,0.0731842359015833,0.797373168683318,16416,0.268051883417836,28.3,0.675003888145821
"55",2002,"CA",35,0.33195146729136,0.299314774790849,0.0574354561596883,0.535426805227396,19657,0.234470195149607,30.2,0.576124462914092
"56",2002,"CA",36,0.615823410392982,0.038004629156248,0.163560422263329,0.291773177540846,33813,0.100468802771297,36.7,0.518448458032392
"57",2002,"CA",37,0.293968149162685,0.226984431486794,0.130707698896716,0.475777273153126,20488,0.215242242139529,30.5,0.526997666730612
"58",2002,"CA",38,0.49719606123878,0.0314552095226681,0.126579383953522,0.734051612659042,20927,0.123836948910911,31.3,0.353118080831656
"59",2002,"CA",39,0.491775309072737,0.0457451306813646,0.101215592464569,0.653989337323213,21965,0.156369663117369,30.4,0.371840893701451
"60",2002,"CA",40,0.56182474069143,0.0208586344731216,0.188457882410798,0.341464182582021,27455,0.080917168191482,34.6,0.383322388247677
"61",2002,"CA",41,0.72035170200874,0.0612420001596923,0.0347817967008652,NA,22716,0.146353940407703,33.3,0.337475860071645
"62",2002,"CA",42,0.632767762620839,0.0169489471842878,0.197079407581969,0.252033616194415,38026,0.0396666853456958,36.2,0.190208049046082
"63",2002,"CA",43,0.617153870593164,0.12608492727789,0.0309402843655196,0.671833924238548,20523,0.187611234040639,27.4,0.351172016678429
"64",2002,"CA",44,0.640330038193375,0.0520425012471174,0.0657072992785409,0.423341913845131,26699,0.0968626778673067,31.3,0.284278328256781
"65",2002,"CA",45,0.627982680616057,0.0641016883246544,0.0372871202845928,0.377094641815593,24159,0.123567446284162,34.1,0.292371011050566
"66",2002,"CA",46,0.659753334007954,0.0190795102251088,0.18459165493746,0.195422389446473,34492,0.0687500191653711,38.5,0.366155181243081
"67",2002,"CA",47,0.464327717711752,0.0199684062165971,0.152897200387197,NA,19806,0.161123565746285,27.8,0.493112113788069
"68",2002,"CA",48,0.718371281606438,0.0136994033340215,0.161477093641059,0.159161429562371,41266,0.0699066159072308,38.8,0.331921258509211
"69",2002,"CA",49,0.621582770456687,0.0357038764208686,0.0511512678519382,NA,26330,0.0870999142597618,32.9,0.30943170917364
"70",2002,"CA",50,0.722129578250423,0.0146146672515826,0.133215575420747,NA,32764,0.0629777257422089,37.2,0.292416816527168
"71",2002,"CA",51,0.556571744889011,0.0655316767775834,0.135357923443839,NA,21485,0.158444809136077,31.5,0.41830464520535
"72",2002,"CA",52,0.790698638308833,0.0565059647076412,0.0710539599175199,NA,31974,0.0889754676511382,35.2,0.333659483951761
"73",2002,"CA",53,0.676911895967176,0.0700972661748674,0.0889542739611006,NA,27068,0.176190425790883,32.1,0.620637222216342
"74",2002,"CO",1,0.729749688022728,0.0963628096540371,0.030052704245546,0.334424700634575,26644,0.153599022913735,34.4,0.415844130844595
"75",2002,"CO",2,0.852485835371318,0.0120198076952288,0.0356933452827609,NA,30662,0.0864581592818191,33.5,0.264587668798323
"76",2002,"CO",3,0.865618144417031,0.00498573728007756,0.00694025815833794,NA,21653,0.14119626621258,37,0.289119937355897
"77",2002,"CO",4,0.897067866789959,0.00472670016201057,0.0129426251785988,NA,24384,0.124244039240873,33.4,0.28078238806922
"78",2002,"CO",5,0.824479519856581,0.0524182548033828,0.0255286644062512,NA,25553,0.111617755953077,34.5,0.299098172181301
"79",2002,"CO",6,0.89136712289647,0.0252000770780221,0.0346573840329273,NA,37360,0.0461359096246328,36.1,0.147905238394282
"80",2002,"CO",7,0.767411815185564,0.0654177845466162,0.0338405247002353,NA,28183,0.121087813104618,34.4,0.326793440932717
"81",2002,"CT",1,0.740687588126297,0.137795200023623,0.0351766955314892,NA,30937,0.09582530507386,39.6,0.298345624875424
"82",2002,"CT",2,0.899468358670408,0.0261566941306027,0.0282168598627841,NA,32041,0.0545202852217939,39.6,0.215804583646434
"83",2002,"CT",3,0.786985676011435,0.124919549176034,0.0301103111763033,NA,30655,0.101110595560611,39,0.29229168849441
"84",2002,"CT",4,0.77207321522742,0.112921976533429,0.0370034994527027,0.150488283702359,33784,0.0751665896068175,39.4,0.238651152278633
"85",2002,"CT",5,0.858681630546956,0.0557404540763674,0.0295464969613576,NA,29527,0.087838263960555,38.8,0.263427359247793
"86",2002,"DE",1,0.735673789102441,0.199187135881708,0.0273349075907631,0.0613471750711897,27911,0.103606580607803,37.9,0.263650656558191
"87",2002,"DC",0,0.323834538882353,0.56772428841547,0.0302183189094538,0.0891077384210996,31643,0.189504152446624,35.9,0.549421685904977
"88",2002,"FL",1,0.797219063130356,0.136865900060374,0.0233944403103242,NA,22689,0.128480656217483,38.8,0.298846970469901
"89",2002,"FL",2,0.750419527078566,0.204458004915671,0.0146252764101734,NA,22091,0.15349682946937,37,0.30928198845819
"90",2002,"FL",3,0.397637993512685,0.515765930387241,0.0168208906495924,NA,19517,0.219529190482456,33.4,0.470093216581149
"91",2002,"FL",4,0.776988198883739,0.15226219361042,0.0311020635051794,0.049037356429768,27715,0.0937448825522261,36.5,0.281082908287824
"92",2002,"FL",5,0.892914282410695,0.0476629159539558,0.0155453698827782,0.0871528558914426,20907,0.113568296444133,43.4,0.174484177505527
"93",2002,"FL",6,0.797358424812685,0.13467433350758,0.0279296044607074,0.0652531799965151,22568,0.129052448161701,38.7,0.25696741592612
"94",2002,"FL",7,0.844672726006781,0.0938693367754099,0.0204167983332351,0.0841710897707127,24431,0.10325292299782,40.6,0.253216234889588
"95",2002,"FL",8,0.777830357881957,0.0897891890400375,0.04005408239287,0.213332965425899,25306,0.101748020198118,36.9,0.331040810132171
"96",2002,"FL",9,0.882940062016846,0.0471981425661459,0.0342111839744673,0.0946294416668877,26128,0.0825066980148187,40.6,0.222334999867366
"97",2002,"FL",10,0.890132612787469,0.0496596277073988,0.030195057981425,NA,24763,0.108159579343295,45,0.258849441751383
"98",2002,"FL",11,0.617536975129837,0.287972834535228,0.0194503983844546,0.239800939508486,21897,0.196822533325274,35.3,0.427956809266759
"99",2002,"FL",12,0.755816398522556,0.145614010817989,0.013189093474622,0.174974753413477,21947,0.126129179520522,37.1,0.282331539557597
"100",2002,"FL",13,0.895123649759202,0.0448485222140796,0.0122816039368391,0.0980860875279717,23988,0.0951309360501857,46.5,0.244910455687441
"101",2002,"FL",14,0.879500895435488,0.0586893631621219,0.0105372872853359,0.137526674620317,25628,0.0884167816826909,44.9,0.269840589089983
"102",2002,"FL",15,0.828475881720474,0.0901282465342366,0.0201493279696275,0.153459767436473,22785,0.119698128017596,42,0.25928802800683
"103",2002,"FL",16,0.856889566423578,0.0701852691140318,0.0140084874953648,0.129832584840619,22685,0.104736791507011,44.1,0.201473637949267
"104",2002,"FL",17,0.315212004195996,0.599969594235067,0.0197470240357572,0.226611125469389,17715,0.238493698405218,32.7,0.427048968484425
"105",2002,"FL",18,0.846757127051922,0.066766260999331,0.00981095301806206,0.651676593938146,19342,0.183568221581845,41.2,0.472149500849071
"106",2002,"FL",19,0.815346930486985,0.0906223073983351,0.0268008613504927,0.164639503383776,25650,0.0767642666463598,44.9,0.221600323782045
"107",2002,"FL",20,0.797982133870888,0.104760616558894,0.0244968424482007,0.271267296722604,29082,0.0892477434630969,39.3,0.277988184269545
"108",2002,"FL",21,0.821444644631561,0.0822031343064111,0.0286130597585773,0.730170706964185,20737,0.136673999159313,38.9,0.32016950386107
"109",2002,"FL",22,0.868841780072427,0.0477588885731732,0.0216025125597761,0.156262658017399,30609,0.0800213410394839,44.6,0.244191670344419
"110",2002,"FL",23,0.344177918365883,0.563146549146705,0.0146785342693471,0.155372113326237,19728,0.220282657832737,32.7,0.449790413432675
"111",2002,"FL",24,0.82600010173905,0.070836501221556,0.029868660385426,0.148566510529304,24407,0.104853090186169,38.3,0.25319549983433
"112",2002,"FL",25,0.788879154178057,0.0874529824445835,0.0153183360231876,0.670483844405652,23355,0.131942953130661,33.9,0.283591449556997
"113",2002,"GA",1,0.726450038538712,0.213602761056866,0.01144459319035,NA,21566,0.16024458819748,34.6,0.308677919346433
"114",2002,"GA",2,0.505081750622061,0.445751835514068,0.00990655414041247,NA,18685,0.215865406133908,34.2,0.412325503906425
"115",2002,"GA",3,0.576505589494794,0.394388663485277,0.00394143771469418,NA,19269,0.224729791444664,35.4,0.331497746331584
"116",2002,"GA",4,0.331275927069816,0.543745820145343,0.0418041330083621,NA,27540,0.147004789973776,34.2,0.428532665514264
"117",2002,"GA",5,0.389043809844975,0.533954170057814,0.0241438905840124,NA,27170,0.213614741845844,34.1,0.531593607024621
"118",2002,"GA",6,0.787761630527048,0.0998699162055889,0.0606389576077496,NA,37459,0.0401228464540395,36.6,0.181362637835685
"119",2002,"GA",7,0.758777851740093,0.125852681329661,0.0615088228373258,NA,32381,0.0654524543254742,34.5,0.155403492391459
"120",2002,"GA",8,0.784539276582165,0.166406568740583,0.0184510192292933,NA,28545,0.0845612244485767,35.4,0.199512838155356
"121",2002,"GA",9,0.824905781801045,0.138725352704244,0.0148300228230862,NA,21943,0.13460210519122,35.8,0.242551173972285
"122",2002,"GA",10,0.858801357961988,0.0385228153652864,0.0103143628538587,NA,24026,0.108162474270897,34.6,0.236646261594803
"123",2002,"GA",11,0.595970235149763,0.308553593948993,0.0140183943920218,NA,21143,0.164694804801963,33.6,0.35843159032844
"124",2002,"GA",12,0.518023052569904,0.432456429723799,0.0168914316850565,NA,19119,0.225900742323606,32,0.410219545940197
"125",2002,"GA",13,0.346363497085046,0.498242157576865,0.0523226904127704,NA,24860,0.147415514706475,31.5,0.389820372157281
"126",2002,"HI",1,0.181576041591356,0.0245979217467318,0.572788158820088,NA,27225,0.0967222488777301,41,0.39712909225946
"127",2002,"HI",2,0.315146846260146,0.0147227472719475,0.273157869657068,NA,26291,0.0993598805533936,35.9,0.344341375859714
"128",2002,"ID",1,0.913757099615686,0.00365540931197497,0.0122409277964834,NA,21445,0.1215127708057,35.8,0.227067986259905
"129",2002,"ID",2,0.92285321977295,0.00491099205369997,0.00926336633063814,NA,20513,0.156032996295562,33.4,0.301736862263628
"130",2002,"IL",1,0.296471160405245,0.624643136858594,0.0196811601525985,NA,21939,0.226418609939112,35.4,0.39459431292792
"131",2002,"IL",2,0.230309721986297,0.68017546839751,0.00605258687741947,NA,24245,0.184812506891486,34.3,0.325222986121666
"132",2002,"IL",3,0.723655819176531,0.0623069439095202,0.0288704410920807,NA,26134,0.122248878205872,35.5,0.240046155583294
"133",2002,"IL",4,0.352703685012246,0.049153559925241,0.0223304611937051,NA,19162,0.223588584904059,28.6,0.53084887853828
"134",2002,"IL",5,0.732778005073235,0.026825955322805,0.0687488748874888,NA,28035,0.101134113411341,36.1,0.373751738810245
"135",2002,"IL",6,0.80684323317171,0.0289216304217488,0.0977244566336962,NA,32321,0.0527531891735667,37,0.190268139625693
"136",2002,"IL",7,0.338845803300471,0.55920382729115,0.0486473944440179,NA,28017,0.215946156183125,34.1,0.504139777587111
"137",2002,"IL",8,0.823651478357043,0.0402988972195185,0.0788983087533986,NA,32982,0.0611856740478621,35.5,0.174723048070169
"138",2002,"IL",9,0.689007353512204,0.0998686687916666,0.130961893240326,NA,30583,0.103974279102116,39.9,0.339202106821802
"139",2002,"IL",10,0.839417074698907,0.0431454451225644,0.073953232930329,NA,36326,0.0507151200117575,38.6,0.164379365558211
"140",2002,"IL",11,0.853400719449265,0.0737708450655664,0.00896869361345117,NA,26065,0.0961990437990599,34.7,0.203663904563791
"141",2002,"IL",12,0.801912173429683,0.161443659175733,0.0100182641149845,NA,21324,0.150354959104264,36.2,0.278068768363376
"142",2002,"IL",13,0.806153258067146,0.0585747718825056,0.0834789070675992,NA,36382,0.0401623119292051,35.8,0.124269402517278
"143",2002,"IL",14,0.847956924074827,0.0456465509220492,0.0290916679293836,NA,27646,0.090354703819785,32.7,0.190151871612264
"144",2002,"IL",15,0.891309108727129,0.0492926568341844,0.0280132787352745,NA,22345,0.137484067250776,35.7,0.267977419217613
"145",2002,"IL",16,0.867648524933845,0.0553409728571876,0.0190959611928139,NA,26769,0.0871125049491695,36.4,0.178573157983188
"146",2002,"IL",17,0.893590442932315,0.0699492581538801,0.00734677330309807,NA,20607,0.153018225205464,38.8,0.25648940255143
"147",2002,"IL",18,0.911209637704988,0.0593530075347671,0.00963990767589645,NA,25011,0.0989164347288412,38.7,0.212400505359612
"148",2002,"IL",19,0.953045424837633,0.0207059209840838,0.00702511042842123,NA,22985,0.104841485092558,39.4,0.187455205054291
"149",2002,"IN",1,0.716835810076115,0.189444515895193,0.00904079318126016,NA,23923,0.140336903272574,36.6,0.270231441967052
"150",2002,"IN",2,0.857563236893824,0.0797014071806913,0.00882041009611675,NA,23381,0.125177202492711,36.1,0.258637723214623
"151",2002,"IN",3,0.87052850386401,0.0565152206505443,0.0128022945049215,NA,25110,0.100706168654803,35.2,0.212563283575604
"152",2002,"IN",4,0.937101524712401,0.0227547788591038,0.016949465902675,NA,25736,0.0923602252154238,34.9,0.226593510052635
"153",2002,"IN",5,0.919126196255316,0.0392047671642383,0.0192022539533469,NA,29931,0.0752098200408727,35.9,0.190293714988657
"154",2002,"IN",6,0.939978012461652,0.0359708143066402,0.00708760314335814,NA,21831,0.120106928224199,38.3,0.214441452037379
"155",2002,"IN",7,0.599823883058351,0.313308837067813,0.0144640040987216,NA,22250,0.18187436457808,34.5,0.410286830455422
"156",2002,"IN",8,0.943852442003662,0.031972744142712,0.00751196517990434,NA,21835,0.136177814949825,38,0.22951159926756
"157",2002,"IN",9,0.944125511985746,0.023064270013177,0.00991846896555827,NA,22496,0.133693346936712,36.2,0.24648934682963
"158",2002,"IA",1,0.926460719616554,0.0380754745711994,0.01058478362103,NA,23045,0.115844773032705,39,0.218179693434353
"159",2002,"IA",2,0.929591749898836,0.0224592262230396,0.0173723816818022,NA,23480,0.135026285214111,37.6,0.245752424022966
"160",2002,"IA",3,0.910727786299211,0.0339225695055613,0.0233800196132666,NA,27559,0.0711827470307694,37.3,0.226959021683556
"161",2002,"IA",4,0.956795681166369,0.00820258739333884,0.0120348419061826,NA,23492,0.108127114354972,39.2,0.236711861697877
"162",2002,"IA",5,0.951973879595034,0.00628824563993036,0.00854497180426057,NA,22484,0.11328978746939,40.4,0.241802251035444
"163",2002,"KS",1,0.883447999328011,0.0151403489586553,0.00510331033673924,NA,20923,0.123414526683815,38.7,0.257907357483719
"164",2002,"KS",2,0.890487727246039,0.0411399152665457,0.0103321044613307,NA,22201,0.1224602367716,36,0.269404177340754
"165",2002,"KS",3,0.815912231234132,0.0937619357882675,0.0340872070817138,NA,29163,0.0938124873621065,34.8,0.264091251207621
"166",2002,"KS",4,0.825049122196391,0.0661963430179547,0.0281822333084933,NA,23265,0.127362216143614,36,0.281489149981482
"167",2002,"KY",1,0.906192726033579,0.0697541267955436,0.00417668241556839,NA,18491,0.167437226965313,39.1,0.258584379422663
"168",2002,"KY",2,0.917465262346411,0.050957667597223,0.00736966098696502,NA,20839,0.153267086927194,36.8,0.248356424650107
"169",2002,"KY",3,0.751476174020235,0.199951828929869,0.0161911643486209,NA,24850,0.131667093025517,38.6,0.305127825375383
"170",2002,"KY",4,0.949970357683947,0.0261052860698298,0.00666737311799933,NA,23248,0.136155606407323,36.8,0.228671136403342
"171",2002,"KY",5,0.97957196115157,0.00554421911184781,0.00527194499464428,NA,14521,0.260674043001358,37.8,0.247274266804699
"172",2002,"KY",6,0.883652673814573,0.0820876222003828,0.0128765766897459,NA,22360,0.158376129637703,36.2,0.324614463796174
"173",2002,"LA",1,0.798822198572814,0.148790302321651,0.0210956780960298,0.053186808502216,22607,0.125870676307099,37.6,0.246767364425708
"174",2002,"LA",2,0.304017190990771,0.645415763643929,0.0260488292313682,NA,18358,0.249598548256922,34.5,0.426725239910235
"175",2002,"LA",3,0.701265471680766,0.257480868330796,0.00727244961721079,NA,19478,0.165999467071402,35.5,0.227342353643315
"176",2002,"LA",4,0.627167001097702,0.335655148797808,0.0092072544332114,NA,19332,0.217032940656893,35.4,0.323660435688432
"177",2002,"LA",5,0.646922284216389,0.329375785812192,0.00469069431613912,NA,17001,0.244736517380415,35.9,0.29458827609897
"178",2002,"LA",6,0.636214620320435,0.329833484234146,0.016418533244105,NA,22782,0.177779002480022,34,0.274773845608786
"179",2002,"LA",7,0.718249674183484,0.252298092492398,0.00835038110659137,NA,17963,0.205991864460329,35.2,0.284585916827929
"180",2002,"ME",1,0.962882374348729,0.00903218079102986,0.0124549504243528,NA,25310,0.106032151615335,41.1,0.255247402211518
"181",2002,"ME",2,0.968414694693302,0.00459485869149303,0.004420930798835,NA,20189,0.14479655180047,41.3,0.240009423729457
"182",2002,"MD",1,0.853667573653325,0.105087422641477,0.0181125521803444,NA,29635,0.0755645777361956,39.7,0.196514252851858
"183",2002,"MD",2,0.608552116999454,0.325890999247355,0.0306061008544738,NA,27781,0.0908974188692611,36.2,0.34604713625832
"184",2002,"MD",3,0.745770437058598,0.169149424249945,0.0384425039674481,0.0448987266559865,33724,0.0791955293816798,36.4,0.269132125424009
"185",2002,"MD",4,0.2806131771399,0.574608724633063,0.0556256386043745,0.114059309262121,34416,0.0797957635406054,35.4,0.337232809391486
"186",2002,"MD",5,0.555094985124486,0.35037845364134,0.0384498338750401,0.0536519004667618,36691,0.0558821853734998,36,0.195127001176979
"187",2002,"MD",6,0.910617222576972,0.0442328323497942,0.0181036908787283,NA,30003,0.0565024292058975,38.3,0.180054083937242
"188",2002,"MD",7,0.341760556049359,0.586864294808658,0.0476757873495568,NA,24473,0.173839094818267,37.5,0.384036002274165
"189",2002,"MD",8,0.591754863537599,0.167023501978376,0.132142790023261,0.154171648145444,37331,0.0550403409427681,37.9,0.318727420709555
"190",2002,"MA",1,0.932894691684276,0.0183333905332503,0.0162300678717872,NA,25864,0.114037023054835,39.2,0.280684895463066
"191",2002,"MA",2,0.834238998630941,0.060997457461373,0.0187130842949345,NA,25925,0.128563270095834,37.7,0.290323489145316
"192",2002,"MA",3,0.879810080898413,0.0375119910258694,0.0432348741215695,NA,30115,0.0961797450871947,37.7,0.277682474510282
"193",2002,"MA",4,0.894343891771526,0.0255508661766456,0.0406590343357085,NA,31796,0.0820385920126238,39.1,0.2680412035022
"194",2002,"MA",5,0.788726623502066,0.0226785525110456,0.0749605847785581,NA,31440,0.102266141545824,37.2,0.272430844202379
"195",2002,"MA",6,0.907284546093401,0.0261691049639047,0.0334871909538108,NA,31760,0.0795678144764582,40.5,0.23644029898422
"196",2002,"MA",7,0.816463598036695,0.0511729586855738,0.0777743610941677,NA,31349,0.0733853229354129,39.7,0.33368284326328
"197",2002,"MA",8,0.564457340132369,0.217247542609469,0.0926419580646148,0.180082042014583,26496,0.2229354049632,32.9,0.662173375404315
"198",2002,"MA",9,0.765394737703523,0.132915867414745,0.0476866976110824,NA,31375,0.0888822693735393,37.4,0.284360740309139
"199",2002,"MA",10,0.923715160923811,0.0152714592059643,0.0340054358131597,NA,31507,0.055364820761538,41.8,0.19280024542866
"200",2002,"MI",1,0.952798049762025,0.00130944549781372,0.00433540997562203,NA,19746,0.135634407769996,42.2,0.181277715435514
"201",2002,"MI",2,0.901783360760106,0.0405280832781075,0.0112467143718773,NA,23325,0.106615933341772,36.1,0.151890213482058
"202",2002,"MI",3,0.840567903069947,0.0813201516390396,0.0183944101687356,NA,24132,0.120300304764736,34.4,0.222125919869174
"203",2002,"MI",4,0.939479089664199,0.0161099261988148,0.0090509458427756,NA,21256,0.135868709024588,38.4,0.194753632496758
"204",2002,"MI",5,0.770094729745264,0.184284928680836,0.00926170451403237,NA,22598,0.166317656891286,36.4,0.237775078216508
"205",2002,"MI",6,0.866558754997162,0.0863910431274393,0.012666361698905,NA,21920,0.156171542835986,37.1,0.246231378734771
"206",2002,"MI",7,0.904752155383302,0.0485542710988202,0.0114637638178624,NA,24628,0.117622883569408,37.8,0.190841935547001
"207",2002,"MI",8,0.897645955032662,0.0478200603916529,0.0253612741087255,NA,28376,0.105072108453221,35.7,0.188262122607058
"208",2002,"MI",9,0.796731669621346,0.0984362925587527,0.0716320438807825,NA,35035,0.0631710532296923,39.7,0.201087928239162
"209",2002,"MI",10,0.940191697428923,0.021460369484968,0.0181236853887026,NA,27184,0.0761650940607023,37.8,0.137291175667266
"210",2002,"MI",11,0.843379258241562,0.0723406564686426,0.0557268555743279,NA,32566,0.0574320802169663,37.8,0.161887800788631
"211",2002,"MI",12,0.780306419670428,0.165719729559768,0.0282078798099034,NA,26690,0.106477237529996,37.7,0.213336169973125
"212",2002,"MI",13,0.316751316906247,0.596974483678446,0.0149271828310453,NA,17919,0.292708515769194,33,0.430262909722877
"213",2002,"MI",14,0.34869205276326,0.611029787401265,0.0106937949463591,NA,21301,0.238864109718238,35.3,0.339245949096816
