"","year","state_po","state_pvi"
"225",2017,"MD",11.8907221200386
"226",2017,"ME",1.68115627401088
"227",2017,"MI",-0.171476453036176
"228",2017,"MN",0.256703077380809
"229",2017,"MO",-9.43645107489982
"230",2017,"MS",-9.3969045813433
"231",2017,"MT",-10.6807896612994
"232",2017,"NC",-2.90097263862353
"233",2017,"ND",-17.1256295984347
"234",2017,"NE",-13.3902077513862
"235",2017,"NH",-0.440165659845686
"236",2017,"NJ",6.22836043531093
"237",2017,"NM",3.07360405219385
"238",2017,"NV",0.466539863835851
"239",2017,"NY",10.5607642532634
"240",2017,"OH",-3.95130205216265
"241",2017,"OK",-19.1147741364104
"242",2017,"OR",4.35286324141896
"243",2017,"PA",-0.872102156135404
"244",2017,"RI",7.97286806317298
"245",2017,"SC",-7.93385456707387
"246",2017,"SD",-14.7003922217773
"247",2017,"TN",-13.5775003016045
"248",2017,"TX",-6.62273774740822
"249",2017,"UT",-14.0599389077779
"250",2017,"VA",1.20555891978881
"251",2017,"VT",12.9109992789216
"252",2017,"WA",6.47334706164138
"253",2017,"WI",-0.706901720458442
"254",2017,"WV",-20.4271848305737
"255",2017,"WY",-23.5081512008161
"256",2021,"AK",-7.56427672318827
"257",2021,"AL",-14.9637631838329
"258",2021,"AR",-15.6728727179819
"259",2021,"AZ",-2.27743323449028
"260",2021,"CA",12.7498703589855
"261",2021,"CO",3.69080094107988
"262",2021,"CT",7.28252829999419
"263",2021,"DE",6.59186244174041
"264",2021,"FL",-3.35921653774639
"265",2021,"GA",-2.50307463043062
"266",2021,"HI",12.9406359601639
"267",2021,"IA",-6.18355527737841
"268",2021,"ID",-17.4603633224396
"269",2021,"IL",6.55352466255928
"270",2021,"IN",-10.3679544849548
"271",2021,"KS",-10.0201361199878
"272",2021,"KY",-15.4053276740827
"273",2021,"LA",-11.3834244240627
"274",2021,"MA",13.8510425810649
"275",2021,"MD",13.8059449229538
"276",2021,"ME",1.77394871485906
"277",2021,"MI",-0.934056308758634
"278",2021,"MN",0.906288944900194
"279",2021,"MO",-10.0512173913785
"280",2021,"MS",-10.3827867719079
"281",2021,"MT",-10.6547840910826
"282",2021,"NC",-2.91244883259597
"283",2021,"ND",-18.9250934383275
"284",2021,"NE",-12.2276489900986
"285",2021,"NH",0.852786626768413
"286",2021,"NJ",5.78946456075727
"287",2021,"NM",3.12387283196496
"288",2021,"NV",-0.751408467663689
"289",2021,"NY",9.43122494473013
"290",2021,"OH",-5.97818245994688
"291",2021,"OK",-18.9065596339141
"292",2021,"OR",5.45450433018524
"293",2021,"PA",-1.60370234166952
"294",2021,"RI",7.79075049425639
"295",2021,"SC",-8.11198001927225
"296",2021,"SD",-15.4857168534193
"297",2021,"TN",-13.9040350726681
"298",2021,"TX",-5.16690108342123
"299",2021,"UT",-11.891364916959
"300",2021,"VA",2.50821829388182
"301",2021,"VT",14.448441250093
"302",2021,"WA",7.21449625638356
"303",2021,"WI",-1.81038057120134
"304",2021,"WV",-21.8198423542671
"305",2021,"WY",-23.8381600436815
