"","state","district","year","pvi"
"3303","NJ",5,2014,-3.81
"3304","NJ",5,2016,-3.81
"3305","NJ",5,2018,-2.14
"3306","NJ",5,2020,-2.14
"3307","NJ",5,2022,3.72
"3308","NJ",5,2024,3.72
"3309","NJ",6,1998,3.12
"3310","NJ",6,2000,3.12
"3311","NJ",6,2002,13.66
"3312","NJ",6,2004,13.66
"3313","NJ",6,2006,9.43
"3314","NJ",6,2008,9.43
"3315","NJ",6,2010,7.61
"3316","NJ",6,2012,5.67
"3317","NJ",6,2014,8.98
"3318","NJ",6,2016,8.98
"3319","NJ",6,2018,7.75
"3320","NJ",6,2020,7.75
"3321","NJ",6,2022,7.95
"3322","NJ",6,2024,7.95
"3323","NJ",7,1998,-2.37
"3324","NJ",7,2000,-2.37
"3325","NJ",7,2002,-0.86
"3326","NJ",7,2004,-0.86
"3327","NJ",7,2006,-1.64
"3328","NJ",7,2008,-1.64
"3329","NJ",7,2010,-3.01
"3330","NJ",7,2012,-5.78
"3331","NJ",7,2014,-5.34
"3332","NJ",7,2016,-5.34
"3333","NJ",7,2018,-1.67
"3334","NJ",7,2020,-1.67
"3335","NJ",7,2022,-1.33
"3336","NJ",7,2024,-1.33
"3337","NJ",8,1998,2.81
"3338","NJ",8,2000,2.81
"3339","NJ",8,2002,12.08
"3340","NJ",8,2004,12.08
"3341","NJ",8,2006,10.61
"3342","NJ",8,2008,10.61
"3343","NJ",8,2010,10.3
"3344","NJ",8,2012,19.92
"3345","NJ",8,2014,25.36
"3346","NJ",8,2016,25.36
"3347","NJ",8,2018,26.84
"3348","NJ",8,2020,26.84
"3349","NJ",8,2022,21.95
"3350","NJ",8,2024,21.95
"3351","NJ",9,1998,5.73
"3352","NJ",9,2000,5.73
"3353","NJ",9,2002,14.8
"3354","NJ",9,2004,14.8
"3355","NJ",9,2006,11.27
"3356","NJ",9,2008,11.27
"3357","NJ",9,2010,8.44
"3358","NJ",9,2012,11.07
"3359","NJ",9,2014,15.45
"3360","NJ",9,2016,15.45
"3361","NJ",9,2018,15.41
"3362","NJ",9,2020,15.41
"3363","NJ",9,2022,8.31
"3364","NJ",9,2024,8.31
"3365","NJ",10,1998,27.58
"3366","NJ",10,2000,27.58
"3367","NJ",10,2002,33.88
"3368","NJ",10,2004,33.88
"3369","NJ",10,2006,33.45
"3370","NJ",10,2008,33.45
"3371","NJ",10,2010,33.5
"3372","NJ",10,2012,31.37
"3373","NJ",10,2014,35.22
"3374","NJ",10,2016,35.22
"3375","NJ",10,2018,35.99
"3376","NJ",10,2020,35.99
"3377","NJ",10,2022,30.01
"3378","NJ",10,2024,30.01
"3379","NJ",11,1998,-11.95
"3380","NJ",11,2000,-11.95
"3381","NJ",11,2002,-5.87
"3382","NJ",11,2004,-5.87
"3383","NJ",11,2006,-6.51
"3384","NJ",11,2008,-6.51
"3385","NJ",11,2010,-7.64
"3386","NJ",11,2012,-5.8
"3387","NJ",11,2014,-5.23
"3388","NJ",11,2016,-5.23
"3389","NJ",11,2018,-2.4
"3390","NJ",11,2020,-2.4
"3391","NJ",11,2022,5.8
"3392","NJ",11,2024,5.8
"3393","NJ",12,1998,-3.57
"3394","NJ",12,2000,-3.57
"3395","NJ",12,2002,8.06
"3396","NJ",12,2004,8.06
"3397","NJ",12,2006,6.32
"3398","NJ",12,2008,6.32
"3399","NJ",12,2010,5.3
"3400","NJ",12,2012,12.55
"3401","NJ",12,2014,14.63
"3402","NJ",12,2016,14.63
"3403","NJ",12,2018,15.86
"3404","NJ",12,2020,15.86
"3405","NJ",12,2022,12.09
"3406","NJ",12,2024,12.09
"3407","NJ",13,1998,13.66
"3408","NJ",13,2000,13.66
"3409","NJ",13,2002,24.07
"3410","NJ",13,2004,24.07
"3411","NJ",13,2006,21.16
"3412","NJ",13,2008,21.16
"3413","NJ",13,2010,21.27
"3414","NM",1,1998,-0.83
"3415","NM",1,2000,-0.83
"3416","NM",1,2002,0.4
"3417","NM",1,2004,0.4
"3418","NM",1,2006,2.26
"3419","NM",1,2008,2.26
"3420","NM",1,2010,5.69
"3421","NM",1,2012,5.89
"3422","NM",1,2014,6.42
"3423","NM",1,2016,6.42
"3424","NM",1,2018,7.88
"3425","NM",1,2020,7.88
"3426","NM",1,2022,4.7
"3427","NM",1,2024,4.7
"3428","NM",2,1998,-3.62
"3429","NM",2,2000,-3.62
"3430","NM",2,2002,-5.84
"3431","NM",2,2004,-5.84
"3432","NM",2,2006,-6.76
"3433","NM",2,2008,-6.76
"3434","NM",2,2010,-5.04
"3435","NM",2,2012,-5.24
"3436","NM",2,2014,-5.26
"3437","NM",2,2016,-5.26
"3438","NM",2,2018,-6.46
"3439","NM",2,2020,-6.46
"3440","NM",2,2022,1.12
"3441","NM",2,2024,1.12
"3442","NM",3,1998,4.62
"3443","NM",3,2000,4.62
"3444","NM",3,2002,4.19
"3445","NM",3,2004,4.19
"3446","NM",3,2006,5.03
"3447","NM",3,2008,5.03
"3448","NM",3,2010,7.32
"3449","NM",3,2012,7.64
"3450","NM",3,2014,7.95
"3451","NM",3,2016,7.95
"3452","NM",3,2018,7.55
"3453","NM",3,2020,7.55
"3454","NM",3,2022,3.59
"3455","NM",3,2024,3.59
"3456","NY",1,1998,-0.72
"3457","NY",1,2000,-0.72
"3458","NY",1,2002,4.27
"3459","NY",1,2004,4.27
"3460","NY",1,2006,1.74
"3461","NY",1,2008,1.74
"3462","NY",1,2010,-1.09
"3463","NY",1,2012,-1.15
"3464","NY",1,2014,-1.72
"3465","NY",1,2016,-1.72
"3466","NY",1,2018,-6.02
"3467","NY",1,2020,-6.02
"3468","NY",1,2022,-2.93
"3469","NY",1,2024,-2.93
"3470","NY",2,1998,1.03
"3471","NY",2,2000,1.03
"3472","NY",2,2002,9.03
"3473","NY",2,2004,9.03
"3474","NY",2,2006,6.04
"3475","NY",2,2008,6.04
"3476","NY",2,2010,3.42
"3477","NY",2,2012,-1.38
"3478","NY",2,2014,-0.3
"3479","NY",2,2016,-0.3
"3480","NY",2,2018,-4.26
"3481","NY",2,2020,-4.26
"3482","NY",2,2022,-3.4
"3483","NY",2,2024,-3.4
"3484","NY",3,1998,0.31
"3485","NY",3,2000,0.31
"3486","NY",3,2002,3.74
"3487","NY",3,2004,3.74
"3488","NY",3,2006,0.07
"3489","NY",3,2008,0.07
"3490","NY",3,2010,-4.81
"3491","NY",3,2012,1.43
"3492","NY",3,2014,-0.44
"3493","NY",3,2016,-0.44
"3494","NY",3,2018,1.39
"3495","NY",3,2020,1.39
"3496","NY",3,2022,1.78
"3497","NY",3,2024,1.78
"3498","NY",4,1998,2.7
"3499","NY",4,2000,2.7
"3500","NY",4,2002,10.89
"3501","NY",4,2004,10.89
"3502","NY",4,2006,7.56
"3503","NY",4,2008,7.56
"3504","NY",4,2010,5.13
"3505","NY",4,2012,2.84
"3506","NY",4,2014,3.72
"3507","NY",4,2016,3.72
"3508","NY",4,2018,3.94
"3509","NY",4,2020,3.94
"3510","NY",4,2022,5.09
"3511","NY",4,2024,5.09
"3512","NY",5,1998,7.95
"3513","NY",5,2000,7.95
"3514","NY",5,2002,19.17
"3515","NY",5,2004,19.17
"3516","NY",5,2006,15.64
"3517","NY",5,2008,15.64
"3518","NY",5,2010,11.1
"3519","NY",5,2012,32.72
"3520","NY",5,2014,36.76
"3521","NY",5,2016,36.76
"3522","NY",5,2018,36.53
"3523","NY",5,2020,36.53
"3524","NY",5,2022,30.42
"3525","NY",5,2024,30.42
"3526","NY",6,1998,30.3
"3527","NY",6,2000,30.3
"3528","NY",6,2002,38.94
"3529","NY",6,2004,38.94
"3530","NY",6,2006,36.89
"3531","NY",6,2008,36.89
"3532","NY",6,2010,35.75
"3533","NY",6,2012,11.33
"3534","NY",6,2014,15.04
"3535","NY",6,2016,15.04
"3536","NY",6,2018,16.07
"3537","NY",6,2020,16.07
"3538","NY",6,2022,14.73
"3539","NY",6,2024,14.73
"3540","NY",7,1998,13.54
"3541","NY",7,2000,13.54
"3542","NY",7,2002,28.04
"3543","NY",7,2004,28.04
"3544","NY",7,2006,26.27
"3545","NY",7,2008,26.27
"3546","NY",7,2010,25.8
"3547","NY",7,2012,31.27
"3548","NY",7,2014,35.98
"3549","NY",7,2016,35.98
"3550","NY",7,2018,38.06
"3551","NY",7,2020,38.06
"3552","NY",7,2022,31.1
"3553","NY",7,2024,31.1
"3554","NY",8,1998,28.05
"3555","NY",8,2000,28.05
"3556","NY",8,2002,30.24
"3557","NY",8,2004,30.24
"3558","NY",8,2006,25.67
"3559","NY",8,2008,25.67
"3560","NY",8,2010,21.52
"3561","NY",8,2012,32.83
"3562","NY",8,2014,36.52
"3563","NY",8,2016,36.52
"3564","NY",8,2018,35.81
"3565","NY",8,2020,35.81
"3566","NY",8,2022,25.83
"3567","NY",8,2024,25.83
"3568","NY",9,1998,12.4
"3569","NY",9,2000,12.4
"3570","NY",9,2002,19.09
"3571","NY",9,2004,19.09
"3572","NY",9,2006,10.3
"3573","NY",9,2008,10.3
"3574","NY",9,2010,3.38
"3575","NY",9,2012,31.12
"3576","NY",9,2014,33.2
"3577","NY",9,2016,33.2
"3578","NY",9,2018,34.11
"3579","NY",9,2020,34.11
"3580","NY",9,2022,25.11
"3581","NY",9,2024,25.11
"3582","NY",10,1998,34.46
"3583","NY",10,2000,34.46
"3584","NY",10,2002,41.68
"3585","NY",10,2004,41.68
"3586","NY",10,2006,38.96
"3587","NY",10,2008,38.96
"3588","NY",10,2010,37.7
"3589","NY",10,2012,23.41
"3590","NY",10,2014,22.67
"3591","NY",10,2016,22.67
"3592","NY",10,2018,27.83
"3593","NY",10,2020,27.83
"3594","NY",10,2022,34.69
"3595","NY",10,2024,34.69
"3596","NY",11,1998,36.49
"3597","NY",11,2000,36.49
"3598","NY",11,2002,40.27
"3599","NY",11,2004,40.27
"3600","NY",11,2006,38.63
"3601","NY",11,2008,38.63
"3602","NY",11,2010,37.42
"3603","NY",11,2012,-4.69
"3604","NY",11,2014,-1.08
"3605","NY",11,2016,-1.08
"3606","NY",11,2018,-4.56
"3607","NY",11,2020,-4.56
"3608","NY",11,2022,-5.89
"3609","NY",11,2024,-5.89
"3610","NY",12,1998,25.62
"3611","NY",12,2000,25.62
"3612","NY",12,2002,33.68
"3613","NY",12,2004,33.68
"3614","NY",12,2006,32.81
"3615","NY",12,2008,32.81
"3616","NY",12,2010,32.96
"3617","NY",12,2012,27.57
"3618","NY",12,2014,26.46
"3619","NY",12,2016,26.46
"3620","NY",12,2018,32.76
"3621","NY",12,2020,32.76
"3622","NY",12,2022,34.23
"3623","NY",12,2024,34.23
"3624","NY",13,1998,-3.79
"3625","NY",13,2000,-3.79
"3626","NY",13,2002,4.02
"3627","NY",13,2004,4.02
"3628","NY",13,2006,-1.88
"3629","NY",13,2008,-1.88
"3630","NY",13,2010,-4.42
"3631","NY",13,2012,40.42
"3632","NY",13,2014,42.62
"3633","NY",13,2016,42.62
"3634","NY",13,2018,43.35
"3635","NY",13,2020,43.35
"3636","NY",13,2022,38.29
"3637","NY",13,2024,38.29
"3638","NY",14,1998,21.08
"3639","NY",14,2000,21.08
"3640","NY",14,2002,24.81
"3641","NY",14,2004,24.81
"3642","NY",14,2006,26.05
"3643","NY",14,2008,26.05
"3644","NY",14,2010,25.51
"3645","NY",14,2012,23.03
"3646","NY",14,2014,27.91
"3647","NY",14,2016,27.91
"3648","NY",14,2018,28.83
"3649","NY",14,2020,28.83
"3650","NY",14,2022,27.94
"3651","NY",14,2024,27.94
"3652","NY",15,1998,37.36
"3653","NY",15,2000,37.36
"3654","NY",15,2002,42.73
"3655","NY",15,2004,42.73
"3656","NY",15,2006,42.1
"3657","NY",15,2008,42.1
"3658","NY",15,2010,40.55
"3659","NY",15,2012,40.97
"3660","NY",15,2014,44.05
"3661","NY",15,2016,44.05
"3662","NY",15,2018,44.2
"3663","NY",15,2020,44.2
"3664","NY",15,2022,34.85
"3665","NY",15,2024,34.85
"3666","NY",16,1998,35.7
"3667","NY",16,2000,35.7
"3668","NY",16,2002,44.18
"3669","NY",16,2004,44.18
"3670","NY",16,2006,41.83
"3671","NY",16,2008,41.83
"3672","NY",16,2010,41.21
"3673","NY",16,2012,19.59
"3674","NY",16,2014,21.66
"3675","NY",16,2016,21.66
"3676","NY",16,2018,24.98
"3677","NY",16,2020,24.98
"3678","NY",16,2022,20.14
"3679","NY",16,2024,20.14
"3680","NY",17,1998,29.84
"3681","NY",17,2000,29.84
"3682","NY",17,2002,21.98
"3683","NY",17,2004,21.98
"3684","NY",17,2006,19.15
"3685","NY",17,2008,19.15
"3686","NY",17,2010,18.52
"3687","NY",17,2012,5.03
"3688","NY",17,2014,5.49
"3689","NY",17,2016,5.49
"3690","NY",17,2018,8.38
"3691","NY",17,2020,8.38
"3692","NY",17,2022,2.88
"3693","NY",17,2024,2.88
"3694","NY",18,1998,4.47
"3695","NY",18,2000,4.47
"3696","NY",18,2002,9.86
"3697","NY",18,2004,9.86
"3698","NY",18,2006,9.25
"3699","NY",18,2008,9.25
"3700","NY",18,2010,8.6
"3701","NY",18,2012,-1.44
"3702","NY",18,2014,-0.1
"3703","NY",18,2016,-0.1
"3704","NY",18,2018,-1.59
"3705","NY",18,2020,-1.59
"3706","NY",18,2022,1.31
"3707","NY",18,2024,1.31
"3708","NY",19,1998,-2.89
"3709","NY",19,2000,-2.89
"3710","NY",19,2002,-1.49
"3711","NY",19,2004,-1.49
"3712","NY",19,2006,-2.63
"3713","NY",19,2008,-2.63
"3714","NY",19,2010,-2.66
"3715","NY",19,2012,0.17
"3716","NY",19,2014,0.98
"3717","NY",19,2016,0.98
"3718","NY",19,2018,-3.24
"3719","NY",19,2020,-3.24
"3720","NY",19,2022,-0.43
"3721","NY",19,2024,-0.43
"3722","NY",20,1998,1.36
"3723","NY",20,2000,1.36
"3724","NY",20,2002,-3.8
"3725","NY",20,2004,-3.8
"3726","NY",20,2006,-2.99
"3727","NY",20,2008,-2.99
"3728","NY",20,2010,-2.3
"3729","NY",20,2012,6.14
"3730","NY",20,2014,7.77
"3731","NY",20,2016,7.77
"3732","NY",20,2018,6.63
"3733","NY",20,2020,6.63
"3734","NY",20,2022,6.94
"3735","NY",20,2024,6.94
"3736","NY",21,1998,7.64
"3737","NY",21,2000,7.64
"3738","NY",21,2002,8.67
"3739","NY",21,2004,8.67
"3740","NY",21,2006,7.64
"3741","NY",21,2008,7.64
"3742","NY",21,2010,5.99
"3743","NY",21,2012,-1.35
"3744","NY",21,2014,0.59
"3745","NY",21,2016,0.59
"3746","NY",21,2018,-6.08
"3747","NY",21,2020,-6.08
"3748","NY",21,2022,-8.82
"3749","NY",21,2024,-8.82
"3750","NY",22,1998,-4.87
"3751","NY",22,2000,-4.87
"3752","NY",22,2002,4.52
"3753","NY",22,2004,4.52
"3754","NY",22,2006,5.37
"3755","NY",22,2008,5.37
"3756","NY",22,2010,6.29
"3757","NY",22,2012,-3.41
"3758","NY",22,2014,-2.58
"3759","NY",22,2016,-2.58
"3760","NY",22,2018,-7.56
"3761","NY",22,2020,-7.56
"3762","NY",22,2022,1.15
"3763","NY",22,2024,1.15
"3764","NY",23,1998,-3.39
"3765","NY",23,2000,-3.39
"3766","NY",23,2002,-1.09
"3767","NY",23,2004,-1.09
"3768","NY",23,2006,-0.94
"3769","NY",23,2008,-0.94
"3770","NY",23,2010,-1
"3771","NY",23,2012,-3.35
"3772","NY",23,2014,-2.76
"3773","NY",23,2016,-2.76
"3774","NY",23,2018,-7.4
"3775","NY",23,2020,-7.4
"3776","NY",23,2022,-11.75
"3777","NY",23,2024,-11.75
"3778","NY",24,1998,-0.34
"3779","NY",24,2000,-0.34
"3780","NY",24,2002,-0.86
"3781","NY",24,2004,-0.86
"3782","NY",24,2006,-1.57
"3783","NY",24,2008,-1.57
"3784","NY",24,2010,-2.32
"3785","NY",24,2012,3.51
"3786","NY",24,2014,5.51
"3787","NY",24,2016,5.51
"3788","NY",24,2018,2.16
"3789","NY",24,2020,2.16
"3790","NY",24,2022,-11.45
"3791","NY",24,2024,-11.45
"3792","NY",25,1998,0.76
"3793","NY",25,2000,0.76
"3794","NY",25,2002,2.67
"3795","NY",25,2004,2.67
"3796","NY",25,2006,2.57
"3797","NY",25,2008,2.57
"3798","NY",25,2010,2.87
"3799","NY",25,2012,5.21
"3800","NY",25,2014,7.39
"3801","NY",25,2016,7.39
"3802","NY",25,2018,7.63
"3803","NY",25,2020,7.63
"3804","NY",25,2022,7.39
"3805","NY",25,2024,7.39
"3806","NY",26,1998,3.36
"3807","NY",26,2000,3.36
"3808","NY",26,2002,-3.55
"3809","NY",26,2004,-3.55
"3810","NY",26,2006,-4.58
"3811","NY",26,2008,-4.58
"3812","NY",26,2010,-6.17
"3813","NY",26,2012,11.63
"3814","NY",26,2014,12.52
"3815","NY",26,2016,12.52
"3816","NY",26,2018,10.15
"3817","NY",26,2020,10.15
"3818","NY",26,2022,9.02
"3819","NY",26,2024,9.02
"3820","NY",27,1998,-7.44
"3821","NY",27,2000,-7.44
"3822","NY",27,2002,6.34
"3823","NY",27,2004,6.34
"3824","NY",27,2006,5.87
"3825","NY",27,2008,5.87
"3826","NY",27,2010,2.54
"3827","NY",27,2012,-7.87
"3828","NY",27,2014,-8.33
"3829","NY",27,2016,-8.33
"3830","NY",27,2018,-12.57
"3831","NY",27,2020,-12.57
"3832","NY",28,1998,2.68
"3833","NY",28,2000,2.68
"3834","NY",28,2002,12.86
"3835","NY",28,2004,12.86
"3836","NY",28,2006,14.4
"3837","NY",28,2008,14.4
"3838","NY",28,2010,15.45
"3839","NY",29,1998,2.46
"3840","NY",29,2000,2.46
"3841","NY",29,2002,-5.82
"3842","NY",29,2004,-5.82
"3843","NY",29,2006,-6.02
"3844","NY",29,2008,-6.02
"3845","NY",29,2010,-5.13
"3846","NY",30,1998,10.63
"3847","NY",30,2000,10.63
"3848","NY",31,1998,-5.54
"3849","NY",31,2000,-5.54
"3850","NC",1,1998,6.46
"3851","NC",1,2000,6.46
"3852","NC",1,2002,7.31
"3853","NC",1,2004,7.31
"3854","NC",1,2006,8.38
"3855","NC",1,2008,8.38
"3856","NC",1,2010,9.45
"3857","NC",1,2012,16.97
"3858","NC",1,2014,20.51
"3859","NC",1,2016,20.51
"3860","NC",1,2018,17.7
"3861","NC",1,2020,17.7
"3862","NC",1,2022,2.05
"3863","NC",1,2024,2.05
"3864","NC",2,1998,-5.09
"3865","NC",2,2000,-5.09
"3866","NC",2,2002,-3.81
"3867","NC",2,2004,-3.81
"3868","NC",2,2006,-3.24
"3869","NC",2,2008,-3.24
"3870","NC",2,2010,-1.35
"3871","NC",2,2012,-10.37
"3872","NC",2,2014,-10.12
"3873","NC",2,2016,-10.12
"3874","NC",2,2018,-7.23
"3875","NC",2,2020,-7.23
"3876","NC",2,2022,11.89
"3877","NC",2,2024,11.89
"3878","NC",3,1998,-11.14
"3879","NC",3,2000,-11.14
"3880","NC",3,2002,-15.07
"3881","NC",3,2004,-15.07
"3882","NC",3,2006,-16.32
"3883","NC",3,2008,-16.32
"3884","NC",3,2010,-16.14
"3885","NC",3,2012,-10.41
"3886","NC",3,2014,-11.35
"3887","NC",3,2016,-11.35
"3888","NC",3,2018,-12.83
"3889","NC",3,2020,-12.83
"3890","NC",3,2022,-14.99
"3891","NC",3,2024,-14.99
"3892","NC",4,1998,0.5
"3893","NC",4,2000,0.5
"3894","NC",4,2002,3.55
"3895","NC",4,2004,3.55
"3896","NC",4,2006,5.96
"3897","NC",4,2008,5.96
"3898","NC",4,2010,8.06
"3899","NC",4,2012,18.17
"3900","NC",4,2014,20.68
"3901","NC",4,2016,20.68
"3902","NC",4,2018,18.36
"3903","NC",4,2020,18.36
"3904","NC",4,2022,15.76
"3905","NC",4,2024,15.76
"3906","NC",5,1998,-12.87
"3907","NC",5,2000,-12.87
"3908","NC",5,2002,-16.97
"3909","NC",5,2004,-16.97
"3910","NC",5,2006,-15.76
"3911","NC",5,2008,-15.76
"3912","NC",5,2010,-15.14
"3913","NC",5,2012,-11.57
"3914","NC",5,2014,-11.58
"3915","NC",5,2016,-11.58
"3916","NC",5,2018,-9.91
"3917","NC",5,2020,-9.91
"3918","NC",5,2022,-13
"3919","NC",5,2024,-13
"3920","NC",6,1998,-7.75
"3921","NC",6,2000,-7.75
"3922","NC",6,2002,-17.99
"3923","NC",6,2004,-17.99
"3924","NC",6,2006,-18.35
"3925","NC",6,2008,-18.35
"3926","NC",6,2010,-17.7
"3927","NC",6,2012,-10.3
"3928","NC",6,2014,-10.45
"3929","NC",6,2016,-10.45
"3930","NC",6,2018,-8.59
"3931","NC",6,2020,-8.59
"3932","NC",6,2022,4.08
"3933","NC",6,2024,4.08
"3934","NC",7,1998,-2.04
"3935","NC",7,2000,-2.04
"3936","NC",7,2002,-2.2
"3937","NC",7,2004,-2.2
"3938","NC",7,2006,-4.21
"3939","NC",7,2008,-4.21
"3940","NC",7,2010,-5.74
"3941","NC",7,2012,-11.35
"3942","NC",7,2014,-11.72
"3943","NC",7,2016,-11.72
"3944","NC",7,2018,-9.89
"3945","NC",7,2020,-9.89
"3946","NC",7,2022,-8.49
"3947","NC",7,2024,-8.49
"3948","NC",8,1998,-3.65
"3949","NC",8,2000,-3.65
"3950","NC",8,2002,-4.32
"3951","NC",8,2004,-4.32
"3952","NC",8,2006,-3.52
"3953","NC",8,2008,-3.52
"3954","NC",8,2010,-1.48
"3955","NC",8,2012,-11.6
"3956","NC",8,2014,-10.88
"3957","NC",8,2016,-10.88
"3958","NC",8,2018,-8.38
"3959","NC",8,2020,-8.38
"3960","NC",8,2022,-19.63
"3961","NC",8,2024,-19.63
"3962","NC",9,1998,-15.55
"3963","NC",9,2000,-15.55
"3964","NC",9,2002,-13.59
"3965","NC",9,2004,-13.59
"3966","NC",9,2006,-12.65
"3967","NC",9,2008,-12.65
"3968","NC",9,2010,-9.78
"3969","NC",9,2012,-8.96
"3970","NC",9,2014,-8.61
"3971","NC",9,2016,-8.61
"3972","NC",9,2018,-7.5
"3973","NC",9,2020,-7.5
"3974","NC",9,2022,-6.08
"3975","NC",9,2024,-6.08
"3976","NC",10,1998,-14.54
"3977","NC",10,2000,-14.54
"3978","NC",10,2002,-15.7
"3979","NC",10,2004,-15.7
"3980","NC",10,2006,-15.84
"3981","NC",10,2008,-15.84
"3982","NC",10,2010,-17.16
"3983","NC",10,2012,-10.98
"3984","NC",10,2014,-10.81
"3985","NC",10,2016,-10.81
"3986","NC",10,2018,-12.98
"3987","NC",10,2020,-12.98
"3988","NC",10,2022,-22.16
"3989","NC",10,2024,-22.16
"3990","NC",11,1998,-6.55
"3991","NC",11,2000,-6.55
"3992","NC",11,2002,-9.71
"3993","NC",11,2004,-9.71
"3994","NC",11,2006,-6.91
"3995","NC",11,2008,-6.91
"3996","NC",11,2010,-6.37
"3997","NC",11,2012,-12.32
"3998","NC",11,2014,-13.38
"3999","NC",11,2016,-13.38
"4000","NC",11,2018,-15.34
"4001","NC",11,2020,-15.34
"4002","NC",11,2022,-7.83
"4003","NC",11,2024,-7.83
"4004","NC",12,1998,3.22
"4005","NC",12,2000,3.22
"4006","NC",12,2002,7.06
"4007","NC",12,2004,7.06
"4008","NC",12,2006,12.27
"4009","NC",12,2008,12.27
"4010","NC",12,2010,16.68
"4011","NC",12,2012,24.1
"4012","NC",12,2014,26.58
"4013","NC",12,2016,26.58
"4014","NC",12,2018,18.91
"4015","NC",12,2020,18.91
"4016","NC",12,2022,12.7
"4017","NC",12,2024,12.7
"4018","ND",1,1998,-10.31
"4019","ND",1,2000,-10.31
"4020","ND",1,2002,-14.99
"4021","ND",1,2004,-14.99
"4022","ND",1,2006,-13.25
"4023","ND",1,2008,-13.25
"4024","ND",1,2010,-9.24
"4025","ND",1,2012,-9.24
"4026","ND",1,2014,-11.08
"4027","ND",1,2016,-11.08
"4028","ND",1,2018,-18.71
"4029","ND",1,2020,-18.71
"4030","ND",1,2022,-19.85
"4031","ND",1,2024,-19.85
"4032","OH",1,1998,-2.69
"4033","OH",1,2000,-2.69
"4034","OH",1,2002,-3.27
"4035","OH",1,2004,-3.27
"4036","OH",1,2006,-0.29
"4037","OH",1,2008,-0.29
"4038","OH",1,2010,1.29
"4039","OH",1,2012,-5.93
"4040","OH",1,2014,-5.3
"4041","OH",1,2016,-5.3
"4042","OH",1,2018,-4.71
"4043","OH",1,2020,-4.71
"4044","OH",1,2022,1.75
"4045","OH",1,2024,1.75
"4046","OH",2,1998,-18.28
"4047","OH",2,2000,-18.28
"4048","OH",2,2002,-14.88
"4049","OH",2,2004,-14.88
"4050","OH",2,2006,-13.26
"4051","OH",2,2008,-13.26
"4052","OH",2,2010,-12.96
"4053","OH",2,2012,-8.65
"4054","OH",2,2014,-7.87
"4055","OH",2,2016,-7.87
"4056","OH",2,2018,-9.05
"4057","OH",2,2020,-9.05
"4058","OH",2,2022,-24.87
"4059","OH",2,2024,-24.87
"4060","OH",3,1998,-1.61
"4061","OH",3,2000,-1.61
"4062","OH",3,2002,-4.05
"4063","OH",3,2004,-4.05
"4064","OH",3,2006,-3.44
"4065","OH",3,2008,-3.44
"4066","OH",3,2010,-5.16
"4067","OH",3,2012,14.26
"4068","OH",3,2014,17.68
"4069","OH",3,2016,17.68
"4070","OH",3,2018,19.1
"4071","OH",3,2020,19.1
"4072","OH",3,2022,19.71
"4073","OH",3,2024,19.71
"4074","OH",4,1998,-13.1
"4075","OH",4,2000,-13.1
"4076","OH",4,2002,-14.42
"4077","OH",4,2004,-14.42
"4078","OH",4,2006,-14.26
"4079","OH",4,2008,-14.26
"4080","OH",4,2010,-14.61
"4081","OH",4,2012,-9.15
"4082","OH",4,2014,-9.12
"4083","OH",4,2016,-9.12
"4084","OH",4,2018,-16.38
"4085","OH",4,2020,-16.38
"4086","OH",4,2022,-20.49
"4087","OH",4,2024,-20.49
"4088","OH",5,1998,-7.55
"4089","OH",5,2000,-7.55
"4090","OH",5,2002,-11.55
"4091","OH",5,2004,-11.55
"4092","OH",5,2006,-10.43
"4093","OH",5,2008,-10.43
"4094","OH",5,2010,-8.26
"4095","OH",5,2012,-7.31
"4096","OH",5,2014,-6.92
"4097","OH",5,2016,-6.92
"4098","OH",5,2018,-12.56
"4099","OH",5,2020,-12.56
"4100","OH",5,2022,-15.48
"4101","OH",5,2024,-15.48
"4102","OH",6,1998,-4.21
"4103","OH",6,2000,-4.21
"4104","OH",6,2002,-1.13
"4105","OH",6,2004,-1.13
"4106","OH",6,2006,0.04
"4107","OH",6,2008,0.04
"4108","OH",6,2010,-3.68
"4109","OH",6,2012,-6.69
"4110","OH",6,2014,-8.27
"4111","OH",6,2016,-8.27
"4112","OH",6,2018,-19.56
"4113","OH",6,2020,-19.56
"4114","OH",6,2022,-16.11
"4115","OH",6,2024,-16.11
"4116","OH",7,1998,-9.77
"4117","OH",7,2000,-9.77
"4118","OH",7,2002,-7.48
"4119","OH",7,2004,-7.48
"4120","OH",7,2006,-6.32
"4121","OH",7,2008,-6.32
"4122","OH",7,2010,-7.67
"4123","OH",7,2012,-5.33
"4124","OH",7,2014,-6.56
"4125","OH",7,2016,-6.56
"4126","OH",7,2018,-14.22
"4127","OH",7,2020,-14.22
"4128","OH",7,2022,-6.98
"4129","OH",7,2024,-6.98
"4130","OH",8,1998,-14.46
"4131","OH",8,2000,-14.46
"4132","OH",8,2002,-13.1
"4133","OH",8,2004,-13.1
"4134","OH",8,2006,-13.26
"4135","OH",8,2008,-13.26
"4136","OH",8,2010,-14.74
"4137","OH",8,2012,-14.32
"4138","OH",8,2014,-14.93
"4139","OH",8,2016,-14.93
"4140","OH",8,2018,-18.08
"4141","OH",8,2020,-18.08
"4142","OH",8,2022,-13.74
"4143","OH",8,2024,-13.74
"4144","OH",9,1998,6.28
"4145","OH",9,2000,6.28
