"","state","district","year","pvi"
"4985","TX",5,2006,-16.17
"4986","TX",5,2008,-16.17
"4987","TX",5,2010,-17.07
"4988","TX",5,2012,-15.61
"4989","TX",5,2014,-16.92
"4990","TX",5,2016,-16.92
"4991","TX",5,2018,-16.12
"4992","TX",5,2020,-16.12
"4993","TX",5,2022,-14.24
"4994","TX",5,2024,-14.24
"4995","TX",6,1998,-19.39
"4996","TX",6,2000,-19.39
"4997","TX",6,2002,-17.15
"4998","TX",6,2004,-17.15
"4999","TX",6,2006,-15.57
"5000","TX",6,2008,-15.57
"5001","TX",6,2010,-14.17
"5002","TX",6,2012,-11.95
"5003","TX",6,2014,-10.79
"5004","TX",6,2016,-10.79
"5005","TX",6,2018,-8.28
"5006","TX",6,2020,-8.28
"5007","TX",6,2022,-15.12
"5008","TX",6,2024,-15.12
"5009","TX",7,1998,-25.09
"5010","TX",7,2000,-25.09
"5011","TX",7,2002,-18.16
"5012","TX",7,2004,-18.16
"5013","TX",7,2006,-14.74
"5014","TX",7,2008,-14.74
"5015","TX",7,2010,-12.62
"5016","TX",7,2012,-13.33
"5017","TX",7,2014,-12.82
"5018","TX",7,2016,-12.82
"5019","TX",7,2018,-3.5
"5020","TX",7,2020,-3.5
"5021","TX",7,2022,13.29
"5022","TX",7,2024,13.29
"5023","TX",8,1998,-25.63
"5024","TX",8,2000,-25.63
"5025","TX",8,2002,-27.93
"5026","TX",8,2004,-27.93
"5027","TX",8,2006,-20.83
"5028","TX",8,2008,-20.83
"5029","TX",8,2010,-26.29
"5030","TX",8,2012,-26.52
"5031","TX",8,2014,-29.29
"5032","TX",8,2016,-29.29
"5033","TX",8,2018,-27.27
"5034","TX",8,2020,-27.27
"5035","TX",8,2022,-16.44
"5036","TX",8,2024,-16.44
"5037","TX",9,1998,-0.91
"5038","TX",9,2000,-0.91
"5039","TX",9,2002,-5.58
"5040","TX",9,2004,-5.58
"5041","TX",9,2006,20.5
"5042","TX",9,2008,20.5
"5043","TX",9,2010,23.07
"5044","TX",9,2012,22.04
"5045","TX",9,2014,25.73
"5046","TX",9,2016,25.73
"5047","TX",9,2018,29.45
"5048","TX",9,2020,29.45
"5049","TX",9,2022,25.68
"5050","TX",9,2024,25.68
"5051","TX",10,1998,4.59
"5052","TX",10,2000,4.59
"5053","TX",10,2002,2.82
"5054","TX",10,2004,2.82
"5055","TX",10,2006,-12.19
"5056","TX",10,2008,-12.19
"5057","TX",10,2010,-9.51
"5058","TX",10,2012,-10.6
"5059","TX",10,2014,-11.89
"5060","TX",10,2016,-11.89
"5061","TX",10,2018,-7.52
"5062","TX",10,2020,-7.52
"5063","TX",10,2022,-12.59
"5064","TX",10,2024,-12.59
"5065","TX",11,1998,-8.23
"5066","TX",11,2000,-8.23
"5067","TX",11,2002,-17.76
"5068","TX",11,2004,-17.76
"5069","TX",11,2006,-26.59
"5070","TX",11,2008,-26.59
"5071","TX",11,2010,-29.09
"5072","TX",11,2012,-29.49
"5073","TX",11,2014,-31.69
"5074","TX",11,2016,-31.69
"5075","TX",11,2018,-31.6
"5076","TX",11,2020,-31.6
"5077","TX",11,2022,-22.83
"5078","TX",11,2024,-22.83
"5079","TX",12,1998,-3.16
"5080","TX",12,2000,-3.16
"5081","TX",12,2002,-16.86
"5082","TX",12,2004,-16.86
"5083","TX",12,2006,-15.4
"5084","TX",12,2008,-15.4
"5085","TX",12,2010,-16.73
"5086","TX",12,2012,-17.64
"5087","TX",12,2014,-19.33
"5088","TX",12,2016,-19.33
"5089","TX",12,2018,-17.63
"5090","TX",12,2020,-17.63
"5091","TX",12,2022,-12.26
"5092","TX",12,2024,-12.26
"5093","TX",13,1998,-10.25
"5094","TX",13,2000,-10.25
"5095","TX",13,2002,-24.89
"5096","TX",13,2004,-24.89
"5097","TX",13,2006,-25.91
"5098","TX",13,2008,-25.91
"5099","TX",13,2010,-29.74
"5100","TX",13,2012,-30.2
"5101","TX",13,2014,-32.71
"5102","TX",13,2016,-32.71
"5103","TX",13,2018,-33.57
"5104","TX",13,2020,-33.57
"5105","TX",13,2022,-26.05
"5106","TX",13,2024,-26.05
"5107","TX",14,1998,-7.72
"5108","TX",14,2000,-7.72
"5109","TX",14,2002,-15.9
"5110","TX",14,2004,-15.9
"5111","TX",14,2006,-15.56
"5112","TX",14,2008,-15.56
"5113","TX",14,2010,-19.28
"5114","TX",14,2012,-9.78
"5115","TX",14,2014,-11.81
"5116","TX",14,2016,-11.81
"5117","TX",14,2018,-11.5
"5118","TX",14,2020,-11.5
"5119","TX",14,2022,-16.52
"5120","TX",14,2024,-16.52
"5121","TX",15,1998,7.69
"5122","TX",15,2000,7.69
"5123","TX",15,2002,4.27
"5124","TX",15,2004,4.27
"5125","TX",15,2006,0.95
"5126","TX",15,2008,0.95
"5127","TX",15,2010,4.72
"5128","TX",15,2012,2.51
"5129","TX",15,2014,5.58
"5130","TX",15,2016,5.58
"5131","TX",15,2018,7.16
"5132","TX",15,2020,7.16
"5133","TX",15,2022,-1.36
"5134","TX",15,2024,-1.36
"5135","TX",16,1998,8.27
"5136","TX",16,2000,8.27
"5137","TX",16,2002,9
"5138","TX",16,2004,9
"5139","TX",16,2006,8.05
"5140","TX",16,2008,8.05
"5141","TX",16,2010,11.33
"5142","TX",16,2012,10.19
"5143","TX",16,2014,12.64
"5144","TX",16,2016,12.64
"5145","TX",16,2018,18.5
"5146","TX",16,2020,18.5
"5147","TX",16,2022,17.06
"5148","TX",16,2024,17.06
"5149","TX",17,1998,-9.72
"5150","TX",17,2000,-9.72
"5151","TX",17,2002,-22.49
"5152","TX",17,2004,-22.49
"5153","TX",17,2006,-18.52
"5154","TX",17,2008,-18.52
"5155","TX",17,2010,-20.72
"5156","TX",17,2012,-12.23
"5157","TX",17,2014,-13.21
"5158","TX",17,2016,-13.21
"5159","TX",17,2018,-11.1
"5160","TX",17,2020,-11.1
"5161","TX",17,2022,-14.32
"5162","TX",17,2024,-14.32
"5163","TX",18,1998,20.39
"5164","TX",18,2000,20.39
"5165","TX",18,2002,24.2
"5166","TX",18,2004,24.2
"5167","TX",18,2006,22.94
"5168","TX",18,2008,22.94
"5169","TX",18,2010,23.82
"5170","TX",18,2012,22.84
"5171","TX",18,2014,24.56
"5172","TX",18,2016,24.56
"5173","TX",18,2018,27.39
"5174","TX",18,2020,27.39
"5175","TX",18,2022,23.16
"5176","TX",18,2024,23.16
"5177","TX",19,1998,-26.39
"5178","TX",19,2000,-26.39
"5179","TX",19,2002,-25.79
"5180","TX",19,2004,-25.79
"5181","TX",19,2006,-25.93
"5182","TX",19,2008,-25.93
"5183","TX",19,2010,-26.16
"5184","TX",19,2012,-25.55
"5185","TX",19,2014,-26.31
"5186","TX",19,2016,-26.31
"5187","TX",19,2018,-26.64
"5188","TX",19,2020,-26.64
"5189","TX",19,2022,-25.92
"5190","TX",19,2024,-25.92
"5191","TX",20,1998,6.33
"5192","TX",20,2000,6.33
"5193","TX",20,2002,6.86
"5194","TX",20,2004,6.86
"5195","TX",20,2006,6.73
"5196","TX",20,2008,6.73
"5197","TX",20,2010,9.37
"5198","TX",20,2012,4.27
"5199","TX",20,2014,7.14
"5200","TX",20,2016,7.14
"5201","TX",20,2018,11.62
"5202","TX",20,2020,11.62
"5203","TX",20,2022,14.88
"5204","TX",20,2024,14.88
"5205","TX",21,1998,-21.96
"5206","TX",21,2000,-21.96
"5207","TX",21,2002,-23.06
"5208","TX",21,2004,-23.06
"5209","TX",21,2006,-15.83
"5210","TX",21,2008,-15.83
"5211","TX",21,2010,-13.27
"5212","TX",21,2012,-11.09
"5213","TX",21,2014,-12.61
"5214","TX",21,2016,-12.61
"5215","TX",21,2018,-8.07
"5216","TX",21,2020,-8.07
"5217","TX",21,2022,-13.16
"5218","TX",21,2024,-13.16
"5219","TX",22,1998,-14.96
"5220","TX",22,2000,-14.96
"5221","TX",22,2002,-18.48
"5222","TX",22,2004,-18.48
"5223","TX",22,2006,-14.21
"5224","TX",22,2008,-14.21
"5225","TX",22,2010,-12.5
"5226","TX",22,2012,-14.91
"5227","TX",22,2014,-14.78
"5228","TX",22,2016,-14.78
"5229","TX",22,2018,-7.62
"5230","TX",22,2020,-7.62
"5231","TX",22,2022,-11.05
"5232","TX",22,2024,-11.05
"5233","TX",23,1998,-2.39
"5234","TX",23,2000,-2.39
"5235","TX",23,2002,-8.87
"5236","TX",23,2004,-8.87
"5237","TX",23,2006,-5.47
"5238","TX",23,2008,-5.47
"5239","TX",23,2010,-3.25
"5240","TX",23,2012,-4.34
"5241","TX",23,2014,-3.33
"5242","TX",23,2016,-3.33
"5243","TX",23,2018,-0.3
"5244","TX",23,2020,-0.3
"5245","TX",23,2022,-5.27
"5246","TX",23,2024,-5.27
"5247","TX",24,1998,1.36
"5248","TX",24,2000,1.36
"5249","TX",24,2002,3.99
"5250","TX",24,2004,3.99
"5251","TX",24,2006,-15.01
"5252","TX",24,2008,-15.01
"5253","TX",24,2010,-10.23
"5254","TX",24,2012,-13.52
"5255","TX",24,2014,-13.2
"5256","TX",24,2016,-13.2
"5257","TX",24,2018,-6.64
"5258","TX",24,2020,-6.64
"5259","TX",24,2022,-9.81
"5260","TX",24,2024,-9.81
"5261","TX",25,1998,-1.53
"5262","TX",25,2000,-1.53
"5263","TX",25,2002,1.34
"5264","TX",25,2004,1.34
"5265","TX",25,2006,2.82
"5266","TX",25,2008,2.82
"5267","TX",25,2010,5.99
"5268","TX",25,2012,-10.48
"5269","TX",25,2014,-12.56
"5270","TX",25,2016,-12.56
"5271","TX",25,2018,-10
"5272","TX",25,2020,-10
"5273","TX",25,2022,-18.66
"5274","TX",25,2024,-18.66
"5275","TX",26,1998,-21.97
"5276","TX",26,2000,-21.97
"5277","TX",26,2002,-23.56
"5278","TX",26,2004,-23.56
"5279","TX",26,2006,-13.19
"5280","TX",26,2008,-13.19
"5281","TX",26,2010,-12.41
"5282","TX",26,2012,-19.09
"5283","TX",26,2014,-20.16
"5284","TX",26,2016,-20.16
"5285","TX",26,2018,-16.46
"5286","TX",26,2020,-16.46
"5287","TX",26,2022,-13.04
"5288","TX",26,2024,-13.04
"5289","TX",27,1998,4.33
"5290","TX",27,2000,4.33
"5291","TX",27,2002,1.06
"5292","TX",27,2004,1.06
"5293","TX",27,2006,-2.8
"5294","TX",27,2008,-2.8
"5295","TX",27,2010,-0.92
"5296","TX",27,2012,-12.86
"5297","TX",27,2014,-13.26
"5298","TX",27,2016,-13.26
"5299","TX",27,2018,-13.3
"5300","TX",27,2020,-13.3
"5301","TX",27,2022,-13.32
"5302","TX",27,2024,-13.32
"5303","TX",28,1998,11.1
"5304","TX",28,2000,11.1
"5305","TX",28,2002,8.89
"5306","TX",28,2004,8.89
"5307","TX",28,2006,-2.12
"5308","TX",28,2008,-2.12
"5309","TX",28,2010,1.17
"5310","TX",28,2012,3.46
"5311","TX",28,2014,7.96
"5312","TX",28,2016,7.96
"5313","TX",28,2018,9.11
"5314","TX",28,2020,9.11
"5315","TX",28,2022,3.2
"5316","TX",28,2024,3.2
"5317","TX",29,1998,7.77
"5318","TX",29,2000,7.77
"5319","TX",29,2002,10.36
"5320","TX",29,2004,10.36
"5321","TX",29,2006,6.94
"5322","TX",29,2008,6.94
"5323","TX",29,2010,7.98
"5324","TX",29,2012,8.61
"5325","TX",29,2014,13.25
"5326","TX",29,2016,13.25
"5327","TX",29,2018,20.57
"5328","TX",29,2020,20.57
"5329","TX",29,2022,18.44
"5330","TX",29,2024,18.44
"5331","TX",30,1998,17.48
"5332","TX",30,2000,17.48
"5333","TX",30,2002,18.86
"5334","TX",30,2004,18.86
"5335","TX",30,2006,25.75
"5336","TX",30,2008,25.75
"5337","TX",30,2010,27.83
"5338","TX",30,2012,24.2
"5339","TX",30,2014,27.46
"5340","TX",30,2016,27.46
"5341","TX",30,2018,29.65
"5342","TX",30,2020,29.65
"5343","TX",30,2022,26.8
"5344","TX",30,2024,26.8
"5345","UT",1,1998,-22.62
"5346","UT",1,2000,-22.62
"5347","UT",1,2002,-21.78
"5348","UT",1,2004,-21.78
"5349","UT",1,2006,-22.86
"5350","UT",1,2008,-22.86
"5351","UT",1,2010,-20.24
"5352","UT",1,2012,-23.98
"5353","UT",1,2014,-29.11
"5354","UT",1,2016,-29.11
"5355","UT",1,2018,-22.84
"5356","UT",1,2020,-22.84
"5357","UT",1,2022,-12.3
"5358","UT",1,2024,-12.3
"5359","UT",2,1998,-8.97
"5360","UT",2,2000,-8.97
"5361","UT",2,2002,-18.78
"5362","UT",2,2004,-18.78
"5363","UT",2,2006,-17.09
"5364","UT",2,2008,-17.09
"5365","UT",2,2010,-13.9
"5366","UT",2,2012,-15.14
"5367","UT",2,2014,-20
"5368","UT",2,2016,-20
"5369","UT",2,2018,-13.07
"5370","UT",2,2020,-13.07
"5371","UT",2,2022,-11.24
"5372","UT",2,2024,-11.24
"5373","UT",3,1998,-21.23
"5374","UT",3,2000,-21.23
"5375","UT",3,2002,-26.23
"5376","UT",3,2004,-26.23
"5377","UT",3,2006,-27.38
"5378","UT",3,2008,-27.38
"5379","UT",3,2010,-24.5
"5380","UT",3,2012,-24.23
"5381","UT",3,2014,-29.84
"5382","UT",3,2016,-29.84
"5383","UT",3,2018,-21.57
"5384","UT",3,2020,-21.57
"5385","UT",3,2022,-13.08
"5386","UT",3,2024,-13.08
"5387","VT",1,1998,7.3
"5388","VT",1,2000,7.3
"5389","VT",1,2002,5.18
"5390","VT",1,2004,5.18
"5391","VT",1,2006,9.95
"5392","VT",1,2008,9.95
"5393","VT",1,2010,14.29
"5394","VT",1,2012,14.29
"5395","VT",1,2014,16.02
"5396","VT",1,2016,16.02
"5397","VT",1,2018,14.63
"5398","VT",1,2020,14.63
"5399","VT",1,2022,15.54
"5400","VT",1,2024,15.54
"5401","VA",1,1998,-11.4
"5402","VA",1,2000,-11.4
"5403","VA",1,2002,-10.07
"5404","VA",1,2004,-10.07
"5405","VA",1,2006,-9.5
"5406","VA",1,2008,-9.5
"5407","VA",1,2010,-6.48
"5408","VA",1,2012,-7.24
"5409","VA",1,2014,-5.9
"5410","VA",1,2016,-5.9
"5411","VA",1,2018,-7.76
"5412","VA",1,2020,-7.76
"5413","VA",1,2022,-6.34
"5414","VA",1,2024,-6.34
"5415","VA",2,1998,-8.54
"5416","VA",2,2000,-8.54
"5417","VA",2,2002,-6.4
"5418","VA",2,2004,-6.4
"5419","VA",2,2006,-6.77
"5420","VA",2,2008,-6.77
"5421","VA",2,2010,-3.75
"5422","VA",2,2012,-3.91
"5423","VA",2,2014,-1.61
"5424","VA",2,2016,-1.61
"5425","VA",2,2018,-2.95
"5426","VA",2,2020,-2.95
"5427","VA",2,2022,-2.05
"5428","VA",2,2024,-2.05
"5429","VA",3,1998,13.04
"5430","VA",3,2000,13.04
"5431","VA",3,2002,16.83
"5432","VA",3,2004,16.83
"5433","VA",3,2006,17.64
"5434","VA",3,2008,17.64
"5435","VA",3,2010,21.27
"5436","VA",3,2012,24.17
"5437","VA",3,2014,27.2
"5438","VA",3,2016,27.2
"5439","VA",3,2018,15.63
"5440","VA",3,2020,15.63
"5441","VA",3,2022,17.04
"5442","VA",3,2024,17.04
"5443","VA",4,1998,-2.32
"5444","VA",4,2000,-2.32
"5445","VA",4,2002,-5.34
"5446","VA",4,2004,-5.34
"5447","VA",4,2006,-5.74
"5448","VA",4,2008,-5.74
"5449","VA",4,2010,-3.66
"5450","VA",4,2012,-5.21
"5451","VA",4,2014,-3.11
"5452","VA",4,2016,-3.11
"5453","VA",4,2018,9.96
"5454","VA",4,2020,9.96
"5455","VA",4,2022,15.75
"5456","VA",4,2024,15.75
"5457","VA",5,1998,-7.54
"5458","VA",5,2000,-7.54
"5459","VA",5,2002,-7.43
"5460","VA",5,2004,-7.43
"5461","VA",5,2006,-5.82
"5462","VA",5,2008,-5.82
"5463","VA",5,2010,-4.96
"5464","VA",5,2012,-5.4
"5465","VA",5,2014,-5.33
"5466","VA",5,2016,-5.33
"5467","VA",5,2018,-6.52
"5468","VA",5,2020,-6.52
"5469","VA",5,2022,-6.62
"5470","VA",5,2024,-6.62
"5471","VA",6,1998,-10.57
"5472","VA",6,2000,-10.57
"5473","VA",6,2002,-11.82
"5474","VA",6,2004,-11.82
"5475","VA",6,2006,-12.36
"5476","VA",6,2008,-12.36
"5477","VA",6,2010,-11.63
"5478","VA",6,2012,-11.6
"5479","VA",6,2014,-11.68
"5480","VA",6,2016,-11.68
"5481","VA",6,2018,-13.62
"5482","VA",6,2020,-13.62
"5483","VA",6,2022,-13.83
"5484","VA",6,2024,-13.83
"5485","VA",7,1998,-19.2
"5486","VA",7,2000,-19.2
"5487","VA",7,2002,-12.3
"5488","VA",7,2004,-12.3
"5489","VA",7,2006,-10.73
"5490","VA",7,2008,-10.73
"5491","VA",7,2010,-8.07
"5492","VA",7,2012,-10.39
"5493","VA",7,2014,-9.68
"5494","VA",7,2016,-9.68
"5495","VA",7,2018,-5.26
"5496","VA",7,2020,-5.26
"5497","VA",7,2022,0.88
"5498","VA",7,2024,0.88
"5499","VA",8,1998,3.34
"5500","VA",8,2000,3.34
"5501","VA",8,2002,9.78
"5502","VA",8,2004,9.78
"5503","VA",8,2006,14.25
"5504","VA",8,2008,14.25
"5505","VA",8,2010,16.19
"5506","VA",8,2012,15.26
"5507","VA",8,2014,16.34
"5508","VA",8,2016,16.34
"5509","VA",8,2018,24.23
"5510","VA",8,2020,24.23
"5511","VA",8,2022,26.27
"5512","VA",8,2024,26.27
"5513","VA",9,1998,-2.87
"5514","VA",9,2000,-2.87
"5515","VA",9,2002,-6.54
"5516","VA",9,2004,-6.54
"5517","VA",9,2006,-8.36
"5518","VA",9,2008,-8.36
"5519","VA",9,2010,-12.3
"5520","VA",9,2012,-11.89
"5521","VA",9,2014,-15.48
"5522","VA",9,2016,-15.48
"5523","VA",9,2018,-21.11
"5524","VA",9,2020,-21.11
"5525","VA",9,2022,-23.32
"5526","VA",9,2024,-23.32
"5527","VA",10,1998,-13.7
"5528","VA",10,2000,-13.7
"5529","VA",10,2002,-7.87
"5530","VA",10,2004,-7.87
"5531","VA",10,2006,-5.21
"5532","VA",10,2008,-5.21
"5533","VA",10,2010,-1.25
"5534","VA",10,2012,-3.25
"5535","VA",10,2014,-2.47
"5536","VA",10,2016,-2.47
"5537","VA",10,2018,2.48
"5538","VA",10,2020,2.48
"5539","VA",10,2022,5.92
"5540","VA",10,2024,5.92
"5541","VA",11,1998,-4.13
"5542","VA",11,2000,-4.13
"5543","VA",11,2002,-3.53
"5544","VA",11,2004,-3.53
"5545","VA",11,2006,-0.19
"5546","VA",11,2008,-0.19
"5547","VA",11,2010,3.12
"5548","VA",11,2012,8.19
"5549","VA",11,2014,10.72
"5550","VA",11,2016,10.72
"5551","VA",11,2018,17.64
"5552","VA",11,2020,17.64
"5553","VA",11,2022,18.29
"5554","VA",11,2024,18.29
"5555","WA",1,1998,2.74
"5556","WA",1,2000,2.74
"5557","WA",1,2002,5.25
"5558","WA",1,2004,5.25
"5559","WA",1,2006,7.48
"5560","WA",1,2008,7.48
"5561","WA",1,2010,9.41
"5562","WA",1,2012,3.33
"5563","WA",1,2014,3.58
"5564","WA",1,2016,3.58
"5565","WA",1,2018,6.74
"5566","WA",1,2020,6.74
"5567","WA",1,2022,13.31
"5568","WA",1,2024,13.31
"5569","WA",2,1998,0.08
"5570","WA",2,2000,0.08
"5571","WA",2,2002,0.53
"5572","WA",2,2004,0.53
"5573","WA",2,2006,2.54
"5574","WA",2,2008,2.54
"5575","WA",2,2010,3.36
"5576","WA",2,2012,7.79
"5577","WA",2,2014,8.71
"5578","WA",2,2016,8.71
"5579","WA",2,2018,10.43
"5580","WA",2,2020,10.43
"5581","WA",2,2022,9.29
"5582","WA",2,2024,9.29
"5583","WA",3,1998,1.54
"5584","WA",3,2000,1.54
"5585","WA",3,2002,-1.16
"5586","WA",3,2004,-1.16
"5587","WA",3,2006,-0.07
"5588","WA",3,2008,-0.07
"5589","WA",3,2010,0.56
"5590","WA",3,2012,-1.85
"5591","WA",3,2014,-2.54
"5592","WA",3,2016,-2.54
"5593","WA",3,2018,-4.54
"5594","WA",3,2020,-4.54
"5595","WA",3,2022,-4.62
"5596","WA",3,2024,-4.62
"5597","WA",4,1998,-9.32
"5598","WA",4,2000,-9.32
"5599","WA",4,2002,-14.57
"5600","WA",4,2004,-14.57
"5601","WA",4,2006,-13.23
"5602","WA",4,2008,-13.23
"5603","WA",4,2010,-12.64
"5604","WA",4,2012,-13.75
"5605","WA",4,2014,-13.29
"5606","WA",4,2016,-13.29
"5607","WA",4,2018,-13.34
"5608","WA",4,2020,-13.34
"5609","WA",4,2022,-11.41
"5610","WA",4,2024,-11.41
"5611","WA",5,1998,-2.98
"5612","WA",5,2000,-2.98
"5613","WA",5,2002,-8.72
"5614","WA",5,2004,-8.72
"5615","WA",5,2006,-7.42
"5616","WA",5,2008,-7.42
"5617","WA",5,2010,-6.67
"5618","WA",5,2012,-6.32
"5619","WA",5,2014,-6.81
"5620","WA",5,2016,-6.81
"5621","WA",5,2018,-7.94
"5622","WA",5,2020,-7.94
"5623","WA",5,2022,-7.74
"5624","WA",5,2024,-7.74
"5625","WA",6,1998,3.59
"5626","WA",6,2000,3.59
"5627","WA",6,2002,4.42
"5628","WA",6,2004,4.42
"5629","WA",6,2006,5.18
"5630","WA",6,2008,5.18
"5631","WA",6,2010,5.08
"5632","WA",6,2012,4.73
"5633","WA",6,2014,5.43
"5634","WA",6,2016,5.43
"5635","WA",6,2018,5.68
"5636","WA",6,2020,5.68
"5637","WA",6,2022,6.31
"5638","WA",6,2024,6.31
"5639","WA",7,1998,23.21
"5640","WA",7,2000,23.21
"5641","WA",7,2002,27.34
"5642","WA",7,2004,27.34
"5643","WA",7,2006,30.58
"5644","WA",7,2008,30.58
"5645","WA",7,2010,31.26
"5646","WA",7,2012,28.07
"5647","WA",7,2014,29.08
"5648","WA",7,2016,29.08
"5649","WA",7,2018,34.3
"5650","WA",7,2020,34.3
"5651","WA",7,2022,36.5
"5652","WA",7,2024,36.5
"5653","WA",8,1998,-1.21
"5654","WA",8,2000,-1.21
"5655","WA",8,2002,0.42
"5656","WA",8,2004,0.42
"5657","WA",8,2006,2.05
"5658","WA",8,2008,2.05
"5659","WA",8,2010,3.51
"5660","WA",8,2012,-1.49
"5661","WA",8,2014,-1.2
"5662","WA",8,2016,-1.2
"5663","WA",8,2018,0.1
"5664","WA",8,2020,0.1
"5665","WA",8,2022,1.05
"5666","WA",8,2024,1.05
"5667","WA",9,1998,3.72
"5668","WA",9,2000,3.72
"5669","WA",9,2002,4.79
"5670","WA",9,2004,4.79
"5671","WA",9,2006,4.89
"5672","WA",9,2008,4.89
"5673","WA",9,2010,5.06
"5674","WA",9,2012,15.63
"5675","WA",9,2014,17.34
"5676","WA",9,2016,17.34
"5677","WA",9,2018,22.44
"5678","WA",9,2020,22.44
"5679","WA",9,2022,21.11
"5680","WA",9,2024,21.11
"5681","WV",1,1998,2.25
"5682","WV",1,2000,2.25
"5683","WV",1,2002,-6.03
"5684","WV",1,2004,-6.03
"5685","WV",1,2006,-6.7
"5686","WV",1,2008,-6.7
"5687","WV",1,2010,-10.29
"5688","WV",1,2012,-10.28
"5689","WV",1,2014,-14.55
"5690","WV",1,2016,-14.55
"5691","WV",1,2018,-21.27
"5692","WV",1,2020,-21.27
"5693","WV",1,2022,-23.23
"5694","WV",1,2024,-23.23
"5695","WV",2,1998,-0.15
"5696","WV",2,2000,-0.15
"5697","WV",2,2002,-5.45
"5698","WV",2,2004,-5.45
"5699","WV",2,2006,-5.92
"5700","WV",2,2008,-5.92
"5701","WV",2,2010,-8.43
"5702","WV",2,2012,-8.46
"5703","WV",2,2014,-12.2
"5704","WV",2,2016,-12.2
"5705","WV",2,2018,-18.5
"5706","WV",2,2020,-18.5
"5707","WV",2,2022,-21.52
"5708","WV",2,2024,-21.52
"5709","WV",3,1998,9.42
"5710","WV",3,2000,9.42
"5711","WV",3,2002,1.45
"5712","WV",3,2004,1.45
"5713","WV",3,2006,-1.41
"5714","WV",3,2008,-1.41
"5715","WV",3,2010,-8.51
"5716","WV",3,2012,-8.5
"5717","WV",3,2014,-16.46
"5718","WV",3,2016,-16.46
"5719","WV",3,2018,-24.73
"5720","WV",3,2020,-24.73
"5721","WI",1,1998,0.91
"5722","WI",1,2000,0.91
"5723","WI",1,2002,-3.34
"5724","WI",1,2004,-3.34
"5725","WI",1,2006,-2.71
"5726","WI",1,2008,-2.71
"5727","WI",1,2010,-1.89
"5728","WI",1,2012,-2.55
"5729","WI",1,2014,-3.65
"5730","WI",1,2016,-3.65
"5731","WI",1,2018,-5.96
"5732","WI",1,2020,-5.96
"5733","WI",1,2022,-3.1
"5734","WI",1,2024,-3.1
"5735","WI",2,1998,7.48
"5736","WI",2,2000,7.48
"5737","WI",2,2002,11.39
"5738","WI",2,2004,11.39
"5739","WI",2,2006,13.05
"5740","WI",2,2008,13.05
"5741","WI",2,2010,15.52
"5742","WI",2,2012,16.68
"5743","WI",2,2014,17.23
"5744","WI",2,2016,17.23
"5745","WI",2,2018,18.03
"5746","WI",2,2020,18.03
"5747","WI",2,2022,18.93
"5748","WI",2,2024,18.93
"5749","WI",3,1998,3.69
"5750","WI",3,2000,3.69
"5751","WI",3,2002,1.54
"5752","WI",3,2004,1.54
"5753","WI",3,2006,2.73
"5754","WI",3,2008,2.73
"5755","WI",3,2010,4.47
"5756","WI",3,2012,6.07
"5757","WI",3,2014,4.36
"5758","WI",3,2016,4.36
"5759","WI",3,2018,-1.72
"5760","WI",3,2020,-1.72
"5761","WI",3,2022,-4.36
"5762","WI",3,2024,-4.36
"5763","WI",4,1998,-1.04
"5764","WI",4,2000,-1.04
"5765","WI",4,2002,18.16
"5766","WI",4,2004,18.16
"5767","WI",4,2006,20.48
"5768","WI",4,2008,20.48
"5769","WI",4,2010,22.16
"5770","WI",4,2012,21.12
"5771","WI",4,2014,23.39
"5772","WI",4,2016,23.39
"5773","WI",4,2018,25.6
"5774","WI",4,2020,25.6
"5775","WI",4,2022,24.76
"5776","WI",4,2024,24.76
"5777","WI",5,1998,12.17
"5778","WI",5,2000,12.17
"5779","WI",5,2002,-14.05
"5780","WI",5,2004,-14.05
"5781","WI",5,2006,-12.78
"5782","WI",5,2008,-12.78
"5783","WI",5,2010,-12.09
"5784","WI",5,2012,-11.64
"5785","WI",5,2014,-13.27
"5786","WI",5,2016,-13.27
"5787","WI",5,2018,-12.27
"5788","WI",5,2020,-12.27
"5789","WI",5,2022,-14.29
"5790","WI",5,2024,-14.29
"5791","WI",6,1998,-5.47
"5792","WI",6,2000,-5.47
"5793","WI",6,2002,-6.04
"5794","WI",6,2004,-6.04
"5795","WI",6,2006,-5.87
"5796","WI",6,2008,-5.87
"5797","WI",6,2010,-3.77
"5798","WI",6,2012,-4.2
"5799","WI",6,2014,-5.15
"5800","WI",6,2016,-5.15
"5801","WI",6,2018,-8.93
"5802","WI",6,2020,-8.93
"5803","WI",6,2022,-10.24
"5804","WI",6,2024,-10.24
"5805","WI",7,1998,2.51
"5806","WI",7,2000,2.51
"5807","WI",7,2002,0.08
"5808","WI",7,2004,0.08
"5809","WI",7,2006,1.48
"5810","WI",7,2008,1.48
"5811","WI",7,2010,2.82
"5812","WI",7,2012,0.14
"5813","WI",7,2014,-2.57
"5814","WI",7,2016,-2.57
"5815","WI",7,2018,-9.78
"5816","WI",7,2020,-9.78
"5817","WI",7,2022,-12.27
"5818","WI",7,2024,-12.27
"5819","WI",8,1998,-4.75
"5820","WI",8,2000,-4.75
"5821","WI",8,2002,-4.83
"5822","WI",8,2004,-4.83
"5823","WI",8,2006,-4.33
"5824","WI",8,2008,-4.33
"5825","WI",8,2010,-0.59
"5826","WI",8,2012,-0.6
