"","year","State","final_rating","race","special","District"
"86",2006,"NJ","Toss-up","Senate",FALSE,0
"87",2006,"NM","Safe D","Senate",FALSE,0
"88",2006,"NY","Safe D","Senate",FALSE,0
"89",2006,"ND","Safe D","Senate",FALSE,0
"90",2006,"OH","Likely D","Senate",FALSE,0
"91",2006,"PA","Safe D","Senate",FALSE,0
"92",2006,"RI","Leans D","Senate",FALSE,0
"93",2006,"TN","Toss-up","Senate",FALSE,0
"94",2006,"TX","Safe R","Senate",FALSE,0
"95",2006,"UT","Safe R","Senate",FALSE,0
"96",2006,"VT","Safe D","Senate",FALSE,0
"97",2006,"VA","Toss-up","Senate",FALSE,0
"98",2006,"WA","Likely D","Senate",FALSE,0
"99",2006,"WV","Safe D","Senate",FALSE,0
"100",2006,"WI","Safe D","Senate",FALSE,0
"101",2006,"WY","Safe R","Senate",FALSE,0
"102",2008,"AK","Toss-up","Senate",FALSE,0
"103",2008,"AL","Safe R","Senate",FALSE,0
"104",2008,"AR","Safe D","Senate",FALSE,0
"105",2008,"CO","Likely D","Senate",FALSE,0
"106",2008,"DE","Safe D","Senate",FALSE,0
"107",2008,"GA","Leans R","Senate",FALSE,0
"108",2008,"IA","Safe D","Senate",FALSE,0
"109",2008,"ID","Safe R","Senate",FALSE,0
"110",2008,"IL","Safe D","Senate",FALSE,0
"111",2008,"KS","Safe R","Senate",FALSE,0
"112",2008,"KY","Leans R","Senate",FALSE,0
"113",2008,"LA","Likely D","Senate",FALSE,0
"114",2008,"MA","Safe D","Senate",FALSE,0
"115",2008,"ME","Leans R","Senate",FALSE,0
"116",2008,"MI","Safe D","Senate",FALSE,0
"117",2008,"MN","Toss-up","Senate",FALSE,0
"118",2008,"MS","Safe R","Senate",FALSE,0
"119",2008,"MS","Toss-up","Senate",TRUE,0
"120",2008,"MT","Safe D","Senate",FALSE,0
"121",2008,"NC","Leans D","Senate",FALSE,0
"122",2008,"NE","Safe R","Senate",FALSE,0
"123",2008,"NH","Leans D","Senate",FALSE,0
"124",2008,"NJ","Safe D","Senate",FALSE,0
"125",2008,"NM","Likely D","Senate",FALSE,0
"126",2008,"OK","Safe R","Senate",FALSE,0
"127",2008,"OR","Leans D","Senate",FALSE,0
"128",2008,"RI","Safe D","Senate",FALSE,0
"129",2008,"SC","Safe R","Senate",FALSE,0
"130",2008,"SD","Safe D","Senate",FALSE,0
"131",2008,"TN","Safe R","Senate",FALSE,0
"132",2008,"TX","Safe R","Senate",FALSE,0
"133",2008,"VA","Safe D","Senate",FALSE,0
"134",2008,"WV","Safe D","Senate",FALSE,0
"135",2008,"WY","Safe R","Senate",FALSE,0
"136",2008,"WY","Safe R","Senate",TRUE,0
"137",2010,"AL","Safe R","Senate",FALSE,0
"138",2010,"AK","Likely R","Senate",FALSE,0
"139",2010,"AZ","Safe R","Senate",FALSE,0
"140",2010,"AR","Safe R","Senate",FALSE,0
"141",2010,"CA","Leans D","Senate",FALSE,0
"142",2010,"CO","Leans R","Senate",FALSE,0
"143",2010,"CT","Leans D","Senate",FALSE,0
"144",2010,"DE","Likely D","Senate",FALSE,0
"145",2010,"FL","Likely R","Senate",FALSE,0
"146",2010,"GA","Safe R","Senate",FALSE,0
"147",2010,"HI","Safe D","Senate",FALSE,0
"148",2010,"ID","Safe R","Senate",FALSE,0
"149",2010,"IL","Leans R","Senate",FALSE,0
"150",2010,"IN","Likely R","Senate",FALSE,0
"151",2010,"IA","Safe R","Senate",FALSE,0
"152",2010,"KS","Safe R","Senate",FALSE,0
"153",2010,"KY","Leans R","Senate",FALSE,0
"154",2010,"LA","Likely R","Senate",FALSE,0
"155",2010,"MD","Safe D","Senate",FALSE,0
"156",2010,"MO","Likely R","Senate",FALSE,0
"157",2010,"NV","Leans R","Senate",FALSE,0
"158",2010,"NH","Likely R","Senate",FALSE,0
"159",2010,"NY","Safe D","Senate",FALSE,0
"160",2010,"NY","Safe D","Senate",TRUE,0
"161",2010,"NC","Likely R","Senate",FALSE,0
"162",2010,"ND","Safe R","Senate",FALSE,0
"163",2010,"OH","Likely R","Senate",FALSE,0
"164",2010,"OK","Safe R","Senate",FALSE,0
"165",2010,"OR","Safe D","Senate",FALSE,0
"166",2010,"PA","Leans R","Senate",FALSE,0
"167",2010,"SC","Safe R","Senate",FALSE,0
"168",2010,"SD","Safe R","Senate",FALSE,0
"169",2010,"UT","Safe R","Senate",FALSE,0
"170",2010,"VT","Safe D","Senate",FALSE,0
"171",2010,"WA","Leans D","Senate",FALSE,0
"172",2010,"WV","Leans D","Senate",FALSE,0
"173",2010,"WI","Leans R","Senate",FALSE,0
"174",2012,"AZ","Leans R","Senate",FALSE,0
"175",2012,"CA","Safe D","Senate",FALSE,0
"176",2012,"CT","Leans D","Senate",FALSE,0
"177",2012,"DE","Safe D","Senate",FALSE,0
"178",2012,"FL","Leans D","Senate",FALSE,0
"179",2012,"HI","Likely D","Senate",FALSE,0
"180",2012,"IN","Leans D","Senate",FALSE,0
"181",2012,"MA","Leans D","Senate",FALSE,0
"182",2012,"MD","Safe D","Senate",FALSE,0
"183",2012,"ME","Likely I","Senate",FALSE,0
"184",2012,"MI","Likely D","Senate",FALSE,0
"185",2012,"MN","Safe D","Senate",FALSE,0
"186",2012,"MO","Leans D","Senate",FALSE,0
"187",2012,"MS","Safe R","Senate",FALSE,0
"188",2012,"MT","Leans R","Senate",FALSE,0
"189",2012,"ND","Leans R","Senate",FALSE,0
"190",2012,"NE","Likely R","Senate",FALSE,0
"191",2012,"NJ","Likely D","Senate",FALSE,0
"192",2012,"NM","Likely D","Senate",FALSE,0
"193",2012,"NV","Leans R","Senate",FALSE,0
"194",2012,"NY","Safe D","Senate",FALSE,0
"195",2012,"OH","Leans D","Senate",FALSE,0
"196",2012,"PA","Leans D","Senate",FALSE,0
"197",2012,"RI","Safe D","Senate",FALSE,0
"198",2012,"TN","Safe R","Senate",FALSE,0
"199",2012,"TX","Likely R","Senate",FALSE,0
"200",2012,"UT","Safe R","Senate",FALSE,0
"201",2012,"VA","Leans D","Senate",FALSE,0
"202",2012,"VT","Safe D","Senate",FALSE,0
"203",2012,"WA","Safe D","Senate",FALSE,0
"204",2012,"WI","Leans D","Senate",FALSE,0
"205",2012,"WV","Safe D","Senate",FALSE,0
"206",2012,"WY","Safe R","Senate",FALSE,0
"207",2014,"AL","Safe R","Senate",FALSE,0
"208",2014,"AK","Leans R","Senate",FALSE,0
"209",2014,"AR","Likely R","Senate",FALSE,0
"210",2014,"CO","Leans R","Senate",FALSE,0
"211",2014,"DE","Safe D","Senate",FALSE,0
"212",2014,"GA","Leans R","Senate",FALSE,0
"213",2014,"HI","Safe D","Senate",FALSE,0
"214",2014,"ID","Safe R","Senate",FALSE,0
"215",2014,"IL","Safe D","Senate",FALSE,0
"216",2014,"IA","Leans R","Senate",FALSE,0
"217",2014,"KS","Leans R","Senate",FALSE,0
"218",2014,"KY","Likely R","Senate",FALSE,0
"219",2014,"LA","Leans R","Senate",FALSE,0
"220",2014,"ME","Safe R","Senate",FALSE,0
"221",2014,"MA","Safe D","Senate",FALSE,0
"222",2014,"MI","Likely D","Senate",FALSE,0
"223",2014,"MN","Likely D","Senate",FALSE,0
"224",2014,"MS","Safe R","Senate",FALSE,0
"225",2014,"MT","Safe R","Senate",FALSE,0
"226",2014,"NE","Safe R","Senate",FALSE,0
"227",2014,"NH","Leans D","Senate",FALSE,0
"228",2014,"NJ","Safe D","Senate",FALSE,0
"229",2014,"NM","Safe D","Senate",FALSE,0
"230",2014,"NC","Leans D","Senate",FALSE,0
"231",2014,"OK","Safe R","Senate",FALSE,0
"232",2014,"OK","Safe R","Senate",FALSE,0
"233",2014,"OR","Likely D","Senate",FALSE,0
"234",2014,"RI","Safe D","Senate",FALSE,0
"235",2014,"SC","Safe R","Senate",FALSE,0
"236",2014,"SC","Safe R","Senate",FALSE,0
"237",2014,"SD","Likely R","Senate",FALSE,0
"238",2014,"TN","Safe R","Senate",FALSE,0
"239",2014,"TX","Safe R","Senate",FALSE,0
"240",2014,"VA","Likely D","Senate",FALSE,0
"241",2014,"WV","Safe R","Senate",FALSE,0
"242",2014,"WY","Safe R","Senate",FALSE,0
"243",2016,"AL","Safe R","Senate",FALSE,0
"244",2016,"AK","Safe R","Senate",FALSE,0
"245",2016,"AZ","Likely R","Senate",FALSE,0
"246",2016,"AR","Safe R","Senate",FALSE,0
"247",2016,"CA","Safe D","Senate",FALSE,0
"248",2016,"CO","Safe D","Senate",FALSE,0
"249",2016,"CT","Safe D","Senate",FALSE,0
"250",2016,"FL","Leans R","Senate",FALSE,0
"251",2016,"GA","Safe R","Senate",FALSE,0
"252",2016,"HI","Safe D","Senate",FALSE,0
"253",2016,"ID","Safe R","Senate",FALSE,0
"254",2016,"IL","Likely D","Senate",FALSE,0
"255",2016,"IN","Leans R","Senate",FALSE,0
"256",2016,"IA","Safe R","Senate",FALSE,0
"257",2016,"KS","Safe R","Senate",FALSE,0
"258",2016,"KY","Safe R","Senate",FALSE,0
"259",2016,"LA","Likely R","Senate",FALSE,0
"260",2016,"MD","Safe D","Senate",FALSE,0
"261",2016,"MO","Leans R","Senate",FALSE,0
"262",2016,"NV","Leans D","Senate",FALSE,0
"263",2016,"NH","Leans D","Senate",FALSE,0
"264",2016,"NY","Safe D","Senate",FALSE,0
"265",2016,"NC","Leans R","Senate",FALSE,0
"266",2016,"ND","Safe R","Senate",FALSE,0
"267",2016,"OH","Safe R","Senate",FALSE,0
"268",2016,"OK","Safe R","Senate",FALSE,0
"269",2016,"OR","Safe D","Senate",FALSE,0
"270",2016,"PA","Leans D","Senate",FALSE,0
"271",2016,"SC","Safe R","Senate",FALSE,0
"272",2016,"SD","Safe R","Senate",FALSE,0
"273",2016,"UT","Safe R","Senate",FALSE,0
"274",2016,"VT","Safe D","Senate",FALSE,0
"275",2016,"WA","Safe D","Senate",FALSE,0
"276",2016,"WI","Leans D","Senate",FALSE,0
"277",2018,"AZ","Leans D","Senate",FALSE,0
"278",2018,"CA","Safe D","Senate",FALSE,0
"279",2018,"CT","Safe D","Senate",FALSE,0
"280",2018,"DE","Safe D","Senate",FALSE,0
"281",2018,"FL","Leans D","Senate",FALSE,0
"282",2018,"HI","Safe D","Senate",FALSE,0
"283",2018,"IN","Leans R","Senate",FALSE,0
"284",2018,"MA","Safe D","Senate",FALSE,0
"285",2018,"MD","Safe D","Senate",FALSE,0
"286",2018,"ME","Safe I","Senate",FALSE,0
"287",2018,"MI","Safe D","Senate",TRUE,0
"288",2018,"MN","Safe D","Senate",FALSE,0
"289",2018,"MN","Likely D","Senate",TRUE,0
"290",2018,"MO","Leans R","Senate",FALSE,0
"291",2018,"MS","Likely R","Senate",FALSE,0
"292",2018,"MS","Safe R","Senate",FALSE,0
"293",2018,"MT","Leans D","Senate",FALSE,0
"294",2018,"ND","Leans R","Senate",FALSE,0
"295",2018,"NE","Safe R","Senate",FALSE,0
"296",2018,"NJ","Likely D","Senate",FALSE,0
"297",2018,"NM","Safe D","Senate",FALSE,0
"298",2018,"NV","Leans D","Senate",FALSE,0
"299",2018,"NY","Safe D","Senate",FALSE,0
"300",2018,"OH","Likely D","Senate",FALSE,0
"301",2018,"PA","Safe D","Senate",FALSE,0
"302",2018,"TN","Leans R","Senate",FALSE,0
"303",2018,"TX","Leans R","Senate",FALSE,0
"304",2018,"UT","Safe R","Senate",FALSE,0
"305",2018,"VA","Safe D","Senate",FALSE,0
"306",2018,"VT","Safe I","Senate",FALSE,0
"307",2018,"WA","Safe D","Senate",FALSE,0
"308",2018,"WI","Likely D","Senate",FALSE,0
"309",2018,"WY","Safe R","Senate",FALSE,0
"310",2020,"AK","Leans R","Senate",FALSE,0
"311",2020,"AL","Likely R","Senate",FALSE,0
"312",2020,"AR","Safe R","Senate",FALSE,0
"313",2020,"AZ","Leans D","Senate",TRUE,0
"314",2020,"CO","Likely D","Senate",FALSE,0
"315",2020,"DE","Safe D","Senate",FALSE,0
"316",2020,"GA","Toss-up","Senate",FALSE,0
"317",2020,"GA","Toss-up","Senate",TRUE,0
"318",2020,"IA","Leans R","Senate",FALSE,0
"319",2020,"ID","Safe R","Senate",FALSE,0
"320",2020,"IL","Safe D","Senate",FALSE,0
"321",2020,"KS","Leans R","Senate",FALSE,0
"322",2020,"KY","Likely R","Senate",FALSE,0
"323",2020,"LA","Safe R","Senate",FALSE,0
"324",2020,"MA","Safe D","Senate",FALSE,0
"325",2020,"ME","Leans D","Senate",FALSE,0
"326",2020,"MI","Leans D","Senate",FALSE,0
"327",2020,"MN","Likely D","Senate",FALSE,0
"328",2020,"MS","Likely R","Senate",FALSE,0
"329",2020,"MT","Leans R","Senate",FALSE,0
"330",2020,"NC","Leans D","Senate",FALSE,0
"331",2020,"NE","Safe R","Senate",FALSE,0
"332",2020,"NH","Likely D","Senate",FALSE,0
"333",2020,"NJ","Safe D","Senate",FALSE,0
"334",2020,"NM","Likely D","Senate",FALSE,0
"335",2020,"OK","Safe R","Senate",FALSE,0
"336",2020,"OR","Safe D","Senate",FALSE,0
"337",2020,"RI","Safe D","Senate",FALSE,0
"338",2020,"SC","Leans R","Senate",FALSE,0
"339",2020,"SD","Safe R","Senate",FALSE,0
"340",2020,"TN","Safe R","Senate",FALSE,0
"341",2020,"TX","Leans R","Senate",FALSE,0
"342",2020,"VA","Safe D","Senate",FALSE,0
"343",2020,"WV","Safe R","Senate",FALSE,0
"344",2020,"WY","Safe R","Senate",FALSE,0
"345",2022,"AK","Safe R","Senate",FALSE,0
"346",2022,"AL","Safe R","Senate",FALSE,0
"347",2022,"AR","Safe R","Senate",FALSE,0
"348",2022,"AZ","Leans D","Senate",FALSE,0
"349",2022,"CA","Safe D","Senate",TRUE,0
"350",2022,"CO","Likely D","Senate",FALSE,0
"351",2022,"CT","Safe D","Senate",FALSE,0
"352",2022,"FL","Likely R","Senate",FALSE,0
"353",2022,"GA","Leans R","Senate",FALSE,0
"354",2022,"HI","Safe D","Senate",FALSE,0
"355",2022,"IA","Likely R","Senate",FALSE,0
"356",2022,"ID","Safe R","Senate",FALSE,0
"357",2022,"IL","Safe D","Senate",FALSE,0
"358",2022,"IN","Safe R","Senate",FALSE,0
"359",2022,"KS","Safe R","Senate",FALSE,0
"360",2022,"KY","Safe R","Senate",FALSE,0
"361",2022,"LA","Safe R","Senate",FALSE,0
"362",2022,"MD","Safe D","Senate",FALSE,0
"363",2022,"MO","Safe R","Senate",FALSE,0
"364",2022,"NC","Leans R","Senate",FALSE,0
"365",2022,"ND","Safe R","Senate",FALSE,0
"366",2022,"NH","Leans D","Senate",FALSE,0
"367",2022,"NV","Leans D","Senate",FALSE,0
"368",2022,"NY","Safe D","Senate",FALSE,0
"369",2022,"OH","Leans R","Senate",FALSE,0
"370",2022,"OK","Safe R","Senate",TRUE,0
"371",2022,"OR","Safe D","Senate",FALSE,0
"372",2022,"PA","Leans R","Senate",FALSE,0
"373",2022,"SC","Safe R","Senate",FALSE,0
"374",2022,"SD","Safe R","Senate",FALSE,0
"375",2022,"UT","Likely R","Senate",FALSE,0
"376",2022,"VT","Safe D","Senate",FALSE,0
"377",2022,"WA","Likely D","Senate",FALSE,0
"378",2022,"WI","Leans R","Senate",FALSE,0
"379",2002,"AL","Leans R","Governor",FALSE,0
"380",2002,"AK","Leans R","Governor",FALSE,0
"381",2002,"AZ","Leans D","Governor",FALSE,0
"382",2002,"AR","Leans R","Governor",FALSE,0
"383",2002,"CA","Leans D","Governor",FALSE,0
"384",2002,"CO","Safe R","Governor",FALSE,0
"385",2002,"CT","Likely R","Governor",FALSE,0
"386",2002,"FL","Leans R","Governor",FALSE,0
"387",2002,"GA","Likely D","Governor",FALSE,0
"388",2002,"HI","Leans R","Governor",FALSE,0
"389",2002,"ID","Likely R","Governor",FALSE,0
"390",2002,"IL","Likely D","Governor",FALSE,0
"391",2002,"IA","Leans D","Governor",FALSE,0
"392",2002,"KS","Leans D","Governor",FALSE,0
"393",2002,"ME","Likely D","Governor",FALSE,0
"394",2002,"MD","Leans R","Governor",FALSE,0
"395",2002,"MA","Leans D","Governor",FALSE,0
"396",2002,"MI","Likely D","Governor",FALSE,0
"397",2002,"MN","Leans R","Governor",FALSE,0
"398",2002,"NE","Likely R","Governor",FALSE,0
"399",2002,"NV","Safe R","Governor",FALSE,0
"400",2002,"NH","Likely R","Governor",FALSE,0
"401",2002,"NM","Likely D","Governor",FALSE,0
"402",2002,"NY","Likely R","Governor",FALSE,0
"403",2002,"OH","Safe R","Governor",FALSE,0
"404",2002,"OK","Leans R","Governor",FALSE,0
"405",2002,"OR","Leans D","Governor",FALSE,0
"406",2002,"PA","Likely D","Governor",FALSE,0
"407",2002,"RI","Leans D","Governor",FALSE,0
"408",2002,"SC","Leans R","Governor",FALSE,0
"409",2002,"SD","Likely R","Governor",FALSE,0
"410",2002,"TN","Leans D","Governor",FALSE,0
"411",2002,"TX","Likely R","Governor",FALSE,0
"412",2002,"VT","Toss-up*","Governor",FALSE,0
"413",2002,"WI","Leans D","Governor",FALSE,0
"414",2002,"WY","Leans R","Governor",FALSE,0
"415",2004,"DE","Likely D","Governor",FALSE,0
"416",2004,"IN","Leans R","Governor",FALSE,0
"417",2004,"MO","Leans R","Governor",FALSE,0
"418",2004,"MT","Leans D","Governor",FALSE,0
"419",2004,"NH","Leans R","Governor",FALSE,0
"420",2004,"NC","Safe D","Governor",FALSE,0
"421",2004,"ND","Safe R","Governor",FALSE,0
"422",2004,"UT","Leans R","Governor",FALSE,0
"423",2004,"VT","Leans R","Governor",FALSE,0
"424",2004,"WA","Leans R","Governor",FALSE,0
"425",2004,"WV","Safe D","Governor",FALSE,0
"426",2006,"AK","Leans R","Governor",FALSE,0
"427",2006,"AL","Likely R","Governor",FALSE,0
"428",2006,"AR","Leans D","Governor",FALSE,0
"429",2006,"AZ","Safe D","Governor",FALSE,0
"430",2006,"CA","Leans R","Governor",FALSE,0
"431",2006,"CO","Toss-up","Governor",FALSE,0
"432",2006,"CT","Safe R","Governor",FALSE,0
"433",2006,"FL","Leans R","Governor",FALSE,0
"434",2006,"GA","Likely R","Governor",FALSE,0
"435",2006,"HI","Likely R","Governor",FALSE,0
"436",2006,"IA","Toss-up","Governor",FALSE,0
"437",2006,"ID","Safe R","Governor",FALSE,0
"438",2006,"IL","Leans D","Governor",FALSE,0
"439",2006,"KS","Likely D","Governor",FALSE,0
"440",2006,"MA","Leans D","Governor",FALSE,0
"441",2006,"MD","Toss-up","Governor",FALSE,0
"442",2006,"ME","Leans D","Governor",FALSE,0
"443",2006,"MI","Toss-up","Governor",FALSE,0
"444",2006,"MN","Leans R","Governor",FALSE,0
"445",2006,"NE","Safe R","Governor",FALSE,0
"446",2006,"NH","Safe D","Governor",FALSE,0
"447",2006,"NM","Safe D","Governor",FALSE,0
"448",2006,"NV","Leans R","Governor",FALSE,0
"449",2006,"NY","Safe D","Governor",FALSE,0
"450",2006,"OH","Likely D","Governor",FALSE,0
"451",2006,"OK","Likely D","Governor",FALSE,0
"452",2006,"OR","Leans D","Governor",FALSE,0
"453",2006,"PA","Leans D","Governor",FALSE,0
"454",2006,"RI","Leans R","Governor",FALSE,0
"455",2006,"SC","Likely R","Governor",FALSE,0
"456",2006,"SD","Safe R","Governor",FALSE,0
"457",2006,"TN","Safe D","Governor",FALSE,0
"458",2006,"TX","Safe R","Governor",FALSE,0
"459",2006,"VT","Likely R","Governor",FALSE,0
"460",2006,"WI","Leans D","Governor",FALSE,0
"461",2006,"WY","Safe D","Governor",FALSE,0
"462",2008,"DE","Likely D","Governor",FALSE,0
"463",2008,"IN","Likely R","Governor",FALSE,0
"464",2008,"MO","Likely D","Governor",FALSE,0
"465",2008,"MT","Safe D","Governor",FALSE,0
"466",2008,"NC","Toss-up","Governor",FALSE,0
"467",2008,"ND","Safe R","Governor",FALSE,0
"468",2008,"NH","Safe D","Governor",FALSE,0
"469",2008,"UT","Safe R","Governor",FALSE,0
"470",2008,"VT","Safe R","Governor",FALSE,0
"471",2008,"WA","Toss-up","Governor",FALSE,0
"472",2008,"WV","Safe D","Governor",FALSE,0
"473",2010,"AL","Leans R","Governor",FALSE,0
"474",2010,"AK","Likely R","Governor",FALSE,0
"475",2010,"AZ","Leans R","Governor",FALSE,0
"476",2010,"AR","Safe D","Governor",FALSE,0
"477",2010,"CA","Toss-up","Governor",FALSE,0
"478",2010,"CO","Toss-up","Governor",FALSE,0
"479",2010,"CT","Toss-up","Governor",FALSE,0
"480",2010,"FL","Toss-up","Governor",FALSE,0
"481",2010,"GA","Leans R","Governor",FALSE,0
"482",2010,"HI","Likely D","Governor",FALSE,0
"483",2010,"ID","Likely R","Governor",FALSE,0
"484",2010,"IL","Toss-up","Governor",FALSE,0
"485",2010,"IA","Leans R","Governor",FALSE,0
"486",2010,"KS","Safe R","Governor",FALSE,0
"487",2010,"ME","Toss-up","Governor",FALSE,0
"488",2010,"MD","Toss-up","Governor",FALSE,0
"489",2010,"MA","Leans D","Governor",FALSE,0
"490",2010,"MI","Leans R","Governor",FALSE,0
"491",2010,"MN","Toss-up","Governor",FALSE,0
"492",2010,"NE","Safe R","Governor",FALSE,0
"493",2010,"NV","Likely R","Governor",FALSE,0
"494",2010,"NH","Leans D","Governor",FALSE,0
"495",2010,"NM","Toss-up","Governor",FALSE,0
"496",2010,"NY","Safe D","Governor",FALSE,0
"497",2010,"OH","Toss-up","Governor",FALSE,0
"498",2010,"OK","Leans R","Governor",FALSE,0
"499",2010,"OR","Toss-up","Governor",FALSE,0
"500",2010,"PA","Leans R","Governor",FALSE,0
"501",2010,"SC","Likely R","Governor",FALSE,0
"502",2010,"SD","Leans R","Governor",FALSE,0
"503",2010,"TN","Likely R","Governor",FALSE,0
"504",2010,"TX","Leans R","Governor",FALSE,0
"505",2010,"UT","Safe R","Governor",FALSE,0
"506",2010,"VT","Toss-up","Governor",FALSE,0
"507",2010,"WI","Leans R","Governor",FALSE,0
"508",2010,"WY","Safe R","Governor",FALSE,0
"509",2012,"DE","Safe D","Governor",FALSE,0
"510",2012,"IN","Likely R","Governor",FALSE,0
"511",2012,"MO","Likely D","Governor",FALSE,0
"512",2012,"MT","Leans R","Governor",FALSE,0
"513",2012,"NC","Likely R","Governor",FALSE,0
"514",2012,"ND","Safe R","Governor",FALSE,0
"515",2012,"NH","Leans D","Governor",FALSE,0
"516",2012,"UT","Safe R","Governor",FALSE,0
"517",2012,"VT","Safe D","Governor",FALSE,0
"518",2012,"WA","Leans D","Governor",FALSE,0
"519",2012,"WI","Likely R","Governor",TRUE,0
"520",2012,"WV","Leans D","Governor",FALSE,0
"521",2014,"AL","Safe R","Governor",FALSE,0
"522",2014,"AK","Leans I","Governor",FALSE,0
"523",2014,"AZ","Likely R","Governor",FALSE,0
"524",2014,"AR","Likely R","Governor",FALSE,0
"525",2014,"CA","Safe D","Governor",FALSE,0
"526",2014,"CO","Leans D","Governor",FALSE,0
"527",2014,"CT","Leans D","Governor",FALSE,0
"528",2014,"FL","Leans D","Governor",FALSE,0
"529",2014,"GA","Leans R","Governor",FALSE,0
"530",2014,"HI","Likely D","Governor",FALSE,0
"531",2014,"ID","Likely R","Governor",FALSE,0
"532",2014,"IL","Leans D","Governor",FALSE,0
"533",2014,"IA","Safe R","Governor",FALSE,0
"534",2014,"KS","Leans D","Governor",FALSE,0
"535",2014,"ME","Leans D","Governor",FALSE,0
