"","year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party_detailed","writein","mode","candidatevotes","totalvotes","unofficial","version","party_simplified"
"2619",2010,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen","False","ELAINE MARSHALL","DEMOCRAT","False","total",1145074,2660079,"False",20210114,"DEMOCRAT"
"2620",2010,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen","False","","","True","total",1272,2660079,"False",20210114,"OTHER"
"2621",2010,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen","False","MICHAEL BEITLER","LIBERTARIAN","False","total",55687,2660079,"False",20210114,"LIBERTARIAN"
"2622",2010,"NORTH CAROLINA","NC",37,56,47,"US SENATE","statewide","gen","False","RICHARD BURR","REPUBLICAN","False","total",1458046,2660079,"False",20210114,"REPUBLICAN"
"2623",2010,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen","False","KEITH J. HANSON","LIBERTARIAN","False","total",3890,238534,"False",20210114,"LIBERTARIAN"
"2624",2010,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen","False","TRACY POTTER","DEMOCRATIC-NONPARTISAN LEAGUE","False","total",52955,238534,"False",20210114,"DEMOCRAT"
"2625",2010,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen","False","JOHN HOEVEN","REPUBLICAN","False","total",181689,238534,"False",20210114,"REPUBLICAN"
"2626",2010,"OHIO","OH",39,31,24,"US SENATE","statewide","gen","False","LEE FISHER","DEMOCRAT","False","total",1503297,3815098,"False",20210114,"DEMOCRAT"
"2627",2010,"OHIO","OH",39,31,24,"US SENATE","statewide","gen","False","","","True","total",648,3815098,"False",20210114,"OTHER"
"2628",2010,"OHIO","OH",39,31,24,"US SENATE","statewide","gen","False","ROB PORTMAN","REPUBLICAN","False","total",2168742,3815098,"False",20210114,"REPUBLICAN"
"2629",2010,"OHIO","OH",39,31,24,"US SENATE","statewide","gen","False","MICHAEL L. PRYCE","INDEPENDENT","False","total",50101,3815098,"False",20210114,"OTHER"
"2630",2010,"OHIO","OH",39,31,24,"US SENATE","statewide","gen","False","DANIEL H. LABOTZ","SOCIALIST","False","total",26454,3815098,"False",20210114,"OTHER"
"2631",2010,"OHIO","OH",39,31,24,"US SENATE","statewide","gen","False","ERIC W. DEATON","CONSTITUTION","False","total",65856,3815098,"False",20210114,"OTHER"
"2632",2010,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen","False","STEPHEN P. WALLACE","INDEPENDENT","False","total",25048,1017151,"False",20210114,"OTHER"
"2633",2010,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen","False","THOMAS A. COBURN","REPUBLICAN","False","total",718482,1017151,"False",20210114,"REPUBLICAN"
"2634",2010,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen","False","JIM ROGERS","DEMOCRAT","False","total",265814,1017151,"False",20210114,"DEMOCRAT"
"2635",2010,"OKLAHOMA","OK",40,73,53,"US SENATE","statewide","gen","False","RONALD F. DWYER","INDEPENDENT","False","total",7807,1017151,"False",20210114,"OTHER"
"2636",2010,"OREGON","OR",41,92,72,"US SENATE","statewide","gen","False","BRUCE CRONK","WORKING FAMILIES","False","total",18940,1442588,"False",20210114,"OTHER"
"2637",2010,"OREGON","OR",41,92,72,"US SENATE","statewide","gen","False","JIM HUFFMAN","REPUBLICAN","False","total",566199,1442588,"False",20210114,"REPUBLICAN"
"2638",2010,"OREGON","OR",41,92,72,"US SENATE","statewide","gen","False","RON WYDEN","DEMOCRAT","False","total",825507,1442588,"False",20210114,"DEMOCRAT"
"2639",2010,"OREGON","OR",41,92,72,"US SENATE","statewide","gen","False","MARC DELPHINE","LIBERTARIAN","False","total",16028,1442588,"False",20210114,"LIBERTARIAN"
"2640",2010,"OREGON","OR",41,92,72,"US SENATE","statewide","gen","False","OTHER","","False","total",1448,1442588,"False",20210114,"OTHER"
"2641",2010,"OREGON","OR",41,92,72,"US SENATE","statewide","gen","False","RICK STAGGENBORG","PROGRESSIVE","False","total",14466,1442588,"False",20210114,"OTHER"
"2642",2010,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen","False","PAT TOOMEY","REPUBLICAN","False","total",2028945,3977661,"False",20210114,"REPUBLICAN"
"2643",2010,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen","False","JOE SESTAK","DEMOCRAT","False","total",1948716,3977661,"False",20210114,"DEMOCRAT"
"2644",2010,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen","False","","","True","total",21953,1318794,"False",20210114,"OTHER"
"2645",2010,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen","False","TOM CLEMENTS","GREEN","False","total",121472,1318794,"False",20210114,"OTHER"
"2646",2010,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen","False","ALVIN M. GREENE","DEMOCRAT","False","total",364598,1318794,"False",20210114,"DEMOCRAT"
"2647",2010,"SOUTH CAROLINA","SC",45,57,48,"US SENATE","statewide","gen","False","JIM DEMINT","REPUBLICAN","False","total",810771,1318794,"False",20210114,"REPUBLICAN"
"2648",2010,"SOUTH DAKOTA","SD",46,45,37,"US SENATE","statewide","gen","False","JOHN THUNE","REPUBLICAN","False","total",227947,227947,"False",20210114,"REPUBLICAN"
"2649",2010,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","SCOTT N. BRADLEY","CONSTITUTION","False","total",33095,585230,"False",20210114,"OTHER"
"2650",2010,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","MIKE LEE","REPUBLICAN","False","total",360403,585230,"False",20210114,"REPUBLICAN"
"2651",2010,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","SAM F. GRANATO","DEMOCRAT","False","total",191732,585230,"False",20210114,"DEMOCRAT"
"2652",2010,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","STEPHEN J. CAIN","INDEPENDENT","False","total",2356,235178,"False",20210114,"OTHER"
"2653",2010,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","LEN BRITTON","REPUBLICAN","False","total",72699,235178,"False",20210114,"REPUBLICAN"
"2654",2010,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","DANIEL FREILICH","INDEPENDENT","False","total",3544,235178,"False",20210114,"OTHER"
"2655",2010,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","JOHENRY NUNES","INDEPENDENT","False","total",1021,235178,"False",20210114,"OTHER"
"2656",2010,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","PATRICK J. LEAHY","DEMOCRAT","False","total",151281,235178,"False",20210114,"DEMOCRAT"
"2657",2010,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","","","True","total",113,235178,"False",20210114,"OTHER"
"2658",2010,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","PETER DIAMONDSTONE","SOCIALIST","False","total",1433,235178,"False",20210114,"OTHER"
"2659",2010,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","CRIS ERICSON","UNITED STATES MARIJUANA","False","total",2731,235178,"False",20210114,"OTHER"
"2660",2010,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen","False","PATTY MURRAY","DEMOCRAT","False","total",1314930,2511094,"False",20210114,"DEMOCRAT"
"2661",2010,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen","False","DINO ROSSI","REPUBLICAN","False","total",1196164,2511094,"False",20210114,"REPUBLICAN"
"2662",2010,"WEST VIRGINIA","WV",54,55,56,"US SENATE","statewide","gen","True","JEFF BECKER","CONSTITUTION","False","total",6425,529948,"False",20210114,"OTHER"
"2663",2010,"WEST VIRGINIA","WV",54,55,56,"US SENATE","statewide","gen","True","JESSE JOHNSON","MOUNTAIN PARTY","False","total",10152,529948,"False",20210114,"OTHER"
"2664",2010,"WEST VIRGINIA","WV",54,55,56,"US SENATE","statewide","gen","True","JOE MANCHIN III","DEMOCRAT","False","total",283358,529948,"False",20210114,"DEMOCRAT"
"2665",2010,"WEST VIRGINIA","WV",54,55,56,"US SENATE","statewide","gen","True","JOHN R. RAESE","REPUBLICAN","False","total",230013,529948,"False",20210114,"REPUBLICAN"
"2666",2010,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","ROB TAYLOR","CONSTITUTION PARTY OF WISCONSIN","False","total",23473,2171331,"False",20210114,"OTHER"
"2667",2010,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","RUSSELL D. FEINGOLD","DEMOCRAT","False","total",1020958,2171331,"False",20210114,"DEMOCRAT"
"2668",2010,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","ERNEST J. PAGELS, JR.","REPUBLICAN","False","total",134,2171331,"False",20210114,"REPUBLICAN"
"2669",2010,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","BLANK VOTE/SCATTERING","","False","total",638,2171331,"False",20210114,"OTHER"
"2670",2010,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","RON JOHNSON","REPUBLICAN","False","total",1125999,2171331,"False",20210114,"REPUBLICAN"
"2671",2010,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","MICHAEL D. LAFOREST","INDEPENDENT","False","total",129,2171331,"False",20210114,"OTHER"
"2672",2012,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen","False","MARC VICTOR","LIBERTARIAN","False","total",102109,2243422,"False",20210114,"LIBERTARIAN"
"2673",2012,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen","False","JEFF FLAKE","REPUBLICAN","False","total",1104457,2243422,"False",20210114,"REPUBLICAN"
"2674",2012,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen","False","","","True","total",290,2243422,"False",20210114,"OTHER"
"2675",2012,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen","False","","","True","total",24,2243422,"False",20210114,"OTHER"
"2676",2012,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen","False","RICHARD CARMONA","DEMOCRAT","False","total",1036542,2243422,"False",20210114,"DEMOCRAT"
"2677",2012,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen","False","DIANNE FEINSTEIN","DEMOCRAT","False","total",7864624,12578511,"False",20210114,"DEMOCRAT"
"2678",2012,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen","False","ELIZABETH EMKEN","REPUBLICAN","False","total",4713887,12578511,"False",20210114,"REPUBLICAN"
"2679",2012,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","PAUL PASSARELLI","LIBERTARIAN","False","total",25045,1511764,"False",20210114,"LIBERTARIAN"
"2680",2012,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","","","True","total",19,1511764,"False",20210114,"OTHER"
"2681",2012,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","","","True","total",8,1511764,"False",20210114,"OTHER"
"2682",2012,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","","","True","total",6414,1511764,"False",20210114,"OTHER"
"2683",2012,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","","","True","total",40,1511764,"False",20210114,"OTHER"
"2684",2012,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","","","True","total",388,1511764,"False",20210114,"OTHER"
"2685",2012,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","CHRISTOPHER S. MURPHY","DEMOCRAT","False","total",792983,1511764,"False",20210114,"DEMOCRAT"
"2686",2012,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","CHRISTOPHER S. MURPHY","WORKING FAMILIES","False","total",35778,1511764,"False",20210114,"OTHER"
"2687",2012,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","LINDA E. MCMAHON","INDEPENDENT","False","total",46520,1511764,"False",20210114,"OTHER"
"2688",2012,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","LINDA E. MCMAHON","REPUBLICAN","False","total",604569,1511764,"False",20210114,"REPUBLICAN"
"2689",2012,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen","False","THOMAS R. CARPER","DEMOCRAT","False","total",265415,399606,"False",20210114,"DEMOCRAT"
"2690",2012,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen","False","ANDREW RICHARD GROFF","GREEN","False","total",3191,399606,"False",20210114,"OTHER"
"2691",2012,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen","False","ALEXANDER PIRES","INDEPENDENT","False","total",15300,399606,"False",20210114,"OTHER"
"2692",2012,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen","False","KEVIN WADE","REPUBLICAN","False","total",115700,399606,"False",20210114,"REPUBLICAN"
"2693",2012,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","BILL NELSON","DEMOCRAT","False","total",4523451,8189946,"False",20210114,"DEMOCRAT"
"2694",2012,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","NAOMI CRAINE","","True","total",19,8189946,"False",20210114,"OTHER"
"2695",2012,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","","","True","total",12,8189946,"False",20210114,"OTHER"
"2696",2012,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","BILL GAYLOR","NONE","False","total",126079,8189946,"False",20210114,"OTHER"
"2697",2012,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","CHRIS BORGIA","NONE","False","total",82089,8189946,"False",20210114,"OTHER"
"2698",2012,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","","","True","total",2,8189946,"False",20210114,"OTHER"
"2699",2012,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","","","True","total",9,8189946,"False",20210114,"OTHER"
"2700",2012,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","CONNIE MACK","REPUBLICAN","False","total",3458267,8189946,"False",20210114,"REPUBLICAN"
"2701",2012,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","","","True","total",18,8189946,"False",20210114,"OTHER"
"2702",2012,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen","False","OVER VOTE","","False","total",77,437159,"False",20210114,"OTHER"
"2703",2012,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen","False","LINDA LINGLE","REPUBLICAN","False","total",160994,437159,"False",20210114,"REPUBLICAN"
"2704",2012,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen","False","BLANK VOTE","","False","total",6599,437159,"False",20210114,"OTHER"
"2705",2012,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen","False","MAZIE K. HIRONO","DEMOCRAT","False","total",269489,437159,"False",20210114,"DEMOCRAT"
"2706",2012,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen","False","RICHARD E. MOURDOCK","REPUBLICAN","False","total",1133621,2560102,"False",20210114,"REPUBLICAN"
"2707",2012,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen","False","JOE DONNELLY","DEMOCRAT","False","total",1281181,2560102,"False",20210114,"DEMOCRAT"
"2708",2012,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen","False","ANDREW ??ANDY?? HORNING","LIBERTARIAN","False","total",145282,2560102,"False",20210114,"LIBERTARIAN"
"2709",2012,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen","False","","","True","total",15,2560102,"False",20210114,"OTHER"
"2710",2012,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen","False","","","True","total",3,2560102,"False",20210114,"OTHER"
"2711",2012,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","DANNY FRANCIS DALTON","","False","total",5807,724720,"False",20210114,"OTHER"
"2712",2012,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","STEPHEN M. WOODS","","False","total",10289,724720,"False",20210114,"OTHER"
"2713",2012,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","ANGUS KING","INDEPENDENT FOR MAINE","False","total",370580,724720,"False",20210114,"OTHER"
"2714",2012,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","BLANK VOTE","","False","total",24121,724720,"False",20210114,"OTHER"
"2715",2012,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","CYNTHIA ANN DILL","DEMOCRAT","False","total",92900,724720,"False",20210114,"DEMOCRAT"
"2716",2012,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","CHARLES E. SUMMERS, JR.","REPUBLICAN","False","total",215399,724720,"False",20210114,"REPUBLICAN"
"2717",2012,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","ANDREW IAN DODGE","INDEPENDENT FOR LIBERTY","False","total",5624,724720,"False",20210114,"OTHER"
"2718",2012,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","BENJAMIN L. CARDIN","DEMOCRAT","False","total",1474028,2633234,"False",20210114,"DEMOCRAT"
"2719",2012,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","","","True","total",151,2633234,"False",20210114,"OTHER"
"2720",2012,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","","","True","total",2346,2633234,"False",20210114,"OTHER"
"2721",2012,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","DANIEL JOHN BONGINO","REPUBLICAN","False","total",693291,2633234,"False",20210114,"REPUBLICAN"
"2722",2012,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","S. ROB SOBHANI","NONE","False","total",430934,2633234,"False",20210114,"OTHER"
"2723",2012,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","","","True","total",163,2633234,"False",20210114,"OTHER"
"2724",2012,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","","","True","total",48,2633234,"False",20210114,"OTHER"
"2725",2012,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","","","True","total",21,2633234,"False",20210114,"OTHER"
"2726",2012,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","DEAN AHMAD","LIBERTARIAN","False","total",32252,2633234,"False",20210114,"LIBERTARIAN"
"2727",2012,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen","False","BLANK VOTE/SCATTERING","","False","total",27643,3184196,"False",20210114,"OTHER"
"2728",2012,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen","False","SCOTT P. BROWN","REPUBLICAN","False","total",1458048,3184196,"False",20210114,"REPUBLICAN"
"2729",2012,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen","False","ELIZABETH A. WARREN","DEMOCRAT","False","total",1696346,3184196,"False",20210114,"DEMOCRAT"
"2730",2012,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen","False","OTHER","","False","total",2159,3184196,"False",20210114,"OTHER"
"2731",2012,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","","","True","total",10,4652918,"False",20210114,"OTHER"
"2732",2012,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","DEBBIE STABENOW","DEMOCRAT","False","total",2735826,4652918,"False",20210114,"DEMOCRAT"
"2733",2012,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","","","True","total",7,4652918,"False",20210114,"OTHER"
"2734",2012,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","HARLEY MIKKELSON","GREEN","False","total",27890,4652918,"False",20210114,"OTHER"
"2735",2012,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","RICHARD A. MATKIN","U.S. TAXPAYERS","False","total",26038,4652918,"False",20210114,"OTHER"
"2736",2012,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","JOHN D. LITLE","NATURAL LAW","False","total",11229,4652918,"False",20210114,"OTHER"
"2737",2012,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","PETE HOEKSTRA","REPUBLICAN","False","total",1767386,4652918,"False",20210114,"REPUBLICAN"
"2738",2012,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","","","True","total",48,4652918,"False",20210114,"OTHER"
"2739",2012,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","","","True","total",4,4652918,"False",20210114,"OTHER"
"2740",2012,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","SCOTTY BOMAN","LIBERTARIAN","False","total",84480,4652918,"False",20210114,"LIBERTARIAN"
"2741",2012,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","","","True","total",2582,2843207,"False",20210114,"OTHER"
"2742",2012,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","TIM DAVIS","GRASSROOTS PARTY","False","total",30531,2843207,"False",20210114,"OTHER"
"2743",2012,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","MICHAEL CAVLAN","MINNESOTA OPEN PROGRESSIVES","False","total",13986,2843207,"False",20210114,"OTHER"
"2744",2012,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","KURT BILLS","REPUBLICAN","False","total",867974,2843207,"False",20210114,"REPUBLICAN"
"2745",2012,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","AMY KLOBUCHAR","DEMOCRAT","False","total",1854595,2843207,"False",20210114,"DEMOCRAT"
"2746",2012,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","STEPHEN WILLIAMS","INDEPENDENCE","False","total",73539,2843207,"False",20210114,"OTHER"
"2747",2012,"MISSISSIPPI","MS",28,64,46,"US SENATE","statewide","gen","False","ALBERT N. GORE, JR.","DEMOCRAT","False","total",503467,1241568,"False",20210114,"DEMOCRAT"
"2748",2012,"MISSISSIPPI","MS",28,64,46,"US SENATE","statewide","gen","False","SHAWN O'HARA","REFORM","False","total",13194,1241568,"False",20210114,"OTHER"
"2749",2012,"MISSISSIPPI","MS",28,64,46,"US SENATE","statewide","gen","False","ROGER F. WICKER","REPUBLICAN","False","total",709626,1241568,"False",20210114,"REPUBLICAN"
"2750",2012,"MISSISSIPPI","MS",28,64,46,"US SENATE","statewide","gen","False","THOMAS CRAMER","CONSTITUTION","False","total",15281,1241568,"False",20210114,"OTHER"
"2751",2012,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","","","True","total",4,2725793,"False",20210114,"OTHER"
"2752",2012,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","","","True","total",5,2725793,"False",20210114,"OTHER"
"2753",2012,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","","","True","total",6,2725793,"False",20210114,"OTHER"
"2754",2012,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","W. TODD AKIN","REPUBLICAN","False","total",1066159,2725793,"False",20210114,"REPUBLICAN"
"2755",2012,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","CLAIRE MCCASKILL","DEMOCRAT","False","total",1494125,2725793,"False",20210114,"DEMOCRAT"
"2756",2012,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","","","True","total",2,2725793,"False",20210114,"OTHER"
"2757",2012,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","","","True","total",9,2725793,"False",20210114,"OTHER"
"2758",2012,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","","","True","total",15,2725793,"False",20210114,"OTHER"
"2759",2012,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","JONATHAN DINE","LIBERTARIAN","False","total",165468,2725793,"False",20210114,"LIBERTARIAN"
"2760",2012,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen","False","DAN COX","LIBERTARIAN","False","total",31892,486066,"False",20210114,"LIBERTARIAN"
"2761",2012,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen","False","JON TESTER","DEMOCRAT","False","total",236123,486066,"False",20210114,"DEMOCRAT"
"2762",2012,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen","False","DENNY REHBERG","REPUBLICAN","False","total",218051,486066,"False",20210114,"REPUBLICAN"
"2763",2012,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen","False","BOB KERREY","DEMOCRAT","False","total",332979,788572,"False",20210114,"DEMOCRAT"
"2764",2012,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen","False","DEB FISCHER","REPUBLICAN","False","total",455593,788572,"False",20210114,"REPUBLICAN"
"2765",2012,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen","False","DAVID LORY VANDERBEEK","INDEPENDENT AMERICAN","False","total",48792,997805,"False",20210114,"OTHER"
"2766",2012,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen","False","DEAN HELLER","REPUBLICAN","False","total",457656,997805,"False",20210114,"REPUBLICAN"
"2767",2012,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen","False","SHELLEY BERKLEY","DEMOCRAT","False","total",446080,997805,"False",20210114,"DEMOCRAT"
"2768",2012,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen","False","OTHER","","False","total",45277,997805,"False",20210114,"OTHER"
"2769",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","KEN WOLSKI","GREEN","False","total",15801,3376649,"False",20210114,"OTHER"
"2770",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","ROBERT ??TURK?? TURKAVAGE","RESPONSIBILITY FAIRNESS INTEGRITY","False","total",3532,3376649,"False",20210114,"OTHER"
"2771",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","GREGORY PASON","SOCIALIST PARTY USA","False","total",2249,3376649,"False",20210114,"OTHER"
"2772",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","ROBERT MENENDEZ","DEMOCRAT","False","total",1987680,3376649,"False",20210114,"DEMOCRAT"
"2773",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","JOE KYRILLOS","REPUBLICAN","False","total",1329534,3376649,"False",20210114,"REPUBLICAN"
"2774",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","INDER ??ANDY?? SONI","AMERICA FIRST","False","total",3593,3376649,"False",20210114,"OTHER"
"2775",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","GWEN DIAKOS","JERSEY STRONG INDEPENDENTS","False","total",9359,3376649,"False",20210114,"OTHER"
"2776",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","KENNETH R. KAPLAN","LIBERTARIAN","False","total",16803,3376649,"False",20210114,"LIBERTARIAN"
"2777",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","J. DAVID DRANIKOFF","TOTALLY INDEPENDENT CANDIDATE","False","total",3834,3376649,"False",20210114,"OTHER"
"2778",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","EUGENE MARTIN LAVERGNE","NO SLOGAN","False","total",2198,3376649,"False",20210114,"OTHER"
"2779",2012,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","DARYL MIKELL BROOKS","REFORM NATION","False","total",2066,3376649,"False",20210114,"OTHER"
"2780",2012,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen","False","MARTIN HEINRICH","DEMOCRAT","False","total",395717,775793,"False",20210114,"DEMOCRAT"
"2781",2012,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen","False","JON R. BARRIE","INDEPENDENT AMERICAN","False","total",28199,775793,"False",20210114,"OTHER"
"2782",2012,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen","False","HEATHER A. WILSON","REPUBLICAN","False","total",351260,775793,"False",20210114,"REPUBLICAN"
"2783",2012,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen","False","","","True","total",617,775793,"False",20210114,"OTHER"
