"","year","state","state_po","state_fips","state_cen","state_ic","office","district","stage","special","candidate","party_detailed","writein","mode","candidatevotes","totalvotes","unofficial","version","party_simplified"
"2102",2004,"SOUTH DAKOTA","SD",46,45,37,"US SENATE","statewide","gen","False","TOM DASCHLE","DEMOCRAT","False","total",193340,391188,"False",20210114,"DEMOCRAT"
"2103",2004,"SOUTH DAKOTA","SD",46,45,37,"US SENATE","statewide","gen","False","JOHN THUNE","REPUBLICAN","False","total",197848,391188,"False",20210114,"REPUBLICAN"
"2104",2004,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","R. PAUL VAN DAM","DEMOCRAT","False","total",258955,911726,"False",20210114,"DEMOCRAT"
"2105",2004,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","ROBERT F. BENNETT","REPUBLICAN","False","total",626640,911726,"False",20210114,"REPUBLICAN"
"2106",2004,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","","","True","total",18,911726,"False",20210114,"OTHER"
"2107",2004,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","","","True","total",8824,911726,"False",20210114,"OTHER"
"2108",2004,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","GARY R. VAN HORN","CONSTITUTION","False","total",17289,911726,"False",20210114,"OTHER"
"2109",2004,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","BEN MITCHELL","LIBERTY UNION","False","total",879,307208,"False",20210114,"OTHER"
"2110",2004,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","CRAIG HILL","VERMONT GREEN","False","total",3999,307208,"False",20210114,"OTHER"
"2111",2004,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","KEITH STERN","INDEPENDENT","False","total",3300,307208,"False",20210114,"OTHER"
"2112",2004,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","","","True","total",174,307208,"False",20210114,"OTHER"
"2113",2004,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","JACK MCMULLEN","REPUBLICAN","False","total",75398,307208,"False",20210114,"REPUBLICAN"
"2114",2004,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","PATRICK J. LEAHY","DEMOCRAT","False","total",216972,307208,"False",20210114,"DEMOCRAT"
"2115",2004,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","CRIS ERICSON","MARIJUANA","False","total",6486,307208,"False",20210114,"OTHER"
"2116",2004,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen","False","PATTY MURRAY","DEMOCRAT","False","total",1549708,2818651,"False",20210114,"DEMOCRAT"
"2117",2004,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen","False","MARK B. WILSON","GREEN","False","total",30304,2818651,"False",20210114,"OTHER"
"2118",2004,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen","False","GEORGE R. NETHERCUTT","REPUBLICAN","False","total",1204584,2818651,"False",20210114,"REPUBLICAN"
"2119",2004,"WASHINGTON","WA",53,91,73,"US SENATE","statewide","gen","False","J. MILLS","LIBERTARIAN","False","total",34055,2818651,"False",20210114,"LIBERTARIAN"
"2120",2004,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","ARIF KHAN","LIBERTARIAN","False","total",8367,2949743,"False",20210114,"LIBERTARIAN"
"2121",2004,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","BLANK VOTE/SCATTERING","","False","total",834,2949743,"False",20210114,"OTHER"
"2122",2004,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","RUSSEL D. FEINGOLD","DEMOCRAT","False","total",1632697,2949743,"False",20210114,"DEMOCRAT"
"2123",2004,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","TIM MICHELS","REPUBLICAN","False","total",1301183,2949743,"False",20210114,"REPUBLICAN"
"2124",2004,"WISCONSIN","WI",55,35,25,"US SENATE","statewide","gen","False","EUGENE A. HEM","INDEPENDENT","False","total",6662,2949743,"False",20210114,"OTHER"
"2125",2006,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen","False","JIM PEDERSON","DEMOCRAT","False","total",664141,1526782,"False",20210114,"DEMOCRAT"
"2126",2006,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen","False","","","True","total",12,1526782,"False",20210114,"OTHER"
"2127",2006,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen","False","JON KYL","REPUBLICAN","False","total",814398,1526782,"False",20210114,"REPUBLICAN"
"2128",2006,"ARIZONA","AZ",4,86,61,"US SENATE","statewide","gen","False","RICHARD MACK","LIBERTARIAN","False","total",48231,1526782,"False",20210114,"LIBERTARIAN"
"2129",2006,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen","False","MARSHA FEINLAND","PEACE AND FREEDOM","False","total",117764,8541476,"False",20210114,"OTHER"
"2130",2006,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen","False","DON J. GRUNDMANN","INDEPENDENT","False","total",75350,8541476,"False",20210114,"OTHER"
"2131",2006,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen","False","DIANNE FEINSTEIN","DEMOCRAT","False","total",5076289,8541476,"False",20210114,"DEMOCRAT"
"2132",2006,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen","False","","","True","total",326,8541476,"False",20210114,"OTHER"
"2133",2006,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen","False","TODD CHRETIEN","GREEN","False","total",147074,8541476,"False",20210114,"OTHER"
"2134",2006,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen","False","MICHAEL S. METTI","LIBERTARIAN","False","total",133851,8541476,"False",20210114,"LIBERTARIAN"
"2135",2006,"CALIFORNIA","CA",6,93,71,"US SENATE","statewide","gen","False","RICHARD ""DICK"" MOUNTJOY","REPUBLICAN","False","total",2990822,8541476,"False",20210114,"REPUBLICAN"
"2136",2006,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","JOSEPH I. LIEBERMAN","CONNECTICUT FOR LIEBERMAN","False","total",564095,1134777,"False",20210114,"OTHER"
"2137",2006,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","TIMOTHY A. KNIBBS","CONCERNED CITIZENS","False","total",4638,1134777,"False",20210114,"OTHER"
"2138",2006,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","ALAN SCHLESINGER","REPUBLICAN","False","total",109198,1134777,"False",20210114,"REPUBLICAN"
"2139",2006,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","","","True","total",80,1134777,"False",20210114,"OTHER"
"2140",2006,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","NED LAMONT","DEMOCRAT","False","total",450844,1134777,"False",20210114,"DEMOCRAT"
"2141",2006,"CONNECTICUT","CT",9,16,1,"US SENATE","statewide","gen","False","RALPH A. FERRUCCI","GREEN","False","total",5922,1134777,"False",20210114,"OTHER"
"2142",2006,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen","False","JAN TING","REPUBLICAN","False","total",69734,242972,"False",20210114,"REPUBLICAN"
"2143",2006,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen","False","WILLIAM E. MORRIS","LIBERTARIAN","False","total",2671,242972,"False",20210114,"LIBERTARIAN"
"2144",2006,"DELAWARE","DE",10,51,11,"US SENATE","statewide","gen","False","THOMAS R. CARPER","DEMOCRAT","False","total",170567,242972,"False",20210114,"DEMOCRAT"
"2145",2006,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","BELINDA NOAH","NONE","False","total",24880,4793534,"False",20210114,"OTHER"
"2146",2006,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","","","True","total",16,4793534,"False",20210114,"OTHER"
"2147",2006,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","FLOYD RAY FRAZIER","NONE","False","total",16628,4793534,"False",20210114,"OTHER"
"2148",2006,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","BILL NELSON","DEMOCRAT","False","total",2890548,4793534,"False",20210114,"DEMOCRAT"
"2149",2006,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","BRIAN MOORE","NONE","False","total",19695,4793534,"False",20210114,"OTHER"
"2150",2006,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","","","True","total",78,4793534,"False",20210114,"OTHER"
"2151",2006,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","ROY TANNER","NONE","False","total",15562,4793534,"False",20210114,"OTHER"
"2152",2006,"FLORIDA","FL",12,59,43,"US SENATE","statewide","gen","False","KATHERINE HARRIS","REPUBLICAN","False","total",1826127,4793534,"False",20210114,"REPUBLICAN"
"2153",2006,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen","False","LLOYD JEFFREY MALLAN","LIBERTARIAN","False","total",6415,342842,"False",20210114,"LIBERTARIAN"
"2154",2006,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen","False","CYNTHIA THIELEN","REPUBLICAN","False","total",126097,342842,"False",20210114,"REPUBLICAN"
"2155",2006,"HAWAII","HI",15,95,82,"US SENATE","statewide","gen","False","DANIEL K. AKAKA","DEMOCRAT","False","total",210330,342842,"False",20210114,"DEMOCRAT"
"2156",2006,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen","False","RICHARD G. LUGAR","REPUBLICAN","False","total",1171553,1341111,"False",20210114,"REPUBLICAN"
"2157",2006,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen","False","","","True","total",294,1341111,"False",20210114,"OTHER"
"2158",2006,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen","False","STEVE OSBORN","LIBERTARIAN","False","total",168820,1341111,"False",20210114,"LIBERTARIAN"
"2159",2006,"INDIANA","IN",18,32,22,"US SENATE","statewide","gen","False","","","True","total",444,1341111,"False",20210114,"OTHER"
"2160",2006,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","OTHER","","False","total",179,545128,"False",20210114,"OTHER"
"2161",2006,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","OLYMPIA J. SNOWE","REPUBLICAN","False","total",405596,545128,"False",20210114,"REPUBLICAN"
"2162",2006,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","WILLIAM H. SLAVICK","INDEPENDENT","False","total",26222,545128,"False",20210114,"OTHER"
"2163",2006,"MAINE","ME",23,11,2,"US SENATE","statewide","gen","False","JEAN M. HAY BRIGHT","DEMOCRAT","False","total",113131,545128,"False",20210114,"DEMOCRAT"
"2164",2006,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","","","True","total",120,1781139,"False",20210114,"OTHER"
"2165",2006,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","KEVIN ZEESE","GREEN","False","total",27564,1781139,"False",20210114,"OTHER"
"2166",2006,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","MICHAEL S. STEELE","REPUBLICAN","False","total",787182,1781139,"False",20210114,"REPUBLICAN"
"2167",2006,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","","","True","total",796,1781139,"False",20210114,"OTHER"
"2168",2006,"MARYLAND","MD",24,52,52,"US SENATE","statewide","gen","False","BENJAMIN L. CARDIN","DEMOCRAT","False","total",965477,1781139,"False",20210114,"DEMOCRAT"
"2169",2006,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen","False","EDWARD M. KENNEDY","DEMOCRAT","False","total",1500738,2243835,"False",20210114,"DEMOCRAT"
"2170",2006,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen","False","BLANK VOTE/SCATTERING","","False","total",78345,2243835,"False",20210114,"OTHER"
"2171",2006,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen","False","OTHER","","False","total",3220,2243835,"False",20210114,"OTHER"
"2172",2006,"MASSACHUSETTS","MA",25,14,3,"US SENATE","statewide","gen","False","KENNETH G. CHASE","REPUBLICAN","False","total",661532,2243835,"False",20210114,"REPUBLICAN"
"2173",2006,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","","","True","total",24,3780142,"False",20210114,"OTHER"
"2174",2006,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","DEBBIE STABENOW","DEMOCRAT","False","total",2151278,3780142,"False",20210114,"DEMOCRAT"
"2175",2006,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","DAVID SOLE","GREEN","False","total",23890,3780142,"False",20210114,"OTHER"
"2176",2006,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","LEONARD SCHWARTZ","LIBERTARIAN","False","total",27012,3780142,"False",20210114,"LIBERTARIAN"
"2177",2006,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","W. DENNIS FITZSIMONS","U.S. TAXPAYERS","False","total",18341,3780142,"False",20210114,"OTHER"
"2178",2006,"MICHIGAN","MI",26,34,23,"US SENATE","statewide","gen","False","MICHAEL BOUCHARD","REPUBLICAN","False","total",1559597,3780142,"False",20210114,"REPUBLICAN"
"2179",2006,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","BEN POWERS","CONSTITUTION","False","total",5408,2202772,"False",20210114,"OTHER"
"2180",2006,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","MARK R. KENNEDY","REPUBLICAN","False","total",835653,2202772,"False",20210114,"REPUBLICAN"
"2181",2006,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","","","True","total",954,2202772,"False",20210114,"OTHER"
"2182",2006,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","MICHAEL JAMES CAVLAN","GREEN","False","total",10714,2202772,"False",20210114,"OTHER"
"2183",2006,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","AMY KLOBUCHAR","DEMOCRATIC-FARMER-LABOR","False","total",1278849,2202772,"False",20210114,"DEMOCRAT"
"2184",2006,"MINNESOTA","MN",27,41,33,"US SENATE","statewide","gen","False","ROBERT FITZGERALD","INDEPENDENCE","False","total",71194,2202772,"False",20210114,"OTHER"
"2185",2006,"MISSISSIPPI","MS",28,64,46,"US SENATE","statewide","gen","False","HAROLD M. TAYLOR","LIBERTARIAN","False","total",9522,610921,"False",20210114,"LIBERTARIAN"
"2186",2006,"MISSISSIPPI","MS",28,64,46,"US SENATE","statewide","gen","False","TRENT LOTT","REPUBLICAN","False","total",388399,610921,"False",20210114,"REPUBLICAN"
"2187",2006,"MISSISSIPPI","MS",28,64,46,"US SENATE","statewide","gen","False","ERIK R. FLEMING","DEMOCRAT","False","total",213000,610921,"False",20210114,"DEMOCRAT"
"2188",2006,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","FRANK GILMOUR","LIBERTARIAN","False","total",47792,2128459,"False",20210114,"LIBERTARIAN"
"2189",2006,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","","","True","total",88,2128459,"False",20210114,"OTHER"
"2190",2006,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","JAMES M. TALENT","REPUBLICAN","False","total",1006941,2128459,"False",20210114,"REPUBLICAN"
"2191",2006,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","LYDIA LEWIS","PROGRESSIVE","False","total",18383,2128459,"False",20210114,"OTHER"
"2192",2006,"MISSOURI","MO",29,43,34,"US SENATE","statewide","gen","False","CLAIRE MCCASKILL","DEMOCRAT","False","total",1055255,2128459,"False",20210114,"DEMOCRAT"
"2193",2006,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen","False","CONRAD BURNS","REPUBLICAN","False","total",196283,406505,"False",20210114,"REPUBLICAN"
"2194",2006,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen","False","STAN JONES","LIBERTARIAN","False","total",10377,406505,"False",20210114,"LIBERTARIAN"
"2195",2006,"MONTANA","MT",30,81,64,"US SENATE","statewide","gen","False","JON TESTER","DEMOCRAT","False","total",199845,406505,"False",20210114,"DEMOCRAT"
"2196",2006,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen","False","PETE RICKETTS","REPUBLICAN","False","total",213928,592316,"False",20210114,"REPUBLICAN"
"2197",2006,"NEBRASKA","NE",31,46,35,"US SENATE","statewide","gen","False","E. BENJAMIN NELSON","DEMOCRAT","False","total",378388,592316,"False",20210114,"DEMOCRAT"
"2198",2006,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen","False","DAVID K. SCHUMANN","INDEPENDENT","False","total",7774,582572,"False",20210114,"OTHER"
"2199",2006,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen","False","BRENDAN TRAINOR","LIBERTARIAN","False","total",5269,582572,"False",20210114,"LIBERTARIAN"
"2200",2006,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen","False","OTHER","","False","total",8232,582572,"False",20210114,"OTHER"
"2201",2006,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen","False","JOHN ENSIGN","REPUBLICAN","False","total",322501,582572,"False",20210114,"REPUBLICAN"
"2202",2006,"NEVADA","NV",32,88,65,"US SENATE","statewide","gen","False","JACK CARTER","DEMOCRAT","False","total",238796,582572,"False",20210114,"DEMOCRAT"
"2203",2006,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","THOMAS H. KEAN, JR.","REPUBLICAN","False","total",41998,101973,"False",20210114,"REPUBLICAN"
"2204",2006,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","ROBERT MENENDEZ","DEMOCRAT","False","total",58333,101973,"False",20210114,"DEMOCRAT"
"2205",2006,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","ANGELA L. LARISCY","SOCIALIST WORKERS","False","total",90,101973,"False",20210114,"OTHER"
"2206",2006,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","DARYL MIKELL BROOKS","POOR PEOPLE«êS CAMPAIGN","False","total",263,101973,"False",20210114,"OTHER"
"2207",2006,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","LEN FLYNN","LIBERTARIAN","False","total",345,101973,"False",20210114,"LIBERTARIAN"
"2208",2006,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","J. M. CARTER","GOD WE TRUST","False","total",395,101973,"False",20210114,"OTHER"
"2209",2006,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","EDWARD FORCHION","LEGALIZE MARIJUANA (G.R.I.P.)","False","total",336,101973,"False",20210114,"OTHER"
"2210",2006,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","N. LEONARD SMITH","SOLIDARITY","False","total",166,101973,"False",20210114,"OTHER"
"2211",2006,"NEW JERSEY","NJ",34,22,12,"US SENATE","statewide","gen","False","GREGORY PASON","SOCIALIST PARTY USA","False","total",47,101973,"False",20210114,"OTHER"
"2212",2006,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen","False","ALLEN W. MCCULLOCH","REPUBLICAN","False","total",163826,558550,"False",20210114,"REPUBLICAN"
"2213",2006,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen","False","","","True","total",359,558550,"False",20210114,"OTHER"
"2214",2006,"NEW MEXICO","NM",35,85,66,"US SENATE","statewide","gen","False","JEFF BINGAMAN","DEMOCRAT","False","total",394365,558550,"False",20210114,"DEMOCRAT"
"2215",2006,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen","False","WILLIAM VAN AUKEN","SOCIALIST EQUALITY","False","total",6004,4700632,"False",20210114,"OTHER"
"2216",2006,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen","False","HILLARY RODHAM CLINTON","INDEPENDENCE","False","total",160705,4700632,"False",20210114,"OTHER"
"2217",2006,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen","False","JOHN SPENCER","REPUBLICAN","False","total",1212902,4700632,"False",20210114,"REPUBLICAN"
"2218",2006,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen","False","ROGER CALERO","SOCIALIST WORKERS","False","total",6967,4700632,"False",20210114,"OTHER"
"2219",2006,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen","False","HOWIE HAWKINS","GREEN","False","total",55469,4700632,"False",20210114,"OTHER"
"2220",2006,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen","False","JOHN SPENCER","CONSERVATIVE","False","total",179287,4700632,"False",20210114,"OTHER"
"2221",2006,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen","False","JEFFREY T. RUSSELL","LIBERTARIAN","False","total",20996,4700632,"False",20210114,"LIBERTARIAN"
"2222",2006,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen","False","HILLARY RODHAM CLINTON","WORKING FAMILIES","False","total",148792,4700632,"False",20210114,"OTHER"
"2223",2006,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen","False","HILLARY RODHAM CLINTON","DEMOCRAT","False","total",2698931,4700632,"False",20210114,"DEMOCRAT"
"2224",2006,"NEW YORK","NY",36,21,13,"US SENATE","statewide","gen","False","BLANK VOTE/SCATTERING","","False","total",210579,4700632,"False",20210114,"OTHER"
"2225",2006,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen","False","ROLAND RIEMERS","INDEPENDENT","False","total",2194,218152,"False",20210114,"OTHER"
"2226",2006,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen","False","JAMES GERMALIC","INDEPENDENT","False","total",1395,218152,"False",20210114,"OTHER"
"2227",2006,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen","False","DWIGHT GROTBERG","REPUBLICAN","False","total",64417,218152,"False",20210114,"REPUBLICAN"
"2228",2006,"NORTH DAKOTA","ND",38,44,36,"US SENATE","statewide","gen","False","KENT CONRAD","DEMOCRAT","False","total",150146,218152,"False",20210114,"DEMOCRAT"
"2229",2006,"OHIO","OH",39,31,24,"US SENATE","statewide","gen","False","","","True","total",830,4019236,"False",20210114,"OTHER"
"2230",2006,"OHIO","OH",39,31,24,"US SENATE","statewide","gen","False","MIKE DEWINE","REPUBLICAN","False","total",1761037,4019236,"False",20210114,"REPUBLICAN"
"2231",2006,"OHIO","OH",39,31,24,"US SENATE","statewide","gen","False","SHERROD BROWN","DEMOCRAT","False","total",2257369,4019236,"False",20210114,"DEMOCRAT"
"2232",2006,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen","False","BOB CASEY, JR.","DEMOCRAT","False","total",2392984,4081043,"False",20210114,"DEMOCRAT"
"2233",2006,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen","False","","","True","total",3281,4081043,"False",20210114,"OTHER"
"2234",2006,"PENNSYLVANIA","PA",42,23,14,"US SENATE","statewide","gen","False","RICK SANTORUM","REPUBLICAN","False","total",1684778,4081043,"False",20210114,"REPUBLICAN"
"2235",2006,"RHODE ISLAND","RI",44,15,5,"US SENATE","statewide","gen","False","LINCOLN CHAFEE","REPUBLICAN","False","total",178950,384993,"False",20210114,"REPUBLICAN"
"2236",2006,"RHODE ISLAND","RI",44,15,5,"US SENATE","statewide","gen","False","SHELDON WHITEHOUSE","DEMOCRAT","False","total",206043,384993,"False",20210114,"DEMOCRAT"
"2237",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","DAVID GATCHELL","INDEPENDENT","False","total",3746,1833695,"False",20210114,"OTHER"
"2238",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","HAROLD E. FORD, JR.","DEMOCRAT","False","total",879976,1833695,"False",20210114,"DEMOCRAT"
"2239",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","EMORY ê_«äê_«äBOê_«êê_«ê HEYWARD","INDEPENDENT","False","total",3580,1833695,"False",20210114,"OTHER"
"2240",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","MARY TAYLOR SHELBY","INDEPENDENT","False","total",1,1833695,"False",20210114,"OTHER"
"2241",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","GARY KEPLINGER","INDEPENDENT","False","total",3033,1833695,"False",20210114,"OTHER"
"2242",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","GLORIA D. REAGON PRICE","INDEPENDENT","False","total",1,1833695,"False",20210114,"OTHER"
"2243",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","CHRISTOPHER JOSEPH LUGO","INDEPENDENT","False","total",2589,1833695,"False",20210114,"OTHER"
"2244",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","ED CHOATE","INDEPENDENT","False","total",10831,1833695,"False",20210114,"OTHER"
"2245",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","JAMES ANTHONY GRAY","INDEPENDENT","False","total",14,1833695,"False",20210114,"OTHER"
"2246",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","BOB CORKER","REPUBLICAN","False","total",929911,1833695,"False",20210114,"REPUBLICAN"
"2247",2006,"TENNESSEE","TN",47,62,54,"US SENATE","statewide","gen","False","JOHN JAY HOOKER","INDEPENDENT","False","total",13,1833695,"False",20210114,"OTHER"
"2248",2006,"TEXAS","TX",48,74,49,"US SENATE","statewide","gen","False","BARBARA ANN RADNOFSKY","DEMOCRAT","False","total",1555202,4314663,"False",20210114,"DEMOCRAT"
"2249",2006,"TEXAS","TX",48,74,49,"US SENATE","statewide","gen","False","KAY BAILEY HUTCHISON","REPUBLICAN","False","total",2661789,4314663,"False",20210114,"REPUBLICAN"
"2250",2006,"TEXAS","TX",48,74,49,"US SENATE","statewide","gen","False","SCOTT LANIER JAMESON","LIBERTARIAN","False","total",97672,4314663,"False",20210114,"LIBERTARIAN"
"2251",2006,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","ROGER I. PRICE","PERSONAL CHOICE","False","total",9089,571252,"False",20210114,"OTHER"
"2252",2006,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","JULIAN HATCH","DESERT GREENS","False","total",2512,571252,"False",20210114,"OTHER"
"2253",2006,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","DAVID STARR SEELY","LIBERTARIAN","False","total",4428,571252,"False",20210114,"LIBERTARIAN"
"2254",2006,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","ORRIN G. HATCH","REPUBLICAN","False","total",356238,571252,"False",20210114,"REPUBLICAN"
"2255",2006,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","PETE ASHDOWN","DEMOCRAT","False","total",177459,571252,"False",20210114,"DEMOCRAT"
"2256",2006,"UTAH","UT",49,87,67,"US SENATE","statewide","gen","False","SCOTT N. BRADLEY","CONSTITUTION","False","total",21526,571252,"False",20210114,"OTHER"
"2257",2006,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","","","True","total",267,262419,"False",20210114,"OTHER"
"2258",2006,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","PETE DIAMONDSTONE","LIBERTY UNION","False","total",801,262419,"False",20210114,"OTHER"
"2259",2006,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","RICH TARRANT","REPUBLICAN","False","total",84924,262419,"False",20210114,"REPUBLICAN"
"2260",2006,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","PETER MOSS","ANTI-BUSHIST CANDIDATE","False","total",1518,262419,"False",20210114,"OTHER"
"2261",2006,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","BERNARD SANDERS","INDEPENDENT","False","total",171638,262419,"False",20210114,"OTHER"
"2262",2006,"VERMONT","VT",50,13,6,"US SENATE","statewide","gen","False","CRIS ERICSON","INDEPENDENT","False","total",1735,262419,"False",20210114,"OTHER"
