"Candidate identification","Candidate name","Incumbent challenger status","Party affiliation","Total receipts","Total individual contributions","Candidate state","Candidate district","Special election status","Primary election status","Runoff election status","General election status"
"H2GA12014","MOBLEY, NEASE CLEVELAND JR","O","REP",252461.73,245732.86,"GA","12",NA,NA,NA,NA
"H2GA12089","DOOLEY, BARBARA M","O","REP",436760.18,414038.14,"GA","12",NA,NA,NA,NA
"H2GA12097","BURNS, O MAXIE","O","REP",934354.31,494614.37,"GA","12",NA,"W",NA,"W"
"H2GA00019","HECHT, GREGORY KEITH","O","DEM",1345400.73,927761.18,"GA","13",NA,NA,NA,NA
"H2GA13012","SCOTT, DAVID ALBERT","O","DEM",1506683.16,617786.66,"GA","13",NA,"W",NA,"W"
"H2GA13020","JAMES, DONZELLA J","O","DEM",83678.02,64593.02,"GA","13",NA,NA,NA,NA
"H8GA06112","WORLEY, DAVID JAMES","O","DEM",819403.11,548036.26,"GA","13",NA,NA,NA,NA
"H2GA11123","COX, JOHN CLAYTON","O","REP",647914.84,128983.19,"GA","13",NA,"W",NA,"L"
"H2GU00025","UNDERWOOD, ROBERT A","I","DEM",14420,11420,"GU","00",NA,NA,NA,NA
"H2GU00033","BORDALLO, MADELEINE Z","C","DEM",188776.09,183776.09,"GU","00",NA,"W",NA,"W"
"H2GU00041","WON PAT, JUDITH T PEREZ","C","DEM",38778,13778,"GU","00",NA,NA,NA,NA
"H2GU00058","ADA, JOSEPH F","C","REP",94270.25,90270.25,"GU","00",NA,"W",NA,"L"
"H6HI01113","HANNEMANN, MULIUFI FRANCIS","C","DEM",11021,0,"HI","01",NA,NA,NA,NA
"H6HI01121","ABERCROMBIE, NEIL","I","DEM",901314.27,415685.36,"HI","01",NA,"W",NA,"W"
"H0HI01116","GABBARD, MIKE","C","REP",0,0,"HI","01",NA,NA,NA,NA
"H0HI01132","MEYERS, PHILIP L","C","REP",0,0,"HI","01",NA,NA,NA,NA
"H2HI01047","WHITE, OPASSI","C","REP",14100,0,"HI","01",NA,NA,NA,NA
"H0HI01058","MATSUNAGA, MATTHEW MASAO","C","DEM",77545,11545,"HI","02",NA,NA,NA,NA
"H2HI02110","HANABUSA, COLLEEN WAKAKO","C","DEM",198655,78155,"HI","02",NA,NA,NA,NA
"H2HI02128","CASE, EDWARD ESPENETT","O","DEM",297040.87,267812.29,"HI","02",NA,NA,NA,NA
"H2HI02144","REYES, ARTURO PACHEO","O","DEM",2016,0,"HI","02",NA,NA,NA,NA
"H2HI02474","WAIHEE, JOHN","C","DEM",19450,19450,"HI","02",NA,NA,NA,NA
"H6HI02038","MINK, PATSY TAKEMOTO","I","DEM",252120.72,114183,"HI","02",NA,"W",NA,"W"
"H6HI02152","BUNDA, ROBERT","C","DEM",0,0,"HI","02",NA,NA,NA,NA
"H0HI02072","DONOVAN, JAMES M","C","REP",4975,275,"HI","02",NA,NA,NA,NA
"H2HI02102","MCDERMOTT, ROBERT CHARLES","O","REP",86106.51,82877.25,"HI","02",NA,"W",NA,"L"
"H2HI02243","CARROLL, JOHN STANLEY","O","REP",3516,2082,"HI","02",NA,NA,NA,NA
"H2HI02292","KALOI, KIMO","O","REP",24417.29,17630,"HI","02",NA,NA,NA,NA
"H2HI02490","MARUMOTO, BARBARA C","C","REP",41169.45,15169.45,"HI","02",NA,NA,NA,NA
"H8HI02059","DOUGLASS, CAROL JEAN","C","REP",180,180,"HI","02",NA,NA,NA,NA
"H2IA01030","HUTCHINSON, ANN","C","DEM",1202248.51,555049.73,"IA","01",NA,"W",NA,"L"
"H2IA01048","HEATH, DENNIS CRAIG","C","DEM",5210,340,"IA","01",NA,NA,NA,NA
"H2IA03028","NAGLE, DAVID R","C","DEM",102012.31,59148.17,"IA","01",NA,NA,NA,NA
"H0IA02040","NUSSLE, JIM","I","REP",1984687.6,692752.98,"IA","01",NA,"W",NA,"W"
"H2IA02038","THOMAS, JULIANNE HILDA","C","DEM",1346600.42,701424.64,"IA","02",NA,"W",NA,"L"
"H6IA01056","WHITAKER, JOHN RICHARD","C","DEM",9621,7291,"IA","02",NA,NA,NA,NA
"H6IA02120","SMITH, DONNA L","C","DEM",1035,220,"IA","02",NA,NA,NA,NA
"H6IA01015","LEACH, JAMES A","I","REP",748562.8,576540.49,"IA","02",NA,"W",NA,"W"
"H6IA03144","BOSWELL, LEONARD L.","I","DEM",1260274.15,401038,"IA","03",NA,"W",NA,"W"
"H2IA04059","JOHNSON, RICHARD D","C","REP",149943,98843,"IA","03",NA,NA,NA,NA
"H2IA04067","THOMPSON, STANLEY J","C","REP",900832.56,593623,"IA","03",NA,"W",NA,"L"
"H6IA03193","MARCUS, JAY BENJAMIN","C","REP",43623,2050,"IA","03",NA,NA,NA,NA
"H8IA03058","FERREN, PHILIP KAY","C","REP",0,0,"IA","03",NA,NA,NA,NA
"H0IA04053","HUSTON, MICHAEL L","C","DEM",4155,695,"IA","04",NA,NA,NA,NA
"H0IA04087","MCCOY, MATT","O","DEM",144245,62842,"IA","04",NA,NA,NA,NA
"H2IA04075","NORRIS, JOHN ROBERT","C","DEM",1293467.55,710413.44,"IA","04",NA,"W",NA,"L"
"H8IA05038","DVORAK, JON","C","DEM",0,0,"IA","04",NA,NA,NA,NA
"H2IA04091","BOLIVER, GAIL ELDRED","C","REP",42214.08,9320,"IA","04",NA,NA,NA,NA
"H4IA04048","GANSKE, JOHN GREG","I","REP",9894,3150,"IA","04",NA,NA,NA,NA
"H4IA05102","LATHAM, TOM","I","REP",1461023.31,431804,"IA","04",NA,"W",NA,"W"
"H2IA05056","SHOMSHOR, PAUL CHARLES JR","O","DEM",91861.5,61566.85,"IA","05",NA,"W",NA,"L"
"H2IA05031","BALLENGER, JEFFREY A","O","REP",529616.65,104838.07,"IA","05",NA,NA,NA,NA
"H2IA05049","SIEGRIST, JOHN B","O","REP",212365.22,186375,"IA","05",NA,NA,NA,NA
"H2IA05064","REDWINE, JOHN NEWLAND","O","REP",309247.26,240945.7,"IA","05",NA,NA,NA,NA
"H2IA05072","KING, STEVEN A","O","REP",701083.95,526414.9,"IA","05",NA,"W",NA,"W"
"H0ID01154","PALL, LINDA LOUISE BLACKWELDER","O","DEM",0,0,"ID","01",NA,NA,NA,NA
"H2ID01085","RICHARDSON, BETTY","C","DEM",478247.94,319561.04,"ID","01",NA,"W",NA,"L"
"H6ID01094","WILLIAMS, DANIEL EVERETT","C","DEM",43,0,"ID","01",NA,NA,NA,NA
"H0ID01139","OTTER, C L BUTCH","I","REP",1030100.26,544194.29,"ID","01",NA,"W",NA,"W"
"H2ID02117","KINGHORN, EDWARD","C","DEM",12468,6064,"ID","02",NA,NA,NA,"L"
"H6ID02118","SEIDL, JOHN D","C","DEM",0,100,"ID","02",NA,NA,NA,NA
"H2ID02034","CRAPO, MICHAEL D","C","REP",0,0,"ID","02",NA,NA,NA,NA
"H8ID02064","SIMPSON, MICHAEL K","I","REP",342935.27,91823.12,"ID","02",NA,"W",NA,"W"
"H8ID02072","STUBBS, MARK DARWIN","C","REP",68660,0,"ID","02",NA,NA,NA,NA
"H2IL00051","KOPROWSKI, GENE","C","UNK",0,0,"IL","00",NA,NA,NA,NA
"H0IL01087","OBAMA, BARACK H","C","DEM",38764.46,26975,"IL","01",NA,NA,NA,NA
"H0IL01095","TROTTER, DONNE E","C","DEM",14040,10190,"IL","01",NA,NA,NA,NA
"H2IL01042","RUSH, BOBBY LEE","I","DEM",256929.5,52040,"IL","01",NA,"W",NA,"W"
"H6IL01092","DAVIS, CALEB A JR","C","DEM",0,0,"IL","01",NA,NA,NA,NA
"H2IL02123","WILLIAMS, YVONNE CHRISTIAN","C","DEM",29462,29134,"IL","02",NA,NA,NA,NA
"H6IL02124","JACKSON, JESSE JR","I","DEM",738832.68,428810.04,"IL","02",NA,"W",NA,"W"
"H2IL02115","NELSON, DOUG","C","REP",9250,250,"IL","02",NA,"W",NA,"L"
"H2IL05019","LIPINSKI, WILLIAM O","I","DEM",382937.99,126233.19,"IL","03",NA,"W",NA,"W"
"H0IL08033","MARSHALL, ROBERT","C","REP",0,0,"IL","03",NA,NA,NA,NA
"H8IL03045","GROTH, KARL ANDREW","C","REP",5874,2760,"IL","03",NA,NA,NA,NA
"H2IL04111","CASTRO, MARTIN R","C","DEM",594140.12,558553.22,"IL","04",NA,"L",NA,NA
"H2IL05035","HOLOWINSKI, JOHN JOSEPH","C","DEM",7660,5565,"IL","04",NA,"L",NA,NA
"H2IL08039","GUTIERREZ, LUIS V","I","DEM",699491.92,357489.48,"IL","04",NA,"W",NA,"W"
"H2IL05076","KASZAK, NANCY","O","DEM",888116.21,854180.76,"IL","05",NA,"L",NA,NA
"H2IL05084","HANSEN, BERNARD JOSEPH","O","DEM",107800,106000,"IL","05",NA,NA,NA,NA
"H2IL05092","EMANUEL, RAHM ISRAEL","O","DEM",3149645.42,2256010.85,"IL","05",NA,"W",NA,"W"
"H2IL05100","DAGHER, PETER ALEXANDER","O","DEM",201218.96,165553.55,"IL","05",NA,"L",NA,NA
"H2IL05118","MCHALE, MICHAEL BRENT","O","DEM",20750,20750,"IL","05",NA,NA,NA,NA
"H2IL05142","FREDRICKSON, MARK ARNOLD","O","DEM",10,10,"IL","05",NA,"L",NA,NA
"H4IL05031","BLAGOJEVICH, ROD","I","DEM",205336.24,109835,"IL","05",NA,NA,NA,NA
"H6IL05093","SLOVINEC, JOSEPH GEORGE","O","DEM",63612,15002,"IL","05",NA,"L",NA,NA
"H2IL05126","AUGUSTI, MARK A","O","REP",199680.01,86242.19,"IL","05",NA,"W",NA,"L"
"H2IL05134","URBASZEWSKI, EUGENE RICHARD","O","REP",25577,7121,"IL","05",NA,"L",NA,NA
"H2IL05167","HURLEY, WILLIAM F","O","REP",17310.35,13803.85,"IL","05",NA,"L",NA,NA
"H0IL06037","CHRISTENSEN, BRENT MARTIN","C","DEM",0,0,"IL","06",NA,NA,NA,NA
"H8IL06055","CRAMER, THOMAS ALLEN","C","DEM",0,0,"IL","06",NA,NA,NA,NA
"H6IL06026","HYDE, HENRY JOHN","I","REP",586334.7,373136.84,"IL","06",NA,"W",NA,"W"
"H4IL07037","DAVIS, DANNY K","I","DEM",336882.87,108529.4,"IL","07",NA,"W",NA,"W"
"H4IL07086","SMITH, ED H.","C","DEM",500,0,"IL","07",NA,NA,NA,NA
"H6IL07024","COLLINS, CARDISS","C","DEM",807,0,"IL","07",NA,NA,NA,NA
"H8IL07061","JACKSON, WILNER J","C","DEM",0,0,"IL","07",NA,NA,NA,NA
"H2IL07080","TUNNEY, MARK","C","REP",50402,32690,"IL","07",NA,"W",NA,"L"
"H0IL08041","PRESSL, LANCE P","C","DEM",39564.52,5680,"IL","08",NA,NA,NA,NA
"H2IL08088","BEAN, MELISSA LUBURICH","C","DEM",329027.61,199808,"IL","08",NA,"W",NA,"L"
"H6IL12016","CRANE, PHILIP M","I","REP",695295.61,139910.84,"IL","08",NA,"W",NA,"W"
"H8IL08044","MCSWEENEY, DAVID","C","REP",94122.53,0,"IL","08",NA,NA,NA,NA
"H8IL09067","SCHAKOWSKY, JANICE D","I","DEM",861464.09,652837.99,"IL","09",NA,"W",NA,"W"
"H0IL09056","DRISCOLL, DENNIS J","C","REP",5151,150,"IL","09",NA,NA,NA,NA
"H2IL09102","DURIC, NICHOLAS M","C","REP",32950,9950,"IL","09",NA,NA,NA,"L"
"H0IL10096","COHEN, CHRISTOPHER B","O","DEM",1325,0,"IL","10",NA,NA,NA,NA
"H0IL10237","GASH, LAUREN BETH","O","DEM",22664.3,12941,"IL","10",NA,NA,NA,NA
"H2IL10043","PERRITT, HENRY H JR","C","DEM",477587.94,341470.82,"IL","10",NA,"W",NA,"L"
"H0IL10104","HOCHBERG, ANDREW S","O","REP",28153,0,"IL","10",NA,NA,NA,NA
"H0IL10120","KIRK, MARK STEVEN","I","REP",1705512.58,1165975.43,"IL","10",NA,"W",NA,"W"
"H0IL10138","DONNELLEY, SHAWN MARGARET","O","REP",0,0,"IL","10",NA,NA,NA,NA
"H0IL10161","COX, JOHN H","O","REP",12000,0,"IL","10",NA,NA,NA,NA
"H0IL10211","GUY, JOHN F","O","REP",908,0,"IL","10",NA,NA,NA,NA
"H8IL10016","PORTER, JOHN E","C","REP",2116,0,"IL","10",NA,NA,NA,NA
"H0IL11045","STEVENSON, JAMES P","C","DEM",5400,0,"IL","11",NA,NA,NA,NA
"H2IL11090","VAN DUYNE, KEITH S","C","DEM",31018.25,9585,"IL","11",NA,"W",NA,"L"
"H4IL11062","BALANOFF, CLEM","C","DEM",11,0,"IL","11",NA,NA,NA,NA
"H2IL11074","PANAYOTOVICH, SAM","C","REP",3600,3600,"IL","11",NA,NA,NA,NA
"H2IL11082","CLEMMONS, PATRICIA CAROL","C","REP",2000,2000,"IL","11",NA,NA,NA,NA
"H4IL11096","WELLER, GERALD C ""JERRY""","I","REP",2049633.9,545509.47,"IL","11",NA,"W",NA,"W"
"H8IL21021","COSTELLO, JERRY F","I","DEM",779737.84,425981,"IL","12",NA,"W",NA,"W"
"H8IL12046","PRICE, WILLIAM MELVIN","C","REP",0,0,"IL","12",NA,NA,NA,NA
"H8IL13069","BIGGERT, JUDY","I","REP",523807.36,260667,"IL","13",NA,"W",NA,"W"
"H2IL14060","QUICK, LAURENCE J","C","DEM",18195,10732,"IL","14",NA,NA,NA,"L"
"H6IL14095","HASTERT, J DENNIS","I","REP",3611603.53,1993017.69,"IL","14",NA,"W",NA,"W"
"H0IL15038","KELLEHER, F. MICHAEL JR.","C","DEM",61507,46462,"IL","15",NA,NA,NA,NA
"H6IL15076","PRUSSING, LAUREL LUNT","O","DEM",0,0,"IL","15",NA,NA,NA,NA
"H0IL15046","EWING, SAMUEL Y","O","REP",9315,450,"IL","15",NA,NA,NA,NA
"H0IL15053","JOHNSON, TIMOTHY V","I","REP",504070.73,211115,"IL","15",NA,"W",NA,"W"
"H0IL15061","BRADY, WILLIAM E","O","REP",0,0,"IL","15",NA,NA,NA,NA
"H2IL15034","EWING, THOMAS W","C","REP",8714,0,"IL","15",NA,NA,NA,NA
"H2IL15075","ESTABROOK, CARL","C","GRE",26004,14504,"IL","15",NA,NA,NA,"L"
"H0IL16143","HENDRICKSON, CHARLES W","C","DEM",4730,2430,"IL","16",NA,NA,NA,NA
"H2IL16032","KUTSCH, JOHN","C","DEM",71082.1,12128,"IL","16",NA,"W",NA,"L"
"H0IL16085","MANZULLO, DONALD A","I","REP",942166.19,432714.17,"IL","16",NA,"W",NA,"W"
"H0IL16150","HIPPIE, MARTIN VINCENT","C","IND",3134,3134,"IL","16",NA,NA,NA,NA
"H2IL19010","EVANS, LANE A","I","DEM",767668.82,382928.94,"IL","17",NA,"W",NA,"W"
"H2IL17048","CALDERONE, PETER","C","REP",45276,40438,"IL","17",NA,"W",NA,"L"
"H6IL17072","BAYNE, HAROLD ROBERT","C","REP",0,0,"IL","17",NA,NA,NA,NA
"H6IL17106","BAKER, MARK WESLEY","C","REP",1624,185,"IL","17",NA,NA,NA,NA
"H0IL18024","HARANT, JOYCE","C","DEM",164,0,"IL","18",NA,NA,NA,NA
"H4IL18059","LAHOOD, RAY","I","REP",1122132.34,616367.06,"IL","18",NA,"W",NA,"W"
"H8IL19066","PHELPS, DAVID D","I","DEM",1049398.56,415121.63,"IL","19",NA,"W",NA,"L"
"H8IL20015","ROBERTS, VICTOR WAYNE","C","DEM",0,0,"IL","19",NA,"L",NA,NA
"H2IL20042","SHIMKUS, JOHN M","I","REP",1848116.93,644509.34,"IL","19",NA,"W",NA,"W"
"H0IL20046","COOPER, JEFFREY SCOTT","C","DEM",12532,5500,"IL","20",NA,NA,NA,NA
"H6IL12065","ZERKLE, JAMES K","C","REP",0,0,"IL","20",NA,NA,NA,NA
"H6IL20084","OBLINGER, CARL D","C","REP",8452,55,"IL","20",NA,NA,NA,NA
"H4IN01012","VISCLOSKY, PETER J","I","DEM",955406.91,512155,"IN","01",NA,"W",NA,"W"
"H8IN01096","LEYVA, MARK J","C","REP",12190,1905,"IN","01",NA,"W",NA,"L"
"H0IN02109","LIGGETT, TROY DAVID","O","DEM",30,0,"IN","02",NA,NA,NA,NA
"H0IN02133","ROCK, ROBERT W","O","DEM",429,0,"IN","02",NA,NA,NA,NA
"H0IN02141","GYURE, RONALD ALAN","O","DEM",6250,300,"IN","02",NA,NA,NA,NA
"H2IN02139","MEISSNER, MARK J","O","DEM",52084.1,45291.98,"IN","02",NA,NA,NA,NA
"H2IN02147","ALEXA, WILLIAM E","O","DEM",147778.6,96603.83,"IN","02",NA,"L",NA,NA
"H2IN02154","FARRAND, KATHY CEKANSKI","O","DEM",12948,11534,"IN","02",NA,"L",NA,NA
"H6IN05026","THOMPSON, JILL LYNETTE LONG","O","DEM",1553050.79,887035.78,"IN","02",NA,"W",NA,"L"
"H0IN02091","LINDER, JEFFREY MARK","O","REP",10200,0,"IN","02",NA,NA,NA,NA
"H0IN02125","MESSER, ALLEN LUCAS","O","REP",4901,0,"IN","02",NA,NA,NA,NA
"H2IN03111","CHOCOLA, JOSEPH CHRISTOPHER","O","REP",1695150.07,808182.44,"IN","02",NA,"W",NA,"W"
"H4IN02051","MCINTOSH, DAVID MARTIN","C","REP",150,150,"IN","02",NA,NA,NA,NA
"H6IN10075","FRAZIER, WILLIAM G (BILL)","O","IND",5283,0,"IN","02",NA,NA,NA,NA
"H0IN03065","ROEMER, TIM","I","DEM",8076,606,"IN","03",NA,NA,NA,NA
"H2IN02113","PARENT, ROGER","C","DEM",17268,14750,"IN","03",NA,NA,NA,NA
"H2IN03129","RIGDON, JAY","C","DEM",133597.65,86485.18,"IN","03",NA,"W",NA,"L"
"H2IN03137","SCOTT, RODNEY DALE","C","DEM",8671,3680,"IN","03",NA,NA,NA,NA
"H0IN04030","HELMKE, PAUL","C","REP",201391.08,186293.33,"IN","03",NA,"L",NA,NA
"H2IN03061","BERNACCHI, DOUG ALLEN","C","REP",0,0,"IN","03",NA,NA,NA,NA
"H4IN04099","SOUDER, MARK E","I","REP",517331.24,317618.18,"IN","03",NA,"W",NA,"W"
"H6IN03138","ZAKAS, JOE","C","REP",0,0,"IN","03",NA,NA,NA,NA
"H0IN04147","FOSTER, MICHAEL DEWAYNE","C","DEM",2,0,"IN","04",NA,NA,NA,NA
"H2IN04101","ABBOTT, WILLIAM (BILL) ANTHONY","C","DEM",27807.82,2246,"IN","04",NA,NA,NA,"L"
"H6IN04094","HOUSEMAN, GERALD L","C","DEM",0,0,"IN","04",NA,NA,NA,NA
"H0IN07074","KERNS, BRIAN","I","REP",239159.44,102598,"IN","04",NA,"L",NA,NA
"H2IN04069","SMITH, ROBERT JAMES (BOB)","C","REP",31,0,"IN","04",NA,"L",NA,NA
"H2IN04077","YOUNG, R MICHAEL","C","REP",61099.61,39494.22,"IN","04",NA,"L",NA,NA
"H2IN04093","HERR, THOMAS J","C","REP",10994,530,"IN","04",NA,"L",NA,NA
"H2IN05025","BUYER, STEVEN","I","REP",981934.22,288817.5,"IN","04",NA,"W",NA,"W"
"H4IN04073","LOOMIS, J MICHAEL","C","REP",0,0,"IN","04",NA,NA,NA,NA
"H6IN04128","BISSON, KENNETH ALAN","C","LIB",0,0,"IN","04",NA,NA,NA,NA
"H0IN05045","GOODNIGHT, GREGORY EUGENE","C","DEM",0,0,"IN","05",NA,NA,NA,NA
"H0IN06084","GRIESEY, DARIN PATRICK","C","DEM",700,700,"IN","05",NA,"L",NA,NA
"H2IN05033","BRINEGAR, MIKE","C","DEM",26846,3460,"IN","05",NA,"L",NA,NA
"H2IN05058","CARR, KATHERINE FOX","C","DEM",25335,5497,"IN","05",NA,"W",NA,"L"
"H2IN06023","BURTON, DANNY L","I","REP",788319.7,421200.01,"IN","05",NA,"W",NA,"W"
"H2IN06148","FOX, MELINA ANN","C","DEM",346307.6,122005.46,"IN","06",NA,"W",NA,"L"
"H8IN02060","PENCE, MIKE","I","REP",1225883.71,778559.59,"IN","06",NA,"W",NA,"W"
"H8IN10063","HOFMEISTER, GARY","C","REP",0,0,"IN","06",NA,NA,NA,NA
"H8IN06061","HAUPTMANN, JOSEPH ALFRED","C","LIB",4455,625,"IN","06",NA,NA,NA,NA
"H6IN10141","CARSON, JULIA","I","DEM",998612.03,460895.58,"IN","07",NA,"W",NA,"W"
"H0IN01051","REYNOLDS, JACK","C","REP",13619,0,"IN","07",NA,NA,NA,NA
"H0IN07082","GRIFFITHS, BOB","O","REP",1203,500,"IN","07",NA,NA,NA,NA
"H0IN10094","MCVEY, BROSE A","C","REP",1120053.98,714619.91,"IN","07",NA,"W",NA,"L"
"H6IN07121","PEASE, EDWARD A","C","REP",2000,0,"IN","07",NA,NA,NA,NA
"H0IN07066","GRAF, MICHAEL DOUGLAS","C","DEM",603,500,"IN","08",NA,"L",NA,NA
"H0IN08072","PERRY, PAUL E","C","DEM",15711,250,"IN","08",NA,NA,NA,NA
"H0IN08080","HAMILTON, JOHN MARK","C","DEM",0,0,"IN","08",NA,NA,NA,NA
"H2IN08060","HARTKE, BRYAN LANE","C","DEM",397488.51,117429.75,"IN","08",NA,"W",NA,"L"
"H4IN08108","HOSTETTLER, JOHN N","I","REP",564190.85,543638.14,"IN","08",NA,"W",NA,"W"
"H8IN09032","HILL, BARON","I","DEM",1102731.13,458464.57,"IN","09",NA,"W",NA,"W"
"H0IN09054","KELLEMS, KEVIN S","C","REP",306,0,"IN","09",NA,NA,NA,NA
"H2IN09076","BAILEY, MICHAEL EVERETT","C","REP",44438,4192,"IN","09",NA,NA,NA,NA
"H2IN09084","SODREL, MICHAEL E","C","REP",1630580.57,334021.77,"IN","09",NA,"W",NA,"L"
"H2IN09092","REDMON, CHRISTOPHER ALLEN","C","REP",54407.63,40229.19,"IN","09",NA,"L",NA,NA
"H2IN09100","ELLINGTON, JEFF","C","REP",17522,0,"IN","09",NA,"L",NA,NA
"H0IN10078","SAMUEL, ANTHONY A","C","REP",12670,0,"IN","10",NA,NA,NA,NA
"H4IN10047","SCOTT, MARVIN BAILEY","C","REP",2,0,"IN","10",NA,NA,NA,NA
"H6IN10117","BLANKENBAKER, VIRGINIA MURPHY","C","REP",0,0,"IN","10",NA,NA,NA,NA
"H8KS01019","PHILLIPS, JIM","C","DEM",0,0,"KS","01",NA,NA,NA,NA
"H6KS01096","MORAN, JERRY","I","REP",489428.91,203318.97,"KS","01",NA,"W",NA,"W"
"H2KS02101","LYKINS, DAN","C","DEM",40525,27024,"KS","02",NA,"W",NA,"L"
"H6KS02227","RYUN, JIM R","I","REP",425738.33,174654.5,"KS","02",NA,"W",NA,"W"
"H8KS03049","MOORE, DENNIS","I","DEM",1899153.16,920896.77,"KS","03",NA,"W",NA,"W"
"H0KS03053","COLYER, JEFFREY","C","REP",720059.4,363288.5,"KS","03",NA,NA,NA,NA
"H0KS03061","MUSIL, GREGORY LYNNE","C","REP",1878,150,"KS","03",NA,NA,NA,NA
"H0KS03079","KLINE, PHILL D","C","REP",33326,6967,"KS","03",NA,NA,NA,NA
"H0KS03087","MORSCH, GARY B MD","C","REP",118914,50,"KS","03",NA,NA,NA,NA
"H2KS03125","GRASSIE, WILLIAM E","C","REP",34375,31725,"KS","03",NA,NA,NA,NA
"H2KS03133","TAFF, ADAM","C","REP",1203900.9,681016.82,"KS","03",NA,"W",NA,"L"
"H2KS03158","MARTIN, DOUGLAS WILLIAM","C","LIB",0,0,"KS","03",NA,NA,NA,NA
"H2KS03141","BLY, DAWN LOUISE","C","REF",8600.4,5792.4,"KS","03",NA,NA,NA,"L"
"H0KS04036","NOLLA, CARLOS J","C","DEM",682355.49,496639.94,"KS","04",NA,"W",NA,"L"
"H4KS04087","TIAHRT, W TODD","I","REP",979434.97,495166.22,"KS","04",NA,"W",NA,"W"
"H2KY01051","ALEXANDER, KLINT","C","DEM",545503.23,239572.99,"KY","01",NA,"W",NA,"L"
"H6KY01052","NULL, DENNIS L","C","DEM",0,0,"KY","01",NA,NA,NA,NA
"H4KY01040","WHITFIELD, ED","I","REP",999812.11,469978.34,"KY","01",NA,"W",NA,"W"
"H2KY02075","TABB, PETE","C","DEM",6935,2755,"KY","02",NA,"L",NA,NA
"H4KY02030","LEWIS, RON","I","REP",476720.98,229174.39,"KY","02",NA,"W",NA,"W"
"H0KY03119","JORDAN, ELEANOR","C","DEM",0,0,"KY","03",NA,NA,NA,NA
"H0KY03127","JENNINGS, CHARLES EDWARD (CHED)","C","DEM",484,0,"KY","03",NA,NA,NA,NA
"H2KY03149","GREENBERG, CRAIG ADAM","C","DEM",44274,33925,"KY","03",NA,NA,NA,NA
"H2KY03156","CONWAY, JOHN WILLIAM","C","DEM",1646183.09,918688.36,"KY","03",NA,"W",NA,"L"
"H6KY03090","NORTHUP, ANNE MEAGHER","I","REP",3443482.66,1903720.32,"KY","03",NA,"W",NA,"W"
"H8KY00035","LUCAS, KENNETH RAY","I","DEM",1383054.25,642933.53,"KY","04",NA,"W",NA,"W"
"H0KY04059","THONEY, ROGER NEIL","C","REP",16837.98,1937.98,"KY","04",NA,NA,NA,NA
"H0KY04067","BELL, DON","C","REP",0,0,"KY","04",NA,NA,NA,NA
"H2KY04071","DAVIS, GEOFFREY C","C","REP",875180.72,489933.28,"KY","04",NA,"W",NA,"L"
"H8KY04052","WILLIAMS, EDWIN GEX III","C","REP",0,0,"KY","04",NA,NA,NA,NA
"H0KY04083","SAIN, KEN","C","GRE",0,0,"KY","04",NA,NA,NA,NA
"H0KY05015","ROGERS, HAROLD D","I","REP",869070.67,361370.33,"KY","05",NA,"W",NA,"W"
"H2KY06076","BAESLER, HENRY SCOTT","C","DEM",36043,0,"KY","06",NA,NA,NA,NA
"H8KY03062","MILLER, JONATHAN SCOTT","C","DEM",0,0,"KY","06",NA,NA,NA,NA
"H6KY06085","FLETCHER, (ERNIE) ERNEST L","I","REP",1181076.86,648237.11,"KY","06",NA,"W",NA,"W"
"H0KY06070","GALBRAITH, LOUIS GATEWOOD","C","IND",18697,10302,"KY","06",NA,NA,NA,"L"
"H0LA01079","VITTER, DAVID B","I","REP",2280777.46,1123815.4,"LA","01",NA,"W",NA,"W"
"H0LA01095","DUKE, DAVID ERNEST","O","REP",0,0,"LA","01",NA,NA,NA,NA
"H4LA02053","NAMER, ROBERT","C","REP",78260,16760,"LA","01",NA,"W",NA,"L"
"H6LA03023","TREEN, DAVID CONNER","O","REP",3436,2000,"LA","01",NA,NA,NA,NA
"H0LA02044","MORIAL, MARC H","C","DEM",401,0,"LA","02",NA,NA,NA,NA
"H0LA02119","JEFFERSON, WILLIAM JENNINGS","I","DEM",1016540.65,280955,"LA","02",NA,"W",NA,"W"
"H2LA02040","DIXON, IRMA MUSE","C","DEM",152402.1,128378.69,"LA","02",NA,"W",NA,"L"
"H2LA02057","HUNT, CLARENCE","C","DEM",43900,0,"LA","02",NA,"W",NA,"L"
"H0LA03018","TAUZIN, W J BILLY","I","REP",2324918.14,605847.86,"LA","03",NA,"W",NA,"W"
"H2LA03048","IWANCIO, DAVID MICHAEL","C","UNK",5451,151,"LA","03",NA,"W",NA,"L"
"H2LA04103","MILKOVICH, JOHN CHARLES","C","DEM",159741.67,39313.7,"LA","04",NA,"W",NA,"L"
"H8LA04134","MCCRERY, JAMES O III","I","REP",1075921.71,523148.74,"LA","04",NA,"W",NA,"W"
"H2LA05092","WRIGHT, THOMAS D TOMMY","O","DEM",111863.05,1650,"LA","05",NA,"W",NA,"L"
"H6LA00037","THOMPSON, FRANCIS C","C","DEM",15,0,"LA","05",NA,NA,NA,NA
"H0LA08017","HOLLOWAY, CLYDE C","O","REP",620040.43,405273.11,"LA","05",NA,"W",NA,"L"
"H2LA05068","FLETCHER, DEWEY LEE","O","REP",2145209.74,1041480.59,"LA","05",NA,"W","L","R"
