,state,district,year,pvi,pvi_correct,black_pct,real_pvi
2895,MN,6,2014,-9.58,,,-9.58
2896,MN,6,2016,-9.58,,,-9.58
2897,MN,6,2018,-13.68,,,-13.68
2898,MN,6,2020,-13.68,,,-13.68
2899,MN,6,2022,-11.99,,,-11.99
2900,MN,6,2024,-11.99,,,-11.99
2901,MN,7,1998,-2.88,,,-2.88
2902,MN,7,2000,-2.88,,,-2.88
2903,MN,7,2002,-7.56,,,-7.56
2904,MN,7,2004,-7.56,,,-7.56
2905,MN,7,2006,-5.68,,,-5.68
2906,MN,7,2008,-5.68,,,-5.68
2907,MN,7,2010,-5.07,,,-5.07
2908,MN,7,2012,-5.34,,,-5.34
2909,MN,7,2014,-6.54,,,-6.54
2910,MN,7,2016,-6.54,,,-6.54
2911,MN,7,2018,-14.99,,,-14.99
2912,MN,7,2020,-14.99,,,-14.99
2913,MN,7,2022,-19.26,,,-19.26
2914,MN,7,2024,-19.26,,,-19.26
2915,MN,8,1998,8.61,,,8.61
2916,MN,8,2000,8.61,,,8.61
2917,MN,8,2002,2.67,,,2.67
2918,MN,8,2004,2.67,,,2.67
2919,MN,8,2006,4.09,,,4.09
2920,MN,8,2008,4.09,,,4.09
2921,MN,8,2010,1.68,,,1.68
2922,MN,8,2012,1.64,,,1.64
2923,MN,8,2014,0.79,,,0.79
2924,MN,8,2016,0.79,,,0.79
2925,MN,8,2018,-6.94,,,-6.94
2926,MN,8,2020,-6.94,,,-6.94
2927,MN,8,2022,-8.04,,,-8.04
2928,MN,8,2024,-8.04,,,-8.04
6073,MO,0,1998,-0.1126238638,,,-0.1126238638
6074,MO,0,2000,-0.1126238638,,,-0.1126238638
6173,MO,0,2002,-1.773774916,,,-1.773774916
6174,MO,0,2004,-1.773774916,,,-1.773774916
6273,MO,0,2006,-2.298582104,,,-2.298582104
6274,MO,0,2008,-2.298582104,,,-2.298582104
6373,MO,0,2010,-3.39091894,,,-3.39091894
6374,MO,0,2012,-3.39091894,,,-3.39091894
6473,MO,0,2014,-6.001466229,,,-6.001466229
6474,MO,0,2016,-6.001466229,,,-6.001466229
6573,MO,0,2018,-9.871227404,,,-9.871227404
6574,MO,0,2020,-9.871227404,,,-9.871227404
6673,MO,0,2022,-10.3239256,,,-10.3239256
6674,MO,0,2024,-10.3239256,,,-10.3239256
2987,MO,1,1998,24.18,,,24.18
2988,MO,1,2000,24.18,,,24.18
2989,MO,1,2002,23.25,,,23.25
2990,MO,1,2004,23.25,,,23.25
2991,MO,1,2006,25.64,,,25.64
2992,MO,1,2008,25.64,,,25.64
2993,MO,1,2010,26.68,,,26.68
2994,MO,1,2012,27.42,,,27.42
2995,MO,1,2014,28.54,,,28.54
2996,MO,1,2016,28.54,,,28.54
2997,MO,1,2018,29.16,,,29.16
2998,MO,1,2020,29.16,,,29.16
2999,MO,1,2022,27.32,,,27.32
3000,MO,1,2024,27.32,,,27.32
3001,MO,2,1998,-7.89,,,-7.89
3002,MO,2,2000,-7.89,,,-7.89
3003,MO,2,2002,-10.23,,,-10.23
3004,MO,2,2004,-10.23,,,-10.23
3005,MO,2,2006,-9.2,,,-9.2
3006,MO,2,2008,-9.2,,,-9.2
3007,MO,2,2010,-9.17,,,-9.17
3008,MO,2,2012,-6.68,,,-6.68
3009,MO,2,2014,-9.13,,,-9.13
3010,MO,2,2016,-9.13,,,-9.13
3011,MO,2,2018,-7.4,,,-7.4
3012,MO,2,2020,-7.4,,,-7.4
3013,MO,2,2022,-7.1,,,-7.1
3014,MO,2,2024,-7.1,,,-7.1
3015,MO,3,1998,2.3,,,2.3
3016,MO,3,2000,2.3,,,2.3
3017,MO,3,2002,5.36,,,5.36
3018,MO,3,2004,5.36,,,5.36
3019,MO,3,2006,7.47,,,7.47
3020,MO,3,2008,7.47,,,7.47
3021,MO,3,2010,7.06,,,7.06
3022,MO,3,2012,-9.9,,,-9.9
3023,MO,3,2014,-14.01,,,-14.01
3024,MO,3,2016,-14.01,,,-14.01
3025,MO,3,2018,-20.03,,,-20.03
3026,MO,3,2020,-20.03,,,-20.03
3027,MO,3,2022,-16.03,,,-16.03
3028,MO,3,2024,-16.03,,,-16.03
3029,MO,4,1998,-5.98,,,-5.98
3030,MO,4,2000,-5.98,,,-5.98
3031,MO,4,2002,-9.85,,,-9.85
3032,MO,4,2004,-9.85,,,-9.85
3033,MO,4,2006,-12.46,,,-12.46
3034,MO,4,2008,-12.46,,,-12.46
3035,MO,4,2010,-14.62,,,-14.62
3036,MO,4,2012,-10.91,,,-10.91
3037,MO,4,2014,-13.79,,,-13.79
3038,MO,4,2016,-13.79,,,-13.79
3039,MO,4,2018,-18.74,,,-18.74
3040,MO,4,2020,-18.74,,,-18.74
3041,MO,4,2022,-22.62,,,-22.62
3042,MO,4,2024,-22.62,,,-22.62
3043,MO,5,1998,10.96,,,10.96
3044,MO,5,2000,10.96,,,10.96
3045,MO,5,2002,11.76,,,11.76
3046,MO,5,2004,11.76,,,11.76
3047,MO,5,2006,11.06,,,11.06
3048,MO,5,2008,11.06,,,11.06
3049,MO,5,2010,10.32,,,10.32
3050,MO,5,2012,9.44,,,9.44
3051,MO,5,2014,8.3,,,8.3
3052,MO,5,2016,8.3,,,8.3
3053,MO,5,2018,7.02,,,7.02
3054,MO,5,2020,7.02,,,7.02
3055,MO,5,2022,10.78,,,10.78
3056,MO,5,2024,10.78,,,10.78
3057,MO,6,1998,-0.6,,,-0.6
3058,MO,6,2000,-0.6,,,-0.6
3059,MO,6,2002,-4.83,,,-4.83
3060,MO,6,2004,-4.83,,,-4.83
3061,MO,6,2006,-5.91,,,-5.91
3062,MO,6,2008,-5.91,,,-5.91
3063,MO,6,2010,-7.78,,,-7.78
3064,MO,6,2012,-9.39,,,-9.39
3065,MO,6,2014,-12.36,,,-12.36
3066,MO,6,2016,-12.36,,,-12.36
3067,MO,6,2018,-16.94,,,-16.94
3068,MO,6,2020,-16.94,,,-16.94
3069,MO,6,2022,-21.19,,,-21.19
3070,MO,6,2024,-21.19,,,-21.19
3071,MO,7,1998,-11,,,-11
3072,MO,7,2000,-11,,,-11
3073,MO,7,2002,-13.91,,,-13.91
3074,MO,7,2004,-13.91,,,-13.91
3075,MO,7,2006,-15.66,,,-15.66
3076,MO,7,2008,-15.66,,,-15.66
3077,MO,7,2010,-17.4,,,-17.4
3078,MO,7,2012,-17.41,,,-17.41
3079,MO,7,2014,-20.17,,,-20.17
3080,MO,7,2016,-20.17,,,-20.17
3081,MO,7,2018,-24.1,,,-24.1
3082,MO,7,2020,-24.1,,,-24.1
3083,MO,7,2022,-23.76,,,-23.76
3084,MO,7,2024,-23.76,,,-23.76
3085,MO,8,1998,-1.21,,,-1.21
3086,MO,8,2000,-1.21,,,-1.21
3087,MO,8,2002,-10.88,,,-10.88
3088,MO,8,2004,-10.88,,,-10.88
3089,MO,8,2006,-12.24,,,-12.24
3090,MO,8,2008,-12.24,,,-12.24
3091,MO,8,2010,-15.65,,,-15.65
3092,MO,8,2012,-13.72,,,-13.72
3093,MO,8,2014,-18.1,,,-18.1
3094,MO,8,2016,-18.1,,,-18.1
3095,MO,8,2018,-26.75,,,-26.75
3096,MO,8,2020,-26.75,,,-26.75
3097,MO,8,2022,-28.11,,,-28.11
3098,MO,8,2024,-28.11,,,-28.11
3099,MO,9,1998,-1.42,,,-1.42
3100,MO,9,2000,-1.42,,,-1.42
3101,MO,9,2002,-6.73,,,-6.73
3102,MO,9,2004,-6.73,,,-6.73
3103,MO,9,2006,-7.55,,,-7.55
3104,MO,9,2008,-7.55,,,-7.55
3105,MO,9,2010,-8.92,,,-8.92
6075,MS,0,1998,-7.692183679,,,-7.692183679
6076,MS,0,2000,-7.692183679,,,-7.692183679
6175,MS,0,2002,-8.514016335,,,-8.514016335
6176,MS,0,2004,-8.514016335,,,-8.514016335
6275,MS,0,2006,-8.749333782,,,-8.749333782
6276,MS,0,2008,-8.749333782,,,-8.749333782
6375,MS,0,2010,-9.897858258,,,-9.897858258
6376,MS,0,2012,-9.897858258,,,-9.897858258
6475,MS,0,2014,-8.412478524,,,-8.412478524
6476,MS,0,2016,-8.412478524,,,-8.412478524
6575,MS,0,2018,-9.600813788,,,-9.600813788
6576,MS,0,2020,-9.600813788,,,-9.600813788
6675,MS,0,2022,-10.56039224,,,-10.56039224
6676,MS,0,2024,-10.56039224,,,-10.56039224
2929,MS,1,1998,-8.36,,,-8.36
2930,MS,1,2000,-8.36,,,-8.36
2931,MS,1,2002,-10.05,,,-10.05
2932,MS,1,2004,-10.05,,,-10.05
2933,MS,1,2006,-11.15,,,-11.15
2934,MS,1,2008,-11.15,,,-11.15
2935,MS,1,2010,-14.77,,,-14.77
2936,MS,1,2012,-15.62,,,-15.62
2937,MS,1,2014,-15.09,,,-15.09
2938,MS,1,2016,-15.09,,,-15.09
2939,MS,1,2018,-17.11,,,-17.11
2940,MS,1,2020,-17.11,,,-17.11
2941,MS,1,2022,-18.35,,,-18.35
2942,MS,1,2024,-18.35,,,-18.35
2943,MS,2,1998,8.28,,,8.28
2944,MS,2,2000,8.28,,,8.28
2945,MS,2,2002,7.59,,,7.59
2946,MS,2,2004,7.59,,,7.59
2947,MS,2,2006,9.94,,,9.94
2948,MS,2,2008,9.94,,,9.94
2949,MS,2,2010,12.19,,,12.19
2950,MS,2,2012,10.46,,,10.46
2951,MS,2,2014,13.83,,,13.83
2952,MS,2,2016,13.83,,,13.83
2953,MS,2,2018,13.66,,,13.66
2954,MS,2,2020,13.66,,,13.66
2955,MS,2,2022,11.19,,,11.19
2956,MS,2,2024,11.19,,,11.19
2957,MS,3,1998,-17.09,,,-17.09
2958,MS,3,2000,-17.09,,,-17.09
2959,MS,3,2002,-15.25,,,-15.25
2960,MS,3,2004,-15.25,,,-15.25
2961,MS,3,2006,-14.61,,,-14.61
2962,MS,3,2008,-14.61,,,-14.61
2963,MS,3,2010,-14.79,,,-14.79
2964,MS,3,2012,-14.87,,,-14.87
2965,MS,3,2014,-13.12,,,-13.12
2966,MS,3,2016,-13.12,,,-13.12
2967,MS,3,2018,-13.33,,,-13.33
2968,MS,3,2020,-13.33,,,-13.33
2969,MS,3,2022,-14.74,,,-14.74
2970,MS,3,2024,-14.74,,,-14.74
2971,MS,4,1998,-7.41,,,-7.41
2972,MS,4,2000,-7.41,,,-7.41
2973,MS,4,2002,-16.72,,,-16.72
2974,MS,4,2004,-16.72,,,-16.72
2975,MS,4,2006,-17.28,,,-17.28
2976,MS,4,2008,-17.28,,,-17.28
2977,MS,4,2010,-20.64,,,-20.64
2978,MS,4,2012,-21.15,,,-21.15
2979,MS,4,2014,-20.84,,,-20.84
2980,MS,4,2016,-20.84,,,-20.84
2981,MS,4,2018,-21.73,,,-21.73
2982,MS,4,2020,-21.73,,,-21.73
2983,MS,4,2022,-21.74,,,-21.74
2984,MS,4,2024,-21.74,,,-21.74
2985,MS,5,1998,-16.58,,,-16.58
2986,MS,5,2000,-16.58,,,-16.58
6077,MT,0,1998,-5.234187053,,,-5.234187053
6078,MT,0,2000,-5.234187053,,,-5.234187053
6177,MT,0,2002,-12.04069689,,,-12.04069689
6178,MT,0,2004,-12.04069689,,,-12.04069689
6277,MT,0,2006,-10.44495807,,,-10.44495807
6278,MT,0,2008,-10.44495807,,,-10.44495807
6377,MT,0,2010,-5.983801584,,,-5.983801584
6378,MT,0,2012,-5.983801584,,,-5.983801584
6477,MT,0,2014,-7.984070651,,,-7.984070651
6478,MT,0,2016,-7.984070651,,,-7.984070651
6577,MT,0,2018,-11.42183777,,,-11.42183777
6578,MT,0,2020,-11.42183777,,,-11.42183777
6677,MT,0,2022,-11.07385155,,,-11.07385155
6678,MT,0,2024,-11.07385155,,,-11.07385155
3106,MT,1,1998,-4.4,,,-4.4
3107,MT,1,2000,-4.4,,,-4.4
3108,MT,1,2002,-13.92,,,-13.92
3109,MT,1,2004,-13.92,,,-13.92
3110,MT,1,2006,-10.42,,,-10.42
3111,MT,1,2008,-10.42,,,-10.42
3112,MT,1,2010,-5.96,,,-5.96
3113,MT,1,2012,-5.96,,,-5.96
3114,MT,1,2014,-7.96,,,-7.96
3115,MT,1,2016,-7.96,,,-7.96
3116,MT,1,2018,-11.42,,,-11.42
3117,MT,1,2020,-11.42,,,-11.42
6016,MT,1,2024,-6.23,,,-6.23
6015,MT,1,2022,-6.23,,,-6.23
6018,MT,2,2024,-16.3,,,-16.3
6017,MT,2,2022,-16.3,,,-16.3
6079,NC,0,1998,-6.411749568,,,-6.411749568
6080,NC,0,2000,-6.411749568,,,-6.411749568
6179,NC,0,2002,-6.857067196,,,-6.857067196
6180,NC,0,2004,-6.857067196,,,-6.857067196
6279,NC,0,2006,-5.453288688,,,-5.453288688
6280,NC,0,2008,-5.453288688,,,-5.453288688
6379,NC,0,2010,-3.871326936,,,-3.871326936
6380,NC,0,2012,-3.871326936,,,-3.871326936
6479,NC,0,2014,-3.134606729,,,-3.134606729
6480,NC,0,2016,-3.134606729,,,-3.134606729
6579,NC,0,2018,-3.017581896,,,-3.017581896
6580,NC,0,2020,-3.017581896,,,-3.017581896
6679,NC,0,2022,-2.987701168,,,-2.987701168
6680,NC,0,2024,-2.987701168,,,-2.987701168
3838,NC,1,2024,2.05,0.10,0.4042,0.10
3827,NC,1,1998,6.46,,,6.46
3828,NC,1,2000,6.46,,,6.46
3829,NC,1,2002,7.31,,,7.31
3830,NC,1,2004,7.31,,,7.31
3831,NC,1,2006,8.38,,,8.38
3832,NC,1,2008,8.38,,,8.38
3833,NC,1,2010,9.45,,,9.45
3834,NC,1,2012,16.97,,,16.97
3835,NC,1,2014,20.51,,,20.51
3836,NC,1,2018,17.7,,,17.7
3837,NC,1,2022,2.05,,,2.05
3850,NC,2,2024,11.89,15.19,0.2401,15.19
3839,NC,2,1998,-5.09,,,-5.09
3840,NC,2,2000,-5.09,,,-5.09
3841,NC,2,2002,-3.81,,,-3.81
3842,NC,2,2004,-3.81,,,-3.81
3843,NC,2,2006,-3.24,,,-3.24
3844,NC,2,2008,-3.24,,,-3.24
3845,NC,2,2010,-1.35,,,-1.35
3846,NC,2,2012,-10.37,,,-10.37
3847,NC,2,2014,-10.12,,,-10.12
3848,NC,2,2018,-7.23,,,-7.23
3849,NC,2,2022,11.89,,,11.89
3862,NC,3,2024,-14.99,-10.62,0.2135,-10.62
3851,NC,3,1998,-11.14,,,-11.14
3852,NC,3,2000,-11.14,,,-11.14
3853,NC,3,2002,-15.07,,,-15.07
3854,NC,3,2004,-15.07,,,-15.07
3855,NC,3,2006,-16.32,,,-16.32
3856,NC,3,2008,-16.32,,,-16.32
3857,NC,3,2010,-16.14,,,-16.14
3858,NC,3,2012,-10.41,,,-10.41
3859,NC,3,2014,-11.35,,,-11.35
3860,NC,3,2018,-12.83,,,-12.83
3861,NC,3,2022,-14.99,,,-14.99
3874,NC,4,2024,15.76,21.47,0.2173,21.47
3863,NC,4,1998,0.5,,,0.5
3864,NC,4,2000,0.5,,,0.5
3865,NC,4,2002,3.55,,,3.55
3866,NC,4,2004,3.55,,,3.55
3867,NC,4,2006,5.96,,,5.96
3868,NC,4,2008,5.96,,,5.96
3869,NC,4,2010,8.06,,,8.06
3870,NC,4,2012,18.17,,,18.17
3871,NC,4,2014,20.68,,,20.68
3872,NC,4,2018,18.36,,,18.36
3873,NC,4,2022,15.76,,,15.76
3886,NC,5,2024,-13,-9.08,0.1873,-9.08
3875,NC,5,1998,-12.87,,,-12.87
3876,NC,5,2000,-12.87,,,-12.87
3877,NC,5,2002,-16.97,,,-16.97
3878,NC,5,2004,-16.97,,,-16.97
3879,NC,5,2006,-15.76,,,-15.76
3880,NC,5,2008,-15.76,,,-15.76
3881,NC,5,2010,-15.14,,,-15.14
3882,NC,5,2012,-11.57,,,-11.57
3883,NC,5,2014,-11.58,,,-11.58
3884,NC,5,2018,-9.91,,,-9.91
3885,NC,5,2022,-13,,,-13
3898,NC,6,2024,4.08,-10.75,0.1931,-10.75
3887,NC,6,1998,-7.75,,,-7.75
3888,NC,6,2000,-7.75,,,-7.75
3889,NC,6,2002,-17.99,,,-17.99
3890,NC,6,2004,-17.99,,,-17.99
3891,NC,6,2006,-18.35,,,-18.35
3892,NC,6,2008,-18.35,,,-18.35
3893,NC,6,2010,-17.7,,,-17.7
3894,NC,6,2012,-10.3,,,-10.3
3895,NC,6,2014,-10.45,,,-10.45
3896,NC,6,2018,-8.59,,,-8.59
3897,NC,6,2022,4.08,,,4.08
3910,NC,7,2024,-8.49,-7.59,0.2007,-7.59
3899,NC,7,1998,-2.04,,,-2.04
3900,NC,7,2000,-2.04,,,-2.04
3901,NC,7,2002,-2.2,,,-2.2
3902,NC,7,2004,-2.2,,,-2.2
3903,NC,7,2006,-4.21,,,-4.21
3904,NC,7,2008,-4.21,,,-4.21
3905,NC,7,2010,-5.74,,,-5.74
3906,NC,7,2012,-11.35,,,-11.35
3907,NC,7,2014,-11.72,,,-11.72
3908,NC,7,2018,-9.89,,,-9.89
3909,NC,7,2022,-8.49,,,-8.49
3922,NC,8,2024,-19.63,-11.43,0.1769,-11.43
3911,NC,8,1998,-3.65,,,-3.65
3912,NC,8,2000,-3.65,,,-3.65
3913,NC,8,2002,-4.32,,,-4.32
3914,NC,8,2004,-4.32,,,-4.32
3915,NC,8,2006,-3.52,,,-3.52
3916,NC,8,2008,-3.52,,,-3.52
3917,NC,8,2010,-1.48,,,-1.48
3918,NC,8,2012,-11.6,,,-11.6
3919,NC,8,2014,-10.88,,,-10.88
3920,NC,8,2018,-8.38,,,-8.38
3921,NC,8,2022,-19.63,,,-19.63
3934,NC,9,2024,-6.08,-9.35,0.2236,-9.35
3923,NC,9,1998,-15.55,,,-15.55
3924,NC,9,2000,-15.55,,,-15.55
3925,NC,9,2002,-13.59,,,-13.59
3926,NC,9,2004,-13.59,,,-13.59
3927,NC,9,2006,-12.65,,,-12.65
3928,NC,9,2008,-12.65,,,-12.65
3929,NC,9,2010,-9.78,,,-9.78
3930,NC,9,2012,-8.96,,,-8.96
3931,NC,9,2014,-8.61,,,-8.61
3932,NC,9,2018,-7.5,,,-7.5
3933,NC,9,2022,-6.08,,,-6.08
3946,NC,10,2024,-22.16,-10.06,0.1658,-10.06
3935,NC,10,1998,-14.54,,,-14.54
3936,NC,10,2000,-14.54,,,-14.54
3937,NC,10,2002,-15.7,,,-15.7
3938,NC,10,2004,-15.7,,,-15.7
3939,NC,10,2006,-15.84,,,-15.84
3940,NC,10,2008,-15.84,,,-15.84
3941,NC,10,2010,-17.16,,,-17.16
3942,NC,10,2012,-10.98,,,-10.98
3943,NC,10,2014,-10.81,,,-10.81
3944,NC,10,2018,-12.98,,,-12.98
3945,NC,10,2022,-22.16,,,-22.16
3958,NC,11,2024,-7.83,-8.51,0.0388,-8.51
3947,NC,11,1998,-6.55,,,-6.55
3948,NC,11,2000,-6.55,,,-6.55
3949,NC,11,2002,-9.71,,,-9.71
3950,NC,11,2004,-9.71,,,-9.71
3951,NC,11,2006,-6.91,,,-6.91
3952,NC,11,2008,-6.91,,,-6.91
3953,NC,11,2010,-6.37,,,-6.37
3954,NC,11,2012,-12.32,,,-12.32
3955,NC,11,2014,-13.38,,,-13.38
3956,NC,11,2018,-15.34,,,-15.34
3957,NC,11,2022,-7.83,,,-7.83
3970,NC,12,2024,12.7,23.33,0.3831,23.33
3959,NC,12,1998,3.22,,,3.22
3960,NC,12,2000,3.22,,,3.22
3961,NC,12,2002,7.06,,,7.06
3962,NC,12,2004,7.06,,,7.06
3963,NC,12,2006,12.27,,,12.27
3964,NC,12,2008,12.27,,,12.27
3965,NC,12,2010,16.68,,,16.68
3966,NC,12,2012,24.1,,,24.1
3967,NC,12,2014,26.58,,,26.58
3968,NC,12,2018,18.91,,,18.91
3969,NC,12,2022,12.7,,,12.7
5904,NC,13,2024,-1.64,-11.07,0.1945,-11.07
5895,NC,13,2002,-0.41,,,-0.41
5896,NC,13,2004,-0.41,,,-0.41
5897,NC,13,2006,2.78,,,2.78
5898,NC,13,2008,2.78,,,2.78
5899,NC,13,2010,5.71,,,5.71
5900,NC,13,2012,-8.9,,,-8.9
5901,NC,13,2014,-8.59,,,-8.59
5902,NC,13,2018,-5.77,,,-5.77
5903,NC,13,2022,-1.64,,,-1.64
6020,NC,14,2024,5.54,-11.19,0.1593,-11.19
6019,NC,14,2022,5.54,,,5.54
6081,ND,0,1998,-9.301808944,,,-9.301808944
6082,ND,0,2000,-9.301808944,,,-9.301808944
6181,ND,0,2002,-13.39994997,,,-13.39994997
6182,ND,0,2004,-13.39994997,,,-13.39994997
6281,ND,0,2006,-13.2696752,,,-13.2696752
6282,ND,0,2008,-13.2696752,,,-13.2696752
6381,ND,0,2010,-9.234215093,,,-9.234215093
6382,ND,0,2012,-9.234215093,,,-9.234215093
6481,ND,0,2014,-11.09618278,,,-11.09618278
6482,ND,0,2016,-11.09618278,,,-11.09618278
6581,ND,0,2018,-18.71743752,,,-18.71743752
6582,ND,0,2020,-18.71743752,,,-18.71743752
6681,ND,0,2022,-19.86391744,,,-19.86391744
6682,ND,0,2024,-19.86391744,,,-19.86391744
3984,ND,1,2024,-19.85,,,-19.85
3971,ND,1,1998,-10.31,,,-10.31
3972,ND,1,2000,-10.31,,,-10.31
3973,ND,1,2002,-14.99,,,-14.99
3974,ND,1,2004,-14.99,,,-14.99
3975,ND,1,2006,-13.25,,,-13.25
3976,ND,1,2008,-13.25,,,-13.25
3977,ND,1,2010,-9.24,,,-9.24
3978,ND,1,2012,-9.24,,,-9.24
3979,ND,1,2014,-11.08,,,-11.08
3980,ND,1,2016,-11.08,,,-11.08
3981,ND,1,2018,-18.71,,,-18.71
3982,ND,1,2020,-18.71,,,-18.71
3983,ND,1,2022,-19.85,,,-19.85
6083,NE,0,1998,-15.14209696,,,-15.14209696
6084,NE,0,2000,-15.14209696,,,-15.14209696
6183,NE,0,2002,-15.39988906,,,-15.39988906
6184,NE,0,2004,-15.39988906,,,-15.39988906
6283,NE,0,2006,-15.5861836,,,-15.5861836
6284,NE,0,2008,-15.5861836,,,-15.5861836
6383,NE,0,2010,-12.35394654,,,-12.35394654
6384,NE,0,2012,-12.35394654,,,-12.35394654
6483,NE,0,2014,-12.64988268,,,-12.64988268
6484,NE,0,2016,-12.64988268,,,-12.64988268
6583,NE,0,2018,-14.30797168,,,-14.30797168
6584,NE,0,2020,-14.30797168,,,-14.30797168
6683,NE,0,2022,-12.7347871,,,-12.7347871
6684,NE,0,2024,-12.7347871,,,-12.7347871
3118,NE,1,1998,-11.25,,,-11.25
3119,NE,1,2000,-11.25,,,-11.25
3120,NE,1,2002,-12.11,,,-12.11
3121,NE,1,2004,-12.11,,,-12.11
3122,NE,1,2006,-12.46,,,-12.46
3123,NE,1,2008,-12.46,,,-12.46
3124,NE,1,2010,-9.63,,,-9.63
3125,NE,1,2012,-9.79,,,-9.79
3126,NE,1,2014,-9.96,,,-9.96
3127,NE,1,2016,-9.96,,,-9.96
3128,NE,1,2018,-11.92,,,-11.92
3129,NE,1,2020,-11.92,,,-11.92
3130,NE,1,2022,-8.67,,,-8.67
3131,NE,1,2024,-8.67,,,-8.67
3132,NE,2,1998,-13.12,,,-13.12
3133,NE,2,2000,-13.12,,,-13.12
3134,NE,2,2002,-9.73,,,-9.73
3135,NE,2,2004,-9.73,,,-9.73
3136,NE,2,2006,-9.75,,,-9.75
3137,NE,2,2008,-9.75,,,-9.75
3138,NE,2,2010,-4.74,,,-4.74
3139,NE,2,2012,-4.91,,,-4.91
3140,NE,2,2014,-5.03,,,-5.03
3141,NE,2,2016,-5.03,,,-5.03
3142,NE,2,2018,-3.15,,,-3.15
3143,NE,2,2020,-3.15,,,-3.15
3144,NE,2,2022,0.17,,,0.17
3145,NE,2,2024,0.17,,,0.17
3146,NE,3,1998,-21.96,,,-21.96
3147,NE,3,2000,-21.96,,,-21.96
3148,NE,3,2002,-23.98,,,-23.98
3149,NE,3,2004,-23.98,,,-23.98
3150,NE,3,2006,-24.52,,,-24.52
3151,NE,3,2008,-24.52,,,-24.52
3152,NE,3,2010,-23.83,,,-23.83
3153,NE,3,2012,-22.27,,,-22.27
3154,NE,3,2014,-23.2,,,-23.2
3155,NE,3,2016,-23.2,,,-23.2
3156,NE,3,2018,-28.43,,,-28.43
3157,NE,3,2020,-28.43,,,-28.43
3158,NE,3,2022,-28.89,,,-28.89
3159,NE,3,2024,-28.89,,,-28.89
6085,NH,0,1998,0.007493963188,,,0.007493963188
6086,NH,0,2000,0.007493963188,,,0.007493963188
6185,NH,0,2002,-0.4747563991,,,-0.4747563991
6186,NH,0,2004,-0.4747563991,,,-0.4747563991
6285,NH,0,2006,1.194955975,,,1.194955975
6286,NH,0,2008,1.194955975,,,1.194955975
6385,NH,0,2010,1.388671584,,,1.388671584
6386,NH,0,2012,1.388671584,,,1.388671584
6485,NH,0,2014,0.941877887,,,0.941877887
6486,NH,0,2016,0.941877887,,,0.941877887
6585,NH,0,2018,-0.47482224,,,-0.47482224
6586,NH,0,2020,-0.47482224,,,-0.47482224
6685,NH,0,2022,0.8619675014,,,0.8619675014
6686,NH,0,2024,0.8619675014,,,0.8619675014
3188,NH,1,1998,-2.53,,,-2.53
3189,NH,1,2000,-2.53,,,-2.53
3190,NH,1,2002,-1.81,,,-1.81
3191,NH,1,2004,-1.81,,,-1.81
3192,NH,1,2006,-0.4,,,-0.4
3193,NH,1,2008,-0.4,,,-0.4
3194,NH,1,2010,-0.4,,,-0.4
3195,NH,1,2012,-0.31,,,-0.31
3196,NH,1,2014,-0.98,,,-0.98
3197,NH,1,2016,-0.98,,,-0.98
3198,NH,1,2018,-1.75,,,-1.75
3199,NH,1,2020,-1.75,,,-1.75
3200,NH,1,2022,0.06,,,0.06
3201,NH,1,2024,0.06,,,0.06
3202,NH,2,1998,0.12,,,0.12
3203,NH,2,2000,0.12,,,0.12
3204,NH,2,2002,0.11,,,0.11
3205,NH,2,2004,0.11,,,0.11
3206,NH,2,2006,2.86,,,2.86
3207,NH,2,2008,2.86,,,2.86
3208,NH,2,2010,3.13,,,3.13
3209,NH,2,2012,3.04,,,3.04
3210,NH,2,2014,2.9,,,2.9
3211,NH,2,2016,2.9,,,2.9
3212,NH,2,2018,0.85,,,0.85
3213,NH,2,2020,0.85,,,0.85
3214,NH,2,2022,1.71,,,1.71
3215,NH,2,2024,1.71,,,1.71
6087,NJ,0,1998,3.430525071,,,3.430525071
6088,NJ,0,2000,3.430525071,,,3.430525071
6187,NJ,0,2002,7.273680596,,,7.273680596
6188,NJ,0,2004,7.273680596,,,7.273680596
6287,NJ,0,2006,5.424944152,,,5.424944152
6288,NJ,0,2008,5.424944152,,,5.424944152
6387,NJ,0,2010,4.305800072,,,4.305800072
6388,NJ,0,2012,4.305800072,,,4.305800072
6487,NJ,0,2014,6.304107137,,,6.304107137
6488,NJ,0,2016,6.304107137,,,6.304107137
6587,NJ,0,2018,6.360613704,,,6.360613704
6588,NJ,0,2020,6.360613704,,,6.360613704
6687,NJ,0,2022,5.870069486,,,5.870069486
6688,NJ,0,2024,5.870069486,,,5.870069486
3216,NJ,1,1998,9.88,,,9.88
3217,NJ,1,2000,9.88,,,9.88
3218,NJ,1,2002,14.82,,,14.82
3219,NJ,1,2004,14.82,,,14.82
3220,NJ,1,2006,12.58,,,12.58
3221,NJ,1,2008,12.58,,,12.58
3222,NJ,1,2010,11.88,,,11.88
3223,NJ,1,2012,11.75,,,11.75
3224,NJ,1,2014,13.29,,,13.29
3225,NJ,1,2016,13.29,,,13.29
3226,NJ,1,2018,12.11,,,12.11
3227,NJ,1,2020,12.11,,,12.11
3228,NJ,1,2022,10.32,,,10.32
3229,NJ,1,2024,10.32,,,10.32
3230,NJ,2,1998,0.24,,,0.24
3231,NJ,2,2000,0.24,,,0.24
