,state,district,year,pvi,pvi_correct,black_pct,real_pvi
6727,AK,0,2002,-17.43640984,,,-17.43640984
6728,AK,0,2004,-17.43640984,,,-17.43640984
6729,AK,0,2006,-13.55975982,,,-13.55975982
6730,AK,0,2008,-13.55975982,,,-13.55975982
6731,AK,0,2010,-14.04046584,,,-14.04046584
6732,AK,0,2012,-14.04046584,,,-14.04046584
6733,AK,0,2014,-10.65323547,,,-10.65323547
6734,AK,0,2016,-10.65323547,,,-10.65323547
6735,AK,0,2018,-9.44909522,,,-9.44909522
6736,AK,0,2020,-9.44909522,,,-9.44909522
6737,AK,0,2022,-8.041350621,,,-8.041350621
6738,AK,0,2024,-8.041350621,,,-8.041350621
112,AK,1,2024,-8.02,,,-8.02
99,AK,1,1998,-12.92,,,-12.92
100,AK,1,2000,-12.92,,,-12.92
101,AK,1,2002,-18.2,,,-18.2
102,AK,1,2004,-18.2,,,-18.2
103,AK,1,2006,-13.54,,,-13.54
104,AK,1,2008,-13.54,,,-13.54
105,AK,1,2010,-14.06,,,-14.06
106,AK,1,2012,-14.06,,,-14.06
107,AK,1,2014,-10.65,,,-10.65
108,AK,1,2016,-10.65,,,-10.65
109,AK,1,2018,-9.44,,,-9.44
110,AK,1,2020,-9.44,,,-9.44
111,AK,1,2022,-8.02,,,-8.02
6027,AL,0,1998,-8.155328476,,,-8.155328476
6028,AL,0,2000,-8.155328476,,,-8.155328476
6127,AL,0,2002,-7.999186874,,,-7.999186874
6128,AL,0,2004,-7.999186874,,,-7.999186874
6227,AL,0,2006,-10.72552105,,,-10.72552105
6228,AL,0,2008,-10.72552105,,,-10.72552105
6327,AL,0,2010,-13.82792631,,,-13.82792631
6328,AL,0,2012,-13.82792631,,,-13.82792631
6427,AL,0,2014,-13.53546847,,,-13.53546847
6428,AL,0,2016,-13.53546847,,,-13.53546847
6527,AL,0,2018,-14.9156964,,,-14.9156964
6528,AL,0,2020,-14.9156964,,,-14.9156964
6627,AL,0,2022,-15.27509881,,,-15.27509881
6628,AL,0,2024,-15.27509881,,,-15.27509881
1,AL,1,1998,-12.33,,,-12.33
2,AL,1,2000,-12.33,,,-12.33
3,AL,1,2002,-11.99,,,-11.99
4,AL,1,2004,-11.99,,,-11.99
5,AL,1,2006,-13.14,,,-13.14
6,AL,1,2008,-13.14,,,-13.14
7,AL,1,2010,-14.66,,,-14.66
8,AL,1,2012,-14.63,,,-14.63
9,AL,1,2014,-14.46,,,-14.46
10,AL,1,2016,-14.46,,,-14.46
11,AL,1,2018,-15.72,,,-15.72
12,AL,1,2020,-15.72,,,-15.72
13,AL,1,2022,-16.47,,,-16.47
14,AL,1,2024,-16.47,-28.00,0.1625,-28.00
15,AL,2,1998,-14.36,,,-14.36
16,AL,2,2000,-14.36,,,-14.36
17,AL,2,2002,-12.16,,,-12.16
18,AL,2,2004,-12.16,,,-12.16
19,AL,2,2006,-14.84,,,-14.84
20,AL,2,2008,-14.84,,,-14.84
21,AL,2,2010,-16.38,,,-16.38
22,AL,2,2012,-18.21,,,-18.21
23,AL,2,2014,-16.06,,,-16.06
24,AL,2,2016,-16.06,,,-16.06
25,AL,2,2018,-16.88,,,-16.88
26,AL,2,2020,-16.88,,,-16.88
27,AL,2,2022,-17.32,,,-17.32
28,AL,2,2024,-17.32,4.27,0.4869,4.27
29,AL,3,1998,-7.36,,,-7.36
30,AL,3,2000,-7.36,,,-7.36
31,AL,3,2002,-2.81,,,-2.81
32,AL,3,2004,-2.81,,,-2.81
33,AL,3,2006,-6.21,,,-6.21
34,AL,3,2008,-6.21,,,-6.21
35,AL,3,2010,-9.35,,,-9.35
36,AL,3,2012,-15.91,,,-15.91
37,AL,3,2014,-15.34,,,-15.34
38,AL,3,2016,-15.34,,,-15.34
39,AL,3,2018,-17.32,,,-17.32
40,AL,3,2020,-17.32,,,-17.32
41,AL,3,2022,-19.36,,,-19.36
42,AL,3,2024,-19.36,-22.69,0.2070,-22.69
43,AL,4,1998,-6.01,,,-6.01
44,AL,4,2000,-6.01,,,-6.01
45,AL,4,2002,-12.14,,,-12.14
46,AL,4,2004,-12.14,,,-12.14
47,AL,4,2006,-18.4,,,-18.4
48,AL,4,2008,-18.4,,,-18.4
49,AL,4,2010,-28.39,,,-28.39
50,AL,4,2012,-25.14,,,-25.14
51,AL,4,2014,-27.71,,,-27.71
52,AL,4,2016,-27.71,,,-27.71
53,AL,4,2018,-31.9,,,-31.9
54,AL,4,2020,-31.9,,,-31.9
55,AL,4,2022,-33.24,,,-33.24
56,AL,4,2024,-33.24,-33.21,0.0722,-33.21
57,AL,5,1998,-6.95,,,-6.95
58,AL,5,2000,-6.95,,,-6.95
59,AL,5,2002,-5.49,,,-5.49
60,AL,5,2004,-5.49,,,-5.49
61,AL,5,2006,-8.11,,,-8.11
62,AL,5,2008,-8.11,,,-8.11
63,AL,5,2010,-13.82,,,-13.82
64,AL,5,2012,-15.45,,,-15.45
65,AL,5,2014,-16.73,,,-16.73
66,AL,5,2016,-16.73,,,-16.73
67,AL,5,2018,-18.02,,,-18.02
68,AL,5,2020,-18.02,,,-18.02
69,AL,5,2022,-16.67,,,-16.67
70,AL,5,2024,-16.67,-17.09,0.1833,-17.09
71,AL,6,1998,-25.73,,,-25.73
72,AL,6,2000,-25.73,,,-25.73
73,AL,6,2002,-24.98,,,-24.98
74,AL,6,2004,-24.98,,,-24.98
75,AL,6,2006,-26.41,,,-26.41
76,AL,6,2008,-26.41,,,-26.41
77,AL,6,2010,-30.09,,,-30.09
78,AL,6,2012,-27.94,,,-27.94
79,AL,6,2014,-27.43,,,-27.43
80,AL,6,2016,-27.43,,,-27.43
81,AL,6,2018,-24.82,,,-24.82
82,AL,6,2020,-24.82,,,-24.82
83,AL,6,2022,-18.39,,,-18.39
84,AL,6,2024,-18.39,-23.08,0.1755,-23.08
85,AL,7,1998,18.82,,,18.82
86,AL,7,2000,18.82,,,18.82
87,AL,7,2002,16.58,,,16.58
88,AL,7,2004,16.58,,,16.58
89,AL,7,2006,15.97,,,15.97
90,AL,7,2008,15.97,,,15.97
91,AL,7,2010,19.21,,,19.21
92,AL,7,2012,17.78,,,17.78
93,AL,7,2014,20.25,,,20.25
94,AL,7,2016,20.25,,,20.25
95,AL,7,2018,20.17,,,20.17
96,AL,7,2020,20.17,,,20.17
97,AL,7,2022,14.11,,,14.11
98,AL,7,2024,14.11,12.47,0.5191,12.47
6029,AR,0,1998,5.113041919,,,5.113041919
6030,AR,0,2000,5.113041919,,,5.113041919
6129,AR,0,2002,-1.13888371,,,-1.13888371
6130,AR,0,2004,-1.13888371,,,-1.13888371
6229,AR,0,2006,-3.557794007,,,-3.557794007
6230,AR,0,2008,-3.557794007,,,-3.557794007
6329,AR,0,2010,-11.29803393,,,-11.29803393
6330,AR,0,2012,-11.29803393,,,-11.29803393
6429,AR,0,2014,-14.05930554,,,-14.05930554
6430,AR,0,2016,-14.05930554,,,-14.05930554
6529,AR,0,2018,-15.08348617,,,-15.08348617
6530,AR,0,2020,-15.08348617,,,-15.08348617
6629,AR,0,2022,-16.22915978,,,-16.22915978
6630,AR,0,2024,-16.22915978,,,-16.22915978
210,AR,1,2024,-22.37,,,-22.37
197,AR,1,1998,10.02,,,10.02
198,AR,1,2000,10.02,,,10.02
199,AR,1,2002,0.58,,,0.58
200,AR,1,2004,0.58,,,0.58
201,AR,1,2006,-0.65,,,-0.65
202,AR,1,2008,-0.65,,,-0.65
203,AR,1,2010,-10.87,,,-10.87
204,AR,1,2012,-10.05,,,-10.05
205,AR,1,2014,-14.3,,,-14.3
206,AR,1,2016,-14.3,,,-14.3
207,AR,1,2018,-18.21,,,-18.21
208,AR,1,2020,-18.21,,,-18.21
209,AR,1,2022,-22.37,,,-22.37
224,AR,2,2024,-9.03,,,-9.03
211,AR,2,1998,5.84,,,5.84
212,AR,2,2000,5.84,,,5.84
213,AR,2,2002,-1,,,-1
214,AR,2,2004,-1,,,-1
215,AR,2,2006,-0.78,,,-0.78
216,AR,2,2008,-0.78,,,-0.78
217,AR,2,2010,-6.73,,,-6.73
218,AR,2,2012,-6.55,,,-6.55
219,AR,2,2014,-8.15,,,-8.15
220,AR,2,2016,-8.15,,,-8.15
221,AR,2,2018,-7.11,,,-7.11
222,AR,2,2020,-7.11,,,-7.11
223,AR,2,2022,-9.03,,,-9.03
238,AR,3,2024,-14.91,,,-14.91
225,AR,3,1998,-4.6,,,-4.6
226,AR,3,2000,-4.6,,,-4.6
227,AR,3,2002,-11.84,,,-11.84
228,AR,3,2004,-11.84,,,-11.84
229,AR,3,2006,-11.82,,,-11.82
230,AR,3,2008,-11.82,,,-11.82
231,AR,3,2010,-17.52,,,-17.52
232,AR,3,2012,-17.32,,,-17.32
233,AR,3,2014,-19.32,,,-19.32
234,AR,3,2016,-19.32,,,-19.32
235,AR,3,2018,-18.44,,,-18.44
236,AR,3,2020,-18.44,,,-18.44
237,AR,3,2022,-14.91,,,-14.91
252,AR,4,2024,-19.55,,,-19.55
239,AR,4,1998,10.76,,,10.76
240,AR,4,2000,10.76,,,10.76
241,AR,4,2002,0.13,,,0.13
242,AR,4,2004,0.13,,,0.13
243,AR,4,2006,-0.5,,,-0.5
244,AR,4,2008,-0.5,,,-0.5
245,AR,4,2010,-10.18,,,-10.18
246,AR,4,2012,-12.15,,,-12.15
247,AR,4,2014,-15.26,,,-15.26
248,AR,4,2016,-15.26,,,-15.26
249,AR,4,2018,-17.54,,,-17.54
250,AR,4,2020,-17.54,,,-17.54
251,AR,4,2022,-19.55,,,-19.55
6031,AZ,0,1998,-3.807291128,,,-3.807291128
6032,AZ,0,2000,-3.807291128,,,-3.807291128
6131,AZ,0,2002,-3.53257938,,,-3.53257938
6132,AZ,0,2004,-3.53257938,,,-3.53257938
6231,AZ,0,2006,-3.932714006,,,-3.932714006
6232,AZ,0,2008,-3.932714006,,,-3.932714006
6331,AZ,0,2010,-6.989483208,,,-6.989483208
6332,AZ,0,2012,-6.989483208,,,-6.989483208
6431,AZ,0,2014,-6.939081724,,,-6.939081724
6432,AZ,0,2016,-6.939081724,,,-6.939081724
6531,AZ,0,2018,-3.901894173,,,-3.901894173
6532,AZ,0,2020,-3.901894173,,,-3.901894173
6631,AZ,0,2022,-2.353432491,,,-2.353432491
6632,AZ,0,2024,-2.353432491,,,-2.353432491
113,AZ,1,1998,-6.84,,,-6.84
114,AZ,1,2000,-6.84,,,-6.84
115,AZ,1,2002,-2.88,,,-2.88
116,AZ,1,2004,-2.88,,,-2.88
117,AZ,1,2006,-2.93,,,-2.93
118,AZ,1,2008,-2.93,,,-2.93
119,AZ,1,2010,-7.37,,,-7.37
120,AZ,1,2012,-3.91,,,-3.91
121,AZ,1,2014,-3.76,,,-3.76
122,AZ,1,2016,-3.76,,,-3.76
123,AZ,1,2018,-2.07,,,-2.07
124,AZ,1,2020,-2.07,,,-2.07
125,AZ,1,2022,-2.01,,,-2.01
126,AZ,1,2024,-2.01,,,-2.01
127,AZ,2,1998,12.17,,,12.17
128,AZ,2,2000,12.17,,,12.17
129,AZ,2,2002,-8.32,,,-8.32
130,AZ,2,2004,-8.32,,,-8.32
131,AZ,2,2006,-10.01,,,-10.01
132,AZ,2,2008,-10.01,,,-10.01
133,AZ,2,2010,-14.02,,,-14.02
134,AZ,2,2012,-2.91,,,-2.91
135,AZ,2,2014,-3.11,,,-3.11
136,AZ,2,2016,-3.11,,,-3.11
137,AZ,2,2018,0.42,,,0.42
138,AZ,2,2020,0.42,,,0.42
139,AZ,2,2022,-6.35,,,-6.35
140,AZ,2,2024,-6.35,,,-6.35
141,AZ,3,1998,-9.21,,,-9.21
142,AZ,3,2000,-9.21,,,-9.21
143,AZ,3,2002,-6.39,,,-6.39
144,AZ,3,2004,-6.39,,,-6.39
145,AZ,3,2006,-6.85,,,-6.85
146,AZ,3,2008,-6.85,,,-6.85
147,AZ,3,2010,-9.88,,,-9.88
148,AZ,3,2012,5.83,,,5.83
149,AZ,3,2014,9.15,,,9.15
150,AZ,3,2016,9.15,,,9.15
151,AZ,3,2018,13.6,,,13.6
152,AZ,3,2020,13.6,,,13.6
153,AZ,3,2022,24.02,,,24.02
154,AZ,3,2024,24.02,,,24.02
155,AZ,4,1998,-9.58,,,-9.58
156,AZ,4,2000,-9.58,,,-9.58
157,AZ,4,2002,14.19,,,14.19
158,AZ,4,2004,14.19,,,14.19
159,AZ,4,2006,13.5,,,13.5
160,AZ,4,2008,13.5,,,13.5
161,AZ,4,2010,12.97,,,12.97
162,AZ,4,2012,-17.33,,,-17.33
163,AZ,4,2014,-19.99,,,-19.99
164,AZ,4,2016,-19.99,,,-19.99
165,AZ,4,2018,-21.74,,,-21.74
166,AZ,4,2020,-21.74,,,-21.74
167,AZ,4,2022,2.27,,,2.27
168,AZ,4,2024,2.27,,,2.27
169,AZ,5,1998,-2.14,,,-2.14
170,AZ,5,2000,-2.14,,,-2.14
171,AZ,5,2002,-5.71,,,-5.71
172,AZ,5,2004,-5.71,,,-5.71
173,AZ,5,2006,-3.81,,,-3.81
174,AZ,5,2008,-3.81,,,-3.81
175,AZ,5,2010,-5.27,,,-5.27
176,AZ,5,2012,-16.42,,,-16.42
177,AZ,5,2014,-16.86,,,-16.86
178,AZ,5,2016,-16.86,,,-16.86
179,AZ,5,2018,-13.45,,,-13.45
180,AZ,5,2020,-13.45,,,-13.45
181,AZ,5,2022,-11.11,,,-11.11
182,AZ,5,2024,-11.11,,,-11.11
183,AZ,6,1998,-3.73,,,-3.73
184,AZ,6,2000,-3.73,,,-3.73
185,AZ,6,2002,-12.4,,,-12.4
186,AZ,6,2004,-12.4,,,-12.4
187,AZ,6,2006,-13.17,,,-13.17
188,AZ,6,2008,-13.17,,,-13.17
189,AZ,6,2010,-15.14,,,-15.14
190,AZ,6,2012,-11.11,,,-11.11
191,AZ,6,2014,-12.38,,,-12.38
192,AZ,6,2016,-12.38,,,-12.38
193,AZ,6,2018,-7.9,,,-7.9
194,AZ,6,2020,-7.9,,,-7.9
195,AZ,6,2022,-2.66,,,-2.66
196,AZ,6,2024,-2.66,,,-2.66
5802,AZ,7,2024,14.98,,,14.98
5791,AZ,7,2002,9.79,,,9.79
5792,AZ,7,2004,9.79,,,9.79
5793,AZ,7,2006,8.62,,,8.62
5794,AZ,7,2008,8.62,,,8.62
5795,AZ,7,2010,5.19,,,5.19
5796,AZ,7,2012,11.91,,,11.91
5797,AZ,7,2014,18.73,,,18.73
5798,AZ,7,2016,18.73,,,18.73
5799,AZ,7,2018,23.93,,,23.93
5800,AZ,7,2020,23.93,,,23.93
5801,AZ,7,2022,14.98,,,14.98
5814,AZ,8,2024,-9.69,,,-9.69
5803,AZ,8,2002,-2.27,,,-2.27
5804,AZ,8,2004,-2.27,,,-2.27
5805,AZ,8,2006,-2.06,,,-2.06
5806,AZ,8,2008,-2.06,,,-2.06
5807,AZ,8,2010,-5.52,,,-5.52
5808,AZ,8,2012,-13.84,,,-13.84
5809,AZ,8,2014,-14.64,,,-14.64
5810,AZ,8,2016,-14.64,,,-14.64
5811,AZ,8,2018,-12.81,,,-12.81
5812,AZ,8,2020,-12.81,,,-12.81
5813,AZ,8,2022,-9.69,,,-9.69
5935,AZ,9,2024,-15.64,,,-15.64
5929,AZ,9,2012,-1.27,,,-1.27
5930,AZ,9,2014,-0.17,,,-0.17
5931,AZ,9,2016,-0.17,,,-0.17
5932,AZ,9,2018,5.79,,,5.79
5933,AZ,9,2020,5.79,,,5.79
5934,AZ,9,2022,-15.64,,,-15.64
6033,CA,0,1998,3.141742415,,,3.141742415
6034,CA,0,2000,3.141742415,,,3.141742415
6133,CA,0,2002,5.079737613,,,5.079737613
6134,CA,0,2004,5.079737613,,,5.079737613
6233,CA,0,2006,6.175927399,,,6.175927399
6234,CA,0,2008,6.175927399,,,6.175927399
6333,CA,0,2010,8.033860896,,,8.033860896
6334,CA,0,2012,8.033860896,,,8.033860896
6433,CA,0,2014,9.573649394,,,9.573649394
6434,CA,0,2016,9.573649394,,,9.573649394
6533,CA,0,2018,13.74119739,,,13.74119739
6534,CA,0,2020,13.74119739,,,13.74119739
6633,CA,0,2022,13.21839232,,,13.21839232
6634,CA,0,2024,13.21839232,,,13.21839232
253,CA,1,1998,5.19,,,5.19
254,CA,1,2000,5.19,,,5.19
255,CA,1,2002,6.88,,,6.88
256,CA,1,2004,6.88,,,6.88
257,CA,1,2006,10.82,,,10.82
258,CA,1,2008,10.82,,,10.82
259,CA,1,2010,13.34,,,13.34
260,CA,1,2012,-9.85,,,-9.85
261,CA,1,2014,-10.19,,,-10.19
262,CA,1,2016,-10.19,,,-10.19
263,CA,1,2018,-11.37,,,-11.37
264,CA,1,2020,-11.37,,,-11.37
265,CA,1,2022,-12.21,,,-12.21
266,CA,1,2024,-12.21,,,-12.21
267,CA,2,1998,-9.64,,,-9.64
268,CA,2,2000,-9.64,,,-9.64
269,CA,2,2002,-14.99,,,-14.99
270,CA,2,2004,-14.99,,,-14.99
271,CA,2,2006,-12.51,,,-12.51
272,CA,2,2008,-12.51,,,-12.51
273,CA,2,2010,-10.44,,,-10.44
274,CA,2,2012,19.67,,,19.67
275,CA,2,2014,19.94,,,19.94
276,CA,2,2016,19.94,,,19.94
277,CA,2,2018,22.7,,,22.7
278,CA,2,2020,22.7,,,22.7
279,CA,2,2022,23.19,,,23.19
280,CA,2,2024,23.19,,,23.19
281,CA,3,1998,-3.01,,,-3.01
282,CA,3,2000,-3.01,,,-3.01
283,CA,3,2002,-7.3,,,-7.3
284,CA,3,2004,-7.3,,,-7.3
285,CA,3,2006,-7.49,,,-7.49
286,CA,3,2008,-7.49,,,-7.49
287,CA,3,2010,-4.47,,,-4.47
288,CA,3,2012,1.92,,,1.92
289,CA,3,2014,3.53,,,3.53
290,CA,3,2016,3.53,,,3.53
291,CA,3,2018,5.17,,,5.17
292,CA,3,2020,5.17,,,5.17
293,CA,3,2022,-3.72,,,-3.72
294,CA,3,2024,-3.72,,,-3.72
295,CA,4,1998,-10.49,,,-10.49
296,CA,4,2000,-10.49,,,-10.49
297,CA,4,2002,-12.51,,,-12.51
298,CA,4,2004,-12.51,,,-12.51
299,CA,4,2006,-11.28,,,-11.28
300,CA,4,2008,-11.28,,,-11.28
301,CA,4,2010,-9.37,,,-9.37
302,CA,4,2012,-9.92,,,-9.92
303,CA,4,2014,-10.91,,,-10.91
304,CA,4,2016,-10.91,,,-10.91
305,CA,4,2018,-9.61,,,-9.61
306,CA,4,2020,-9.61,,,-9.61
307,CA,4,2022,16.71,,,16.71
308,CA,4,2024,16.71,,,16.71
309,CA,5,1998,8.03,,,8.03
310,CA,5,2000,8.03,,,8.03
311,CA,5,2002,13.06,,,13.06
312,CA,5,2004,13.06,,,13.06
313,CA,5,2006,12.98,,,12.98
314,CA,5,2008,12.98,,,12.98
315,CA,5,2010,16.24,,,16.24
316,CA,5,2012,18.55,,,18.55
317,CA,5,2014,19.54,,,19.54
318,CA,5,2016,19.54,,,19.54
319,CA,5,2018,22.12,,,22.12
320,CA,5,2020,22.12,,,22.12
321,CA,5,2022,-8.73,,,-8.73
322,CA,5,2024,-8.73,,,-8.73
323,CA,6,1998,14,,,14
324,CA,6,2000,14,,,14
325,CA,6,2002,16.98,,,16.98
326,CA,6,2004,16.98,,,16.98
327,CA,6,2006,21.25,,,21.25
328,CA,6,2008,21.25,,,21.25
329,CA,6,2010,23.55,,,23.55
330,CA,6,2012,14.61,,,14.61
331,CA,6,2014,18.26,,,18.26
332,CA,6,2016,18.26,,,18.26
333,CA,6,2018,21.85,,,21.85
334,CA,6,2020,21.85,,,21.85
335,CA,6,2022,7.39,,,7.39
336,CA,6,2024,7.39,,,7.39
337,CA,7,1998,18.39,,,18.39
338,CA,7,2000,18.39,,,18.39
339,CA,7,2002,18.11,,,18.11
340,CA,7,2004,18.11,,,18.11
341,CA,7,2006,18.84,,,18.84
342,CA,7,2008,18.84,,,18.84
343,CA,7,2010,19.24,,,19.24
344,CA,7,2012,-1.93,,,-1.93
345,CA,7,2014,-0.19,,,-0.19
346,CA,7,2016,-0.19,,,-0.19
347,CA,7,2018,3.79,,,3.79
348,CA,7,2020,3.79,,,3.79
349,CA,7,2022,17.4,,,17.4
350,CA,7,2024,17.4,,,17.4
351,CA,8,1998,26.19,,,26.19
352,CA,8,2000,26.19,,,26.19
353,CA,8,2002,33.65,,,33.65
354,CA,8,2004,33.65,,,33.65
355,CA,8,2006,36.16,,,36.16
356,CA,8,2008,36.16,,,36.16
357,CA,8,2010,34.47,,,34.47
358,CA,8,2012,-11.17,,,-11.17
359,CA,8,2014,-9.46,,,-9.46
360,CA,8,2016,-9.46,,,-9.46
361,CA,8,2018,-9.13,,,-9.13
362,CA,8,2020,-9.13,,,-9.13
363,CA,8,2022,26.09,,,26.09
364,CA,8,2024,26.09,,,26.09
365,CA,9,1998,31.6,,,31.6
366,CA,9,2000,31.6,,,31.6
367,CA,9,2002,35.13,,,35.13
368,CA,9,2004,35.13,,,35.13
369,CA,9,2006,37.64,,,37.64
370,CA,9,2008,37.64,,,37.64
371,CA,9,2010,36.8,,,36.8
372,CA,9,2012,3.18,,,3.18
373,CA,9,2014,6.36,,,6.36
374,CA,9,2016,6.36,,,6.36
375,CA,9,2018,8.3,,,8.3
376,CA,9,2020,8.3,,,8.3
377,CA,9,2022,4.58,,,4.58
378,CA,9,2024,4.58,,,4.58
379,CA,10,1998,-0.71,,,-0.71
380,CA,10,2000,-0.71,,,-0.71
381,CA,10,2002,6.96,,,6.96
382,CA,10,2004,6.96,,,6.96
383,CA,10,2006,9.52,,,9.52
384,CA,10,2008,9.52,,,9.52
385,CA,10,2010,11.91,,,11.91
386,CA,10,2012,-3.51,,,-3.51
387,CA,10,2014,-0.68,,,-0.68
388,CA,10,2016,-0.68,,,-0.68
389,CA,10,2018,0.33,,,0.33
390,CA,10,2020,0.33,,,0.33
391,CA,10,2022,17.91,,,17.91
392,CA,10,2024,17.91,,,17.91
393,CA,11,1998,-3.63,,,-3.63
394,CA,11,2000,-3.63,,,-3.63
395,CA,11,2002,-4.47,,,-4.47
396,CA,11,2004,-4.47,,,-4.47
397,CA,11,2006,-3.46,,,-3.46
398,CA,11,2008,-3.46,,,-3.46
399,CA,11,2010,0.01,,,0.01
400,CA,11,2012,16.94,,,16.94
401,CA,11,2014,17.27,,,17.27
402,CA,11,2016,17.27,,,17.27
403,CA,11,2018,22.95,,,22.95
404,CA,11,2020,22.95,,,22.95
405,CA,11,2022,36.7,,,36.7
406,CA,11,2024,36.7,,,36.7
407,CA,12,1998,18.04,,,18.04
408,CA,12,2000,18.04,,,18.04
409,CA,12,2002,19.74,,,19.74
410,CA,12,2004,19.74,,,19.74
411,CA,12,2006,22.69,,,22.69
412,CA,12,2008,22.69,,,22.69
413,CA,12,2010,22.41,,,22.41
414,CA,12,2012,33.9,,,33.9
415,CA,12,2014,34.6,,,34.6
416,CA,12,2016,34.6,,,34.6
417,CA,12,2018,38.58,,,38.58
418,CA,12,2020,38.58,,,38.58
419,CA,12,2022,39.7,,,39.7
420,CA,12,2024,39.7,,,39.7
421,CA,13,1998,14.24,,,14.24
422,CA,13,2000,14.24,,,14.24
423,CA,13,2002,19.12,,,19.12
424,CA,13,2004,19.12,,,19.12
425,CA,13,2006,22,,,22
426,CA,13,2008,22,,,22
427,CA,13,2010,22.29,,,22.29
428,CA,13,2012,36.69,,,36.69
429,CA,13,2014,38.07,,,38.07
430,CA,13,2016,38.07,,,38.07
431,CA,13,2018,40.93,,,40.93
432,CA,13,2020,40.93,,,40.93
433,CA,13,2022,3.85,,,3.85
434,CA,13,2024,3.85,,,3.85
435,CA,14,1998,11.56,,,11.56
436,CA,14,2000,11.56,,,11.56
437,CA,14,2002,14.44,,,14.44
438,CA,14,2004,14.44,,,14.44
439,CA,14,2006,19.08,,,19.08
440,CA,14,2008,19.08,,,19.08
441,CA,14,2010,20.85,,,20.85
442,CA,14,2012,22.46,,,22.46
443,CA,14,2014,23.48,,,23.48
444,CA,14,2016,23.48,,,23.48
445,CA,14,2018,28.29,,,28.29
446,CA,14,2020,28.29,,,28.29
447,CA,14,2022,21.7,,,21.7
448,CA,14,2024,21.7,,,21.7
449,CA,15,1998,5.75,,,5.75
450,CA,15,2000,5.75,,,5.75
451,CA,15,2002,12.22,,,12.22
452,CA,15,2004,12.22,,,12.22
453,CA,15,2006,14.24,,,14.24
454,CA,15,2008,14.24,,,14.24
455,CA,15,2010,15.77,,,15.77
456,CA,15,2012,14.91,,,14.91
457,CA,15,2014,16.96,,,16.96
458,CA,15,2016,16.96,,,16.96
459,CA,15,2018,21.78,,,21.78
460,CA,15,2020,21.78,,,21.78
461,CA,15,2022,27.74,,,27.74
462,CA,15,2024,27.74,,,27.74
463,CA,16,1998,12.52,,,12.52
464,CA,16,2000,12.52,,,12.52
465,CA,16,2002,15.47,,,15.47
466,CA,16,2004,15.47,,,15.47
467,CA,16,2006,15.39,,,15.39
468,CA,16,2008,15.39,,,15.39
469,CA,16,2010,16.59,,,16.59
470,CA,16,2012,3.69,,,3.69
471,CA,16,2014,7.18,,,7.18
472,CA,16,2016,7.18,,,7.18
473,CA,16,2018,9.71,,,9.71
474,CA,16,2020,9.71,,,9.71
475,CA,16,2022,25.63,,,25.63
476,CA,16,2024,25.63,,,25.63
477,CA,17,1998,10.09,,,10.09
478,CA,17,2000,10.09,,,10.09
479,CA,17,2002,14.19,,,14.19
480,CA,17,2004,14.19,,,14.19
481,CA,17,2006,16.87,,,16.87
482,CA,17,2008,16.87,,,16.87
483,CA,17,2010,19.43,,,19.43
484,CA,17,2012,17.54,,,17.54
485,CA,17,2014,20.76,,,20.76
486,CA,17,2016,20.76,,,20.76
487,CA,17,2018,25.85,,,25.85
488,CA,17,2020,25.85,,,25.85
489,CA,17,2022,23.31,,,23.31
490,CA,17,2024,23.31,,,23.31
491,CA,18,1998,-3.06,,,-3.06
492,CA,18,2000,-3.06,,,-3.06
493,CA,18,2002,4.21,,,4.21
494,CA,18,2004,4.21,,,4.21
495,CA,18,2006,1.89,,,1.89
496,CA,18,2008,1.89,,,1.89
497,CA,18,2010,5.25,,,5.25
498,CA,18,2012,18.11,,,18.11
499,CA,18,2014,18.28,,,18.28
500,CA,18,2016,18.28,,,18.28
501,CA,18,2018,25.03,,,25.03
502,CA,18,2020,25.03,,,25.03
503,CA,18,2022,21.38,,,21.38
504,CA,18,2024,21.38,,,21.38
505,CA,19,1998,-9.36,,,-9.36
506,CA,19,2000,-9.36,,,-9.36
507,CA,19,2002,-10,,,-10
508,CA,19,2004,-10,,,-10
509,CA,19,2006,-10.38,,,-10.38
510,CA,19,2008,-10.38,,,-10.38
511,CA,19,2010,-7.72,,,-7.72
512,CA,19,2012,16,,,16
513,CA,19,2014,19.79,,,19.79
514,CA,19,2016,19.79,,,19.79
515,CA,19,2018,24.81,,,24.81
516,CA,19,2020,24.81,,,24.81
517,CA,19,2022,18.46,,,18.46
518,CA,19,2024,18.46,,,18.46
519,CA,20,1998,1.48,,,1.48
520,CA,20,2000,1.48,,,1.48
521,CA,20,2002,5.38,,,5.38
522,CA,20,2004,5.38,,,5.38
523,CA,20,2006,3.09,,,3.09
524,CA,20,2008,3.09,,,3.09
525,CA,20,2010,5.77,,,5.77
526,CA,20,2012,19.39,,,19.39
527,CA,20,2014,20.78,,,20.78
528,CA,20,2016,20.78,,,20.78
529,CA,20,2018,23.32,,,23.32
530,CA,20,2020,23.32,,,23.32
531,CA,20,2022,-15.59,,,-15.59
532,CA,20,2024,-15.59,,,-15.59
533,CA,21,1998,-14.92,,,-14.92
534,CA,21,2000,-14.92,,,-14.92
535,CA,21,2002,-12.52,,,-12.52
536,CA,21,2004,-12.52,,,-12.52
537,CA,21,2006,-14.2,,,-14.2
538,CA,21,2008,-14.2,,,-14.2
