"","Geography","County","State","Total Population","Percent one race","Percent White alone","Percent Black alone","Percent Native American alone","Percent Asian alone","Percent Pacific Islander alone","Percent Other alone","Percent multiracial","Percent Hispanic or Latino","Estimated Median Household Income","Percent high school graduate or higher 25 years and over","Percent bachelor's degree or higher 25 years and over","rank"
"1749","0500000US32001","Churchill","Nevada",25516,"88.66%","73.35%","1.80%","4.60%","2.66%","0.36%","5.87%","11.34%","15.15%",69922,"92.2","17.6",8
"1750","0500000US32003","Clark","Nevada",2265461,"85.34%","44.86%","12.65%","1.05%","10.49%","0.91%","15.38%","14.66%","32.02%",69911,"86.5","26.4",1
"1751","0500000US32005","Douglas","Nevada",49488,"90.60%","81.45%","0.49%","2.05%","1.89%","0.19%","4.53%","9.40%","13.24%",84262,"93.4","31.3",7
"1752","0500000US32007","Elko","Nevada",53702,"88.98%","69.71%","0.97%","5.31%","1.11%","0.16%","11.72%","11.02%","25.00%",87755,"88.9","17.0",5
"1753","0500000US32009","Esmeralda","Nevada",729,"89.57%","75.17%","0.55%","4.12%","0.82%","0.00%","8.92%","10.43%","40.74%",40694,"78.1","24.3",17
"1754","0500000US32011","Eureka","Nevada",1855,"89.60%","85.01%","0.16%","1.19%","0.22%","0.16%","2.86%","10.40%","10.84%",73929,"95.2","15.2",16
"1755","0500000US32013","Humboldt","Nevada",17285,"88.31%","69.79%","0.85%","4.03%","0.95%","0.16%","12.54%","11.69%","27.86%",75574,"85.4","20.8",9
"1756","0500000US32015","Lander","Nevada",5734,"89.52%","74.68%","0.21%","4.67%","0.47%","0.17%","9.31%","10.48%","21.43%",92388,"90.2","14.0",12
"1757","0500000US32017","Lincoln","Nevada",4499,"95.64%","87.80%","3.80%","0.64%","0.47%","0.53%","2.40%","4.36%","7.33%",67412,"88.2","15.3",14
"1758","0500000US32019","Lyon","Nevada",59235,"88.04%","75.65%","0.89%","2.31%","1.65%","0.33%","7.20%","11.96%","18.93%",70026,"87.4","16.1",3
"1759","0500000US32021","Mineral","Nevada",4554,"92.07%","65.90%","3.62%","17.24%","1.43%","0.18%","3.71%","7.93%","18.93%",46625,"90.3","14.6",13
"1760","0500000US32023","Nye","Nevada",51591,"89.47%","75.89%","3.05%","1.57%","2.05%","0.47%","6.44%","10.53%","16.20%",53602,"86.7","12.5",6
"1761","0500000US32027","Pershing","Nevada",6650,"91.11%","66.99%","4.84%","3.50%","1.70%","0.21%","13.86%","8.89%","24.39%",66304,"84.1","10.1",11
"1762","0500000US32029","Storey","Nevada",4104,"90.13%","83.50%","0.58%","1.10%","1.63%","0.29%","3.02%","9.87%","5.41%",86932,"92.4","31.4",15
"1763","0500000US32031","Washoe","Nevada",486492,"87.01%","64.09%","2.53%","1.85%","5.92%","0.71%","11.91%","12.99%","25.48%",81531,"88.5","32.5",2
"1764","0500000US32033","White Pine","Nevada",9080,"91.57%","74.30%","4.87%","4.42%","1.17%","0.26%","6.56%","8.43%","17.00%",71297,"89.3","13.3",10
"1765","0500000US32510","Carson City","Nevada",58639,"87.14%","67.96%","1.95%","2.49%","2.41%","0.23%","12.10%","12.86%","24.86%",67465,"88.6","24.3",4
"1766","0500000US33001","Belknap","New Hampshire",63705,"95.15%","92.82%","0.56%","0.20%","0.92%","0.02%","0.62%","4.85%","2.01%",80719,"93.4","31.9",7
"1767","0500000US33003","Carroll","New Hampshire",50107,"96.10%","94.20%","0.27%","0.22%","0.72%","0.02%","0.68%","3.90%","1.69%",77049,"95.0","37.5",8
"1768","0500000US33005","Cheshire","New Hampshire",76458,"94.90%","91.43%","0.93%","0.22%","1.41%","0.07%","0.84%","5.10%","2.17%",76551,"93.8","34.4",6
"1769","0500000US33007","Coos","New Hampshire",31268,"95.70%","92.57%","1.68%","0.30%","0.65%","0.01%","0.50%","4.30%","1.88%",55247,"88.9","20.4",10
"1770","0500000US33009","Grafton","New Hampshire",91118,"94.51%","89.19%","0.90%","0.24%","3.15%","0.03%","1.00%","5.49%","2.62%",79949,"93.2","43.3",5
"1771","0500000US33011","Hillsborough","New Hampshire",422937,"93.10%","82.82%","2.59%","0.24%","3.91%","0.03%","3.51%","6.90%","7.70%",95112,"93.0","40.2",1
"1772","0500000US33013","Merrimack","New Hampshire",153808,"94.85%","90.02%","1.72%","0.24%","1.97%","0.04%","0.87%","5.15%","2.47%",88806,"93.5","36.8",3
"1773","0500000US33015","Rockingham","New Hampshire",314176,"95.06%","90.94%","0.73%","0.15%","2.01%","0.03%","1.21%","4.94%","3.48%",110225,"95.8","43.6",2
"1774","0500000US33017","Strafford","New Hampshire",130889,"94.46%","88.54%","1.16%","0.24%","3.44%","0.04%","1.04%","5.54%","2.90%",83212,"94.4","38.7",4
"1775","0500000US33019","Sullivan","New Hampshire",43063,"94.05%","91.54%","0.47%","0.36%","0.94%","0.01%","0.72%","5.95%","1.88%",70788,"90.9","30.1",9
"1776","0500000US34001","Atlantic","New Jersey",274534,"90.66%","57.11%","15.12%","0.46%","7.93%","0.12%","9.90%","9.34%","19.73%",73113,"88.4","30.1",15
"1777","0500000US34003","Bergen","New Jersey",955732,"89.82%","56.90%","5.74%","0.47%","16.60%","0.02%","10.08%","10.18%","21.51%",118714,"93.0","51.7",1
"1778","0500000US34005","Burlington","New Jersey",461860,"91.92%","65.61%","16.83%","0.25%","5.68%","0.07%","3.47%","8.08%","8.90%",102615,"94.1","41.1",11
"1779","0500000US34007","Camden","New Jersey",523485,"91.86%","56.01%","19.31%","0.47%","6.23%","0.04%","9.80%","8.14%","18.13%",82005,"89.3","34.3",9
"1780","0500000US34009","Cape May","New Jersey",95263,"94.04%","85.59%","3.74%","0.27%","0.95%","0.03%","3.46%","5.96%","8.36%",83870,"93.9","35.9",20
"1781","0500000US34011","Cumberland","New Jersey",154152,"88.06%","48.40%","18.54%","1.55%","1.37%","0.01%","18.20%","11.94%","32.31%",62310,"81.2","17.3",16
"1782","0500000US34013","Essex","New Jersey",863728,"89.52%","30.27%","38.79%","0.53%","5.51%","0.04%","14.37%","10.48%","23.73%",73785,"86.9","37.4",2
"1783","0500000US34015","Gloucester","New Jersey",302294,"93.22%","76.19%","10.91%","0.24%","3.16%","0.03%","2.69%","6.78%","7.14%",99668,"93.6","35.2",14
"1784","0500000US34017","Hudson","New Jersey",724854,"85.59%","34.29%","10.97%","1.02%","17.18%","0.06%","22.07%","14.41%","41.70%",86854,"87.2","46.6",4
"1785","0500000US34019","Hunterdon","New Jersey",128947,"93.13%","82.82%","2.46%","0.22%","4.43%","0.02%","3.18%","6.87%","7.29%",133534,"95.8","55.5",18
"1786","0500000US34021","Mercer","New Jersey",387340,"91.44%","46.07%","19.36%","0.63%","12.53%","0.05%","12.80%","8.56%","19.03%",92697,"89.7","44.2",12
"1787","0500000US34023","Middlesex","New Jersey",863162,"90.93%","41.91%","9.77%","0.53%","26.51%","0.04%","12.17%","9.07%","22.18%",105206,"89.7","45.1",3
"1788","0500000US34025","Monmouth","New Jersey",643615,"92.02%","73.97%","6.39%","0.37%","5.64%","0.03%","5.63%","7.98%","11.25%",118527,"94.3","49.9",5
"1789","0500000US34027","Morris","New Jersey",509285,"90.82%","69.67%","3.27%","0.32%","11.40%","0.02%","6.14%","9.18%","14.10%",130808,"95.1","57.1",10
"1790","0500000US34029","Ocean","New Jersey",637229,"93.35%","83.81%","2.99%","0.35%","1.81%","0.02%","4.37%","6.65%","9.73%",82379,"93.1","32.9",6
"1791","0500000US34031","Passaic","New Jersey",524118,"87.67%","43.80%","11.03%","1.22%","5.89%","0.04%","25.70%","12.33%","42.83%",84465,"85.2","30.1",8
"1792","0500000US34033","Salem","New Jersey",64837,"92.79%","71.87%","14.70%","0.53%","1.03%","0.02%","4.63%","7.21%","10.33%",73378,"90.2","22.8",21
"1793","0500000US34035","Somerset","New Jersey",345361,"90.95%","53.71%","9.22%","0.44%","19.49%","0.03%","8.07%","9.05%","15.48%",131948,"94.0","57.3",13
"1794","0500000US34037","Sussex","New Jersey",144221,"92.08%","84.51%","2.14%","0.23%","2.08%","0.01%","3.10%","7.92%","9.95%",111094,"95.4","39.0",17
"1795","0500000US34039","Union","New Jersey",575345,"86.23%","41.12%","20.39%","0.70%","5.64%","0.03%","18.35%","13.77%","32.89%",95000,"86.8","38.3",7
"1796","0500000US34041","Warren","New Jersey",109632,"91.68%","79.24%","5.38%","0.20%","2.68%","0.03%","4.15%","8.32%","10.97%",92620,"93.8","35.5",19
"1797","0500000US35001","Bernalillo","New Mexico",676444,"79.01%","52.21%","3.16%","5.65%","2.99%","0.12%","14.89%","20.99%","50.61%",62220,"90.2","36.6",1
"1798","0500000US35003","Catron","New Mexico",3579,"89.94%","82.73%","1.03%","1.65%","0.22%","0.00%","4.30%","10.06%","15.73%",44777,"96.5","14.9",31
"1799","0500000US35005","Chaves","New Mexico",65157,"81.17%","56.25%","1.88%","1.39%","1.02%","0.07%","20.56%","18.83%","58.64%",49673,"81.2","17.5",10
"1800","0500000US35006","Cibola","New Mexico",27172,"87.21%","29.74%","1.05%","45.05%","0.77%","0.07%","10.54%","12.79%","38.50%",49866,"84.2","14.7",17
"1801","0500000US35007","Colfax","New Mexico",12387,"78.95%","65.69%","0.29%","1.70%","0.49%","0.15%","10.62%","21.05%","49.12%",46286,"90.5","22.1",24
"1802","0500000US35009","Curry","New Mexico",48430,"83.67%","57.67%","5.99%","1.31%","1.67%","0.08%","16.95%","16.33%","44.34%",55427,"80.9","21.5",12
"1803","0500000US35011","De Baca","New Mexico",1698,"88.93%","76.44%","0.47%","0.59%","0.65%","0.29%","10.48%","11.07%","63.37%",34702,"84.6","9.2",32
"1804","0500000US35013","Doña Ana","New Mexico",219561,"72.63%","47.46%","1.85%","1.86%","1.23%","0.09%","20.13%","27.37%","69.04%",51232,"81.6","30.4",2
"1805","0500000US35015","Eddy","New Mexico",62314,"81.28%","58.20%","1.57%","1.48%","0.96%","0.10%","18.98%","18.72%","50.63%",77458,"84.0","18.2",11
"1806","0500000US35017","Grant","New Mexico",28185,"80.51%","64.81%","1.10%","2.09%","0.72%","0.07%","11.73%","19.49%","49.81%",44895,"88.6","26.4",15
"1807","0500000US35019","Guadalupe","New Mexico",4452,"69.52%","46.43%","1.66%","1.39%","1.12%","0.00%","18.91%","30.48%","74.60%",38713,"80.5","14.0",27
"1808","0500000US35021","Harding","New Mexico",657,"73.82%","65.14%","0.61%","1.07%","0.00%","0.00%","7.00%","26.18%","43.84%",39489,"86.8","30.6",33
"1809","0500000US35023","Hidalgo","New Mexico",4178,"76.71%","63.55%","0.34%","0.96%","0.34%","0.17%","11.37%","23.29%","59.10%",53651,"83.0","16.9",29
"1810","0500000US35025","Lea","New Mexico",74455,"79.10%","46.07%","3.76%","1.30%","0.89%","0.03%","27.06%","20.90%","60.42%",65855,"76.1","14.6",7
"1811","0500000US35027","Lincoln","New Mexico",20269,"84.31%","70.37%","0.43%","2.92%","0.80%","0.06%","9.73%","15.69%","34.25%",47919,"90.1","24.3",19
"1812","0500000US35028","Los Alamos","New Mexico",19419,"86.62%","74.74%","0.86%","0.81%","6.38%","0.08%","3.76%","13.38%","18.15%",135801,"97.9","69.7",20
"1813","0500000US35029","Luna","New Mexico",25427,"75.10%","50.33%","1.20%","1.35%","0.69%","0.08%","21.46%","24.90%","68.71%",38241,"73.2","11.9",18
"1814","0500000US35031","McKinley","New Mexico",72902,"94.74%","10.48%","0.48%","78.11%","1.30%","0.05%","4.32%","5.26%","14.48%",44029,"80.7","12.4",8
"1815","0500000US35033","Mora","New Mexico",4189,"68.44%","48.22%","0.33%","2.67%","0.38%","0.00%","16.83%","31.56%","81.81%",40231,"93.4","20.6",28
"1816","0500000US35035","Otero","New Mexico",67839,"81.69%","56.26%","3.92%","7.34%","1.56%","0.27%","12.34%","18.31%","38.96%",50833,"86.6","21.0",9
"1817","0500000US35037","Quay","New Mexico",8746,"85.64%","70.67%","1.26%","1.57%","0.56%","0.10%","11.48%","14.36%","45.55%",38998,"86.2","16.0",26
"1818","0500000US35039","Rio Arriba","New Mexico",40363,"73.88%","34.35%","0.51%","17.17%","0.63%","0.03%","21.19%","26.12%","71.13%",52031,"85.3","18.2",13
"1819","0500000US35041","Roosevelt","New Mexico",19191,"83.82%","62.06%","2.63%","1.27%","0.98%","0.09%","16.78%","16.18%","43.94%",52644,"85.7","20.4",21
"1820","0500000US35043","Sandoval","New Mexico",148834,"81.80%","54.77%","2.24%","12.30%","1.71%","0.18%","10.59%","18.20%","40.78%",76424,"91.9","32.1",4
"1821","0500000US35045","San Juan","New Mexico",121661,"90.90%","41.44%","0.59%","41.12%","0.75%","0.06%","6.95%","9.10%","21.68%",50734,"85.6","15.7",5
"1822","0500000US35047","San Miguel","New Mexico",27201,"70.30%","45.52%","1.26%","2.01%","0.57%","0.01%","20.92%","29.70%","78.06%",43490,"83.5","23.8",16
"1823","0500000US35049","Santa Fe","New Mexico",154823,"77.98%","57.43%","0.91%","3.59%","1.53%","0.08%","14.43%","22.02%","50.69%",70522,"90.7","42.2",3
"1824","0500000US35051","Sierra","New Mexico",11576,"87.53%","76.15%","0.80%","2.08%","1.08%","0.03%","7.39%","12.47%","31.94%",35256,"90.3","19.7",25
"1825","0500000US35053","Socorro","New Mexico",16595,"80.80%","48.80%","1.06%","13.17%","1.87%","0.05%","15.84%","19.20%","49.88%",40699,"84.7","16.8",22
"1826","0500000US35055","Taos","New Mexico",34489,"78.00%","55.33%","0.50%","6.64%","0.61%","0.04%","14.87%","22.00%","56.76%",55145,"93.4","34.5",14
"1827","0500000US35057","Torrance","New Mexico",15045,"84.53%","65.14%","0.88%","2.57%","0.36%","0.07%","15.50%","15.47%","45.20%",50727,"86.0","14.5",23
"1828","0500000US35059","Union","New Mexico",4079,"79.46%","66.49%","1.62%","2.06%","0.17%","0.10%","9.02%","20.54%","42.12%",41714,"87.6","15.5",30
"1829","0500000US35061","Valencia","New Mexico",76205,"76.63%","51.76%","1.28%","4.27%","0.59%","0.08%","18.66%","23.37%","61.45%",56246,"84.8","21.1",6
"1830","0500000US36001","Albany","New York",314848,"93.08%","68.44%","13.72%","0.27%","7.77%","0.06%","2.82%","6.92%","6.55%",78829,"92.6","44.4",14
"1831","0500000US36003","Allegany","New York",46456,"95.88%","91.60%","1.78%","0.20%","0.82%","0.02%","1.46%","4.12%","1.91%",58725,"91.4","24.5",52
"1832","0500000US36005","Bronx","New York",1472654,"86.95%","14.10%","33.08%","1.46%","4.72%","0.11%","33.48%","13.05%","55.28%",47036,"74.5","21.2",5
"1833","0500000US36007","Broome","New York",198683,"93.29%","79.86%","6.38%","0.28%","4.72%","0.04%","2.00%","6.71%","4.75%",58317,"90.6","29.8",19
"1834","0500000US36009","Cattaraugus","New York",77042,"94.79%","88.43%","1.35%","3.51%","0.74%","0.02%","0.74%","5.21%","2.37%",56889,"89.3","20.2",35
"1835","0500000US36011","Cayuga","New York",76248,"94.05%","87.89%","3.82%","0.41%","0.50%","0.07%","1.35%","5.95%","3.18%",63227,"88.5","23.0",36
"1836","0500000US36013","Chautauqua","New York",127657,"92.84%","85.65%","2.63%","0.53%","0.64%","0.04%","3.35%","7.16%","8.09%",54625,"89.7","24.3",23
"1837","0500000US36015","Chemung","New York",84148,"93.18%","83.74%","6.32%","0.29%","1.70%","0.02%","1.13%","6.82%","3.42%",61358,"90.2","24.6",32
"1838","0500000US36017","Chenango","New York",47220,"94.51%","92.19%","0.76%","0.27%","0.52%","0.03%","0.75%","5.49%","2.38%",61741,"88.5","18.3",50
"1839","0500000US36019","Clinton","New York",79843,"94.56%","87.85%","3.83%","0.36%","1.22%","0.03%","1.26%","5.44%","2.93%",67097,"87.9","27.2",33
"1840","0500000US36021","Columbia","New York",61570,"93.09%","83.70%","4.15%","0.31%","2.32%","0.03%","2.57%","6.91%","5.42%",81741,"92.0","36.4",40
"1841","0500000US36023","Cortland","New York",46809,"94.29%","88.12%","1.91%","0.26%","2.20%","0.03%","1.76%","5.71%","3.01%",65029,"90.6","27.8",51
"1842","0500000US36025","Delaware","New York",44308,"94.41%","89.07%","2.42%","0.33%","1.10%","0.02%","1.47%","5.59%","4.35%",58338,"90.4","25.0",53
"1843","0500000US36027","Dutchess","New York",295911,"91.27%","70.04%","10.91%","0.44%","3.64%","0.03%","6.21%","8.73%","13.56%",94578,"91.6","39.0",15
"1844","0500000US36029","Erie","New York",954236,"94.57%","72.68%","14.13%","0.59%","4.86%","0.03%","2.28%","5.43%","5.94%",68014,"92.2","36.4",8
"1845","0500000US36031","Essex","New York",37381,"94.71%","91.23%","1.81%","0.21%","0.61%","0.03%","0.82%","5.29%","2.85%",68090,"91.6","31.2",56
"1846","0500000US36033","Franklin","New York",47555,"96.10%","82.09%","3.89%","8.71%","0.40%","0.00%","1.02%","3.90%","2.99%",60270,"87.0","22.1",49
"1847","0500000US36035","Fulton","New York",53324,"93.78%","89.59%","2.00%","0.23%","0.65%","0.01%","1.29%","6.22%","3.89%",60557,"87.5","19.3",45
"1848","0500000US36037","Genesee","New York",58388,"94.63%","88.27%","2.47%","0.72%","0.71%","0.03%","2.43%","5.37%","3.51%",68178,"92.5","23.2",44
"1849","0500000US36039","Greene","New York",47931,"92.80%","84.48%","4.94%","0.34%","1.06%","0.01%","1.98%","7.20%","6.54%",70294,"88.5","27.6",48
"1850","0500000US36041","Hamilton","New York",5107,"95.26%","93.69%","0.61%","0.27%","0.23%","0.02%","0.43%","4.74%","2.00%",66891,"85.8","23.4",62
"1851","0500000US36043","Herkimer","New York",60139,"94.61%","91.86%","1.26%","0.18%","0.62%","0.06%","0.64%","5.39%","2.50%",68104,"91.3","22.4",42
"1852","0500000US36045","Jefferson","New York",116721,"92.91%","82.46%","5.75%","0.51%","1.93%","0.26%","2.01%","7.09%","7.99%",62782,"91.6","25.2",25
"1853","0500000US36047","Kings","New York",2736074,"91.33%","37.60%","28.22%","0.75%","13.66%","0.05%","11.04%","8.67%","18.51%",74692,"83.8","40.4",1
"1854","0500000US36049","Lewis","New York",26582,"96.15%","94.50%","0.41%","0.21%","0.29%","0.04%","0.69%","3.85%","1.65%",64401,"91.2","19.2",59
"1855","0500000US36051","Livingston","New York",61834,"94.50%","89.66%","1.93%","0.23%","1.06%","0.01%","1.61%","5.50%","3.91%",70443,"92.3","29.5",39
"1856","0500000US36053","Madison","New York",68016,"94.53%","90.43%","1.65%","0.69%","1.00%","0.02%","0.76%","5.47%","2.49%",68869,"93.1","26.9",37
"1857","0500000US36055","Monroe","New York",759443,"92.88%","68.62%","15.65%","0.28%","4.30%","0.04%","4.00%","7.12%","9.52%",71450,"91.4","40.5",9
"1858","0500000US36057","Montgomery","New York",49532,"91.01%","81.18%","2.56%","0.32%","0.99%","0.04%","5.93%","8.99%","15.44%",58033,"88.8","19.8",46
"1859","0500000US36059","Nassau","New York",1395774,"91.60%","58.55%","10.98%","0.45%","11.76%","0.03%","9.83%","8.40%","17.46%",137709,"91.8","48.2",6
"1860","0500000US36061","New York","New York",1694251,"89.64%","50.03%","13.54%","0.59%","13.10%","0.11%","12.28%","10.36%","25.28%",99880,"88.5","62.8",3
"1861","0500000US36063","Niagara","New York",212666,"94.19%","82.67%","7.87%","1.14%","1.16%","0.02%","1.32%","5.81%","3.55%",65882,"91.7","27.0",18
"1862","0500000US36065","Oneida","New York",232125,"94.18%","79.72%","6.97%","0.30%","4.58%","0.04%","2.57%","5.82%","6.43%",66402,"88.9","27.3",17
"1863","0500000US36067","Onondaga","New York",476516,"93.14%","74.13%","11.95%","0.71%","4.25%","0.03%","2.08%","6.86%","5.36%",71479,"91.4","36.9",11
"1864","0500000US36069","Ontario","New York",112458,"94.13%","87.93%","2.37%","0.24%","1.23%","0.02%","2.35%","5.87%","5.20%",76603,"93.3","37.2",26
"1865","0500000US36071","Orange","New York",401310,"89.91%","61.82%","11.35%","0.73%","3.00%","0.05%","12.96%","10.09%","22.30%",91806,"89.7","31.6",12
"1866","0500000US36073","Orleans","New York",40343,"93.96%","85.87%","4.84%","0.55%","0.38%","0.03%","2.29%","6.04%","5.26%",61069,"86.1","17.8",55
"1867","0500000US36075","Oswego","New York",117525,"94.67%","91.27%","1.35%","0.43%","0.74%","0.03%","0.85%","5.33%","2.89%",65054,"89.8","21.4",24
"1868","0500000US36077","Otsego","New York",58524,"94.66%","89.54%","2.20%","0.21%","1.41%","0.02%","1.28%","5.34%","4.28%",65778,"92.6","33.7",43
"1869","0500000US36079","Putnam","New York",97668,"90.33%","77.21%","2.90%","0.44%","2.28%","0.03%","7.49%","9.67%","17.30%",120970,"93.3","42.8",29
"1870","0500000US36081","Queens","New York",2405464,"89.88%","25.84%","16.76%","1.27%","27.46%","0.07%","18.49%","10.12%","27.51%",82431,"82.8","34.8",2
"1871","0500000US36083","Rensselaer","New York",161130,"92.47%","78.71%","7.99%","0.27%","3.58%","0.02%","1.90%","7.53%","5.44%",83734,"92.4","35.4",21
"1872","0500000US36085","Richmond","New York",495747,"92.17%","59.61%","10.50%","0.73%","11.96%","0.05%","9.33%","7.83%","18.64%",96185,"88.7","35.3",10
"1873","0500000US36087","Rockland","New York",338329,"91.93%","63.52%","10.51%","0.51%","6.11%","0.03%","11.26%","8.07%","18.59%",106173,"88.6","42.5",13
"1874","0500000US36089","St. Lawrence","New York",108505,"95.79%","89.89%","2.83%","1.10%","1.02%","0.03%","0.93%","4.21%","2.38%",58339,"88.8","23.5",27
"1875","0500000US36091","Saratoga","New York",235509,"93.81%","87.59%","1.72%","0.19%","3.18%","0.03%","1.11%","6.19%","3.53%",97038,"94.0","43.4",16
"1876","0500000US36093","Schenectady","New York",158061,"90.41%","68.01%","10.96%","0.71%","5.29%","0.09%","5.35%","9.59%","7.78%",75056,"91.6","34.2",22
"1877","0500000US36095","Schoharie","New York",29714,"94.29%","91.24%","1.03%","0.28%","0.71%","0.01%","1.02%","5.71%","3.74%",71479,"91.1","25.0",58
"1878","0500000US36097","Schuyler","New York",17898,"95.56%","93.59%","0.56%","0.28%","0.60%","0.01%","0.52%","4.44%","1.90%",61316,"91.9","24.5",61
"1879","0500000US36099","Seneca","New York",33814,"94.75%","87.94%","4.18%","0.48%","0.80%","0.01%","1.34%","5.25%","3.80%",64050,"84.2","22.1",57
"1880","0500000US36101","Steuben","New York",93584,"95.07%","90.78%","1.57%","0.25%","1.74%","0.01%","0.71%","4.93%","1.79%",62506,"91.5","25.9",30
"1881","0500000US36103","Suffolk","New York",1525920,"90.35%","67.03%","7.49%","0.60%","4.31%","0.03%","10.89%","9.65%","20.54%",122498,"90.5","39.0",4
"1882","0500000US36105","Sullivan","New York",78624,"90.39%","71.28%","8.67%","0.53%","2.03%","0.04%","7.84%","9.61%","17.38%",67841,"86.7","27.8",34
"1883","0500000US36107","Tioga","New York",48455,"94.69%","91.96%","0.93%","0.15%","0.78%","0.04%","0.82%","5.31%","2.15%",70427,"92.0","26.3",47
"1884","0500000US36109","Tompkins","New York",105740,"91.77%","74.39%","4.35%","0.33%","9.96%","0.04%","2.70%","8.23%","5.22%",69995,"95.7","57.5",28
"1885","0500000US36111","Ulster","New York",181851,"91.25%","77.94%","6.08%","0.46%","2.12%","0.03%","4.61%","8.75%","11.08%",77197,"91.5","35.6",20
"1886","0500000US36113","Warren","New York",65737,"94.51%","91.14%","1.22%","0.26%","1.15%","0.00%","0.76%","5.49%","2.90%",74531,"91.7","33.8",38
"1887","0500000US36115","Washington","New York",61302,"94.78%","89.98%","2.80%","0.28%","0.53%","0.04%","1.15%","5.22%","2.96%",68703,"89.1","21.1",41
